y1,y2,decay,logratio,var_log_ratio,ratio,ratio_lci,ratio_uci
1980,1981,constant,0.132119476642849,0.00264947347851642,1.14124466320314,1.03172708449884,1.26238750620986
1980,1982,constant,0.268458954482387,0.00246298714823181,1.30794729055524,1.18671489703278,1.44156454018419
1980,1983,constant,0.218565414623408,0.0023897065564622,1.24429040875352,1.13060547784422,1.36940661588527
1980,1984,constant,0.282276500993087,0.00226898914061037,1.3261453498039,1.20793918887969,1.45591889475628
1980,1985,constant,0.266351320424276,0.00222058458610651,1.30519351928988,1.19004578658015,1.43148284041387
1980,1986,constant,0.211882476919997,0.00224740174129027,1.23600261770801,1.12633265540587,1.3563510421622
1980,1987,constant,0.161962065713722,0.00221982125607937,1.17581563674801,1.07209899400101,1.28956600030148
1980,1988,constant,0.148652791922229,0.0021684692330545,1.16027006412505,1.05906187338973,1.2711501145782
1980,1989,constant,0.150771827442274,0.00213503658970544,1.1627313244318,1.0620583210343,1.27294716875653
1980,1990,constant,0.231823486962629,0.00200763761110694,1.26089714439961,1.15488876147626,1.37663614175517
1980,1991,constant,0.274609141943046,0.0019591435389789,1.31601619879623,1.20666070640791,1.43528220177961
1980,1992,constant,0.292927957227705,0.00191597628967635,1.34034622469543,1.23015069176866,1.46041295109327
1980,1993,constant,0.285003888016345,0.00189479144809657,1.32976719826802,1.22102200776068,1.44819732187512
1981,1982,constant,0.12717459983741,0.00212188596646731,1.13561527871584,1.03757986581162,1.24291353730547
1981,1983,constant,0.0877641731534544,0.00206255398098764,1.09173063227561,0.998752502328497,1.19336449287501
1981,1984,constant,0.14164771440793,0.00191415320973534,1.15217068390191,1.05748902987903,1.25532960374526
1981,1985,constant,0.13089347784704,0.00190344958615437,1.13984635595698,1.04642867923461,1.24160369547471
1981,1986,constant,0.0680500364697037,0.00192050169286139,1.07041886712004,0.982315732919153,1.16642390291518
1981,1987,constant,0.0315491805456457,0.00186881647283854,1.03205213123449,0.94820961327645,1.12330816590774
1981,1988,constant,0.0178440866702158,0.00183574014025833,1.01800424358448,0.936007654154493,1.10718393739221
1981,1989,constant,0.0228410038672103,0.00179423903023326,1.0231038570579,0.941594984348834,1.1116685196137
1981,1990,constant,0.0998890967907629,0.00171266036075927,1.10504835787036,1.01895476073238,1.19841618125843
1981,1991,constant,0.143837354232519,0.00163094002497924,1.15469628678735,1.06682229035,1.24980845149294
1981,1992,constant,0.158149740841309,0.00157958463935654,1.17134157924976,1.08356112450999,1.26623322325245
1981,1993,constant,0.164271693822359,0.00159714811543907,1.17853447213392,1.08974424979076,1.27455914750151
1982,1983,constant,-0.04163016006683,0.00188982127428406,0.959224474493995,0.880880009218223,1.04453680732848
1982,1984,constant,0.0126329501590411,0.00175309292387176,1.01271308295624,0.932924830587434,1.09932521331323
1982,1985,constant,-0.000233471588519291,0.00168656991602537,0.999766555663851,0.922447313913804,1.08356667177347
1982,1986,constant,-0.0620813049576282,0.00173096284754489,0.939806472759265,0.866212260329387,1.01965331904255
1982,1987,constant,-0.103672767696078,0.00165927361901975,0.90152025570894,0.832343304041537,0.976446578601844
1982,1988,constant,-0.111399799515737,0.00162618825189589,0.894581024364414,0.826597538166512,0.968155810054777
1982,1989,constant,-0.105271333210212,0.00159588447466934,0.900080267782039,0.832294446145115,0.973386873122704
1982,1990,constant,-0.0290655760427151,0.00149764225652802,0.971352764907642,0.900401077509669,1.04789545177281
1982,1991,constant,0.0178745717381275,0.00143144113065539,1.01803527798602,0.945274921386221,1.09639619519815
1982,1992,constant,0.0373521799714917,0.00139091612642901,1.03805853989712,0.964886642726222,1.11677940655159
1982,1993,constant,0.0338960177985001,0.001393875729117,1.034477033936,0.961482858401389,1.11301280557439
1983,1984,constant,0.0564419450813365,0.00169669937626463,1.05806518712877,0.976001698108549,1.1470286807732
1983,1985,constant,0.042604096385718,0.00167690536218808,1.0435246778674,0.963043692211872,1.13073141138304
1983,1986,constant,-0.0128913351063304,0.00166202290457137,0.987191402240848,0.911380331884725,1.06930864158863
1983,1987,constant,-0.0568255326264501,0.00162836989242162,0.944758884589898,0.872915877878734,1.02251473782396
1983,1988,constant,-0.0617588373616292,0.00158430244324066,0.940109578761545,0.869556588429742,1.01638700901019
1983,1989,constant,-0.0612494888984951,0.00158214918028288,0.94058854410044,0.870045748211765,1.01685090825552
1983,1990,constant,0.017456012391485,0.00143710959967148,1.01760925896855,0.944740766769163,1.0960981470926
1983,1991,constant,0.068440907799933,0.00140213107286802,1.07083734494669,0.995062207808208,1.15238284635316
1983,1992,constant,0.0808737974612127,0.00136007024312361,1.08423405484169,1.00862904795612,1.16550627612859
1983,1993,constant,0.0789680089272922,0.00133993157046064,1.08216970174694,1.00724953034163,1.16266250626282
1984,1985,constant,-0.0142517484693849,0.00154078488395727,0.985849326960903,0.912848008479123,1.06468862991609
1984,1986,constant,-0.0735517995709172,0.00155005668403289,0.929088018184349,0.860091010003984,1.00362000706149
1984,1987,constant,-0.115572607398956,0.00150814911214417,0.890855887159988,0.825564731319851,0.961310702334415
1984,1988,constant,-0.123502428391078,0.00146214434228554,0.883819494982096,0.820002800488792,0.952602721898977
1984,1989,constant,-0.11283299645598,0.00143667358156221,0.89329983189736,0.82934218003969,0.962189804007873
1984,1990,constant,-0.0379826667482981,0.00133845384120964,0.962729627981541,0.896113925987479,1.03429743664806
1984,1991,constant,0.0110553948431716,0.00127775363630585,1.01111673154617,0.942702196573609,1.08449630066475
1984,1992,constant,0.0257621948163236,0.00123596285796825,1.02609690829384,0.957774595407451,1.09929295500082
