y1,y2,region,decay,logratio,var_log_ratio,ratio,ratio_lci,ratio_uci
1980,1981,Lothian_and_Tayside,15,-0.143145599223917,0.131648153751241,0.866627879362503,0.425586864383572,1.76472523976081
1980,1982,Lothian_and_Tayside,15,-0.0891726781454644,0.198192593695615,0.91468761337595,0.382232716957122,2.18885875788923
1980,1983,Lothian_and_Tayside,15,0.463042391206415,0.0968059147980797,1.58890069640586,0.863489171649628,2.92372563076379
1980,1984,Lothian_and_Tayside,15,0.0861663064490548,0.132489789164884,1.08998758519742,0.534061721933754,2.22459855685348
1980,1985,Lothian_and_Tayside,15,-0.131961461323389,0.0921370766787687,0.876374768752376,0.483409726943257,1.58878212931767
1980,1986,Lothian_and_Tayside,15,-0.014727026466957,0.134157758030038,0.985380885795585,0.480650993229733,2.0201258371835
1980,1987,Lothian_and_Tayside,15,0.0981777851900786,0.101906291538114,1.10315889298893,0.59008014716763,2.0623631366382
1980,1988,Lothian_and_Tayside,15,0.446937837566718,0.130493221703848,1.56351710423783,0.770221976147926,3.17387170315529
1980,1989,Lothian_and_Tayside,15,-0.0119857934407953,0.188953490170683,0.988085750060928,0.421490415397717,2.31633606318716
1980,1990,Lothian_and_Tayside,15,0.413436391714756,0.122225273523043,1.51200470831094,0.762020857888031,3.00012554025179
1980,1991,Lothian_and_Tayside,15,0.319432726413094,0.0786239271384729,1.37634677766695,0.794422088787826,2.38453899901585
1980,1992,Lothian_and_Tayside,15,0.391471182884758,0.106644454866669,1.47915530190501,0.779904562591565,2.80534377165773
1980,1993,Lothian_and_Tayside,15,0.425152711502278,0.106143731649377,1.52982402355078,0.80783470495912,2.89707972270335
1980,1994,Lothian_and_Tayside,15,0.322447459211363,0.075012014489696,1.38050235627156,0.807062816113461,2.36138590159433
1980,1995,Lothian_and_Tayside,15,0.544145279089607,0.0761641297830951,1.7231349533048,1.0032426140313,2.959597235777
1980,1996,Lothian_and_Tayside,15,0.673392000934686,0.0734571517650142,1.96087735058153,1.15278800069257,3.33542679288264
1980,1997,Lothian_and_Tayside,15,0.487583950956903,0.066504485164815,1.62837722423364,0.982297909420445,2.69939736099743
1980,1998,Lothian_and_Tayside,15,0.736304023780154,0.0672576148360131,2.08820328454548,1.25609227284952,3.47155463960803
1980,1999,Lothian_and_Tayside,15,0.63034384144252,0.0638267353399989,1.87825629059921,1.14474218884871,3.08178271714046
1980,2000,Lothian_and_Tayside,15,0.660863160702924,0.0700279935192433,1.93646309207586,1.15280921050461,3.25282733066521
1980,2001,Lothian_and_Tayside,15,0.714791900197306,0.0602114691214273,2.04376133167253,1.26346183241603,3.30596482907012
1980,2002,Lothian_and_Tayside,15,0.923165101661595,0.0630294147848745,2.51724513126061,1.53895438324201,4.11742097092345
1980,2003,Lothian_and_Tayside,15,0.681236163331748,0.0578963321454604,1.97631927626708,1.23322952511997,3.16716215609974
1980,2004,Lothian_and_Tayside,15,0.941215425464878,0.0599799303055179,2.5630947765789,1.58598324456595,4.14219687139505
1980,2005,Lothian_and_Tayside,15,0.648765075314889,0.0563226402701561,1.91317674039495,1.20155764279272,3.0462502252334
1980,2006,Lothian_and_Tayside,15,0.773770951996269,0.0611464482812351,2.16792600399492,1.33524503693888,3.5198806427112
1980,2007,Lothian_and_Tayside,15,0.80762491203711,0.0590868866018825,2.24257534273166,1.3926395418681,3.61123177723496
1980,2008,Lothian_and_Tayside,15,0.489343194469438,0.0583904276456316,1.63124445764272,1.0158597671605,2.61941516596126
1980,2009,Lothian_and_Tayside,15,0.553302014641237,0.0616747994126831,1.73898570420771,1.06882134397387,2.82935150620713
1981,1982,Lothian_and_Tayside,15,0.319610404787482,0.185734242604955,1.37659134645165,0.591512045764675,3.20366043040731
1981,1983,Lothian_and_Tayside,15,0.827734363714006,0.134312762516572,2.28812879559442,1.11564524472,4.69282992062798
1981,1984,Lothian_and_Tayside,15,0.185553721079004,0.138911753864702,1.20388487203231,0.57987550100238,2.49939647838701
1981,1985,Lothian_and_Tayside,15,0.304585619012972,0.107152224387475,1.35606295985649,0.71391509849556,2.57580593962769
1981,1986,Lothian_and_Tayside,15,0.17143944139125,0.107682220016526,1.18701225674481,0.623926855993861,2.25827448221956
1981,1987,Lothian_and_Tayside,15,0.156976116528891,0.107202631336735,1.16996767067816,0.615850139787118,2.22265817931819
1981,1988,Lothian_and_Tayside,15,0.354514963527824,0.0969421840190087,1.42548907238302,0.774350702945132,2.62415865027941
1981,1989,Lothian_and_Tayside,15,0.402233443369583,0.131127579340157,1.49516032720408,0.735283056278178,3.04033172661502
1981,1990,Lothian_and_Tayside,15,0.66624711709231,0.121378934243524,1.94691704146469,0.983542787765099,3.85391059087397
1981,1991,Lothian_and_Tayside,15,0.630874953199404,0.0876546008464546,1.87925411955347,1.05189976577753,3.35735034910692
1981,1992,Lothian_and_Tayside,15,0.604475849008204,0.0907114768441898,1.83029260773417,1.01426794294825,3.30284620865442
1981,1993,Lothian_and_Tayside,15,0.202645609162303,0.095858457376023,1.22463839071033,0.667524507976411,2.2467177910037
1981,1994,Lothian_and_Tayside,15,0.979143014110471,0.074306844420629,2.66217381866877,1.56028876266243,4.54221655016736
1981,1995,Lothian_and_Tayside,15,0.747472355305127,0.0821086952802571,2.11165574980084,1.20424428898174,3.70281183516126
1981,1996,Lothian_and_Tayside,15,0.992859177044858,0.072064308686753,2.69894019894377,1.59474019910651,4.56768958452032
1981,1997,Lothian_and_Tayside,15,0.861016432624399,0.0742209879156228,2.36556390847762,1.38687508177327,4.03489303300263
