year,injdur,pc
2017,28,0.0123042505592841
2017,29,0.0123042505592841
2017,30,0.0190156599552573
2017,31,0.0100671140939597
2017,32,0.00950782997762864
2017,33,0.0100671140939597
2017,34,0.00727069351230425
2017,35,0.00503355704697987
2017,36,0.00615212527964206
2017,37,0.00391498881431767
2017,38,0.00559284116331096
2017,39,0.00223713646532438
2017,40,0.00279642058165548
2018,0,0.0300751879699248
2018,1,0.0370569280343716
2018,2,0.0327604726100967
2018,3,0.0295381310418904
2018,4,0.0220193340494092
2018,5,0.0306122448979592
2018,6,0.0257787325456498
2018,7,0.0236305048335124
2018,8,0.0257787325456498
2018,9,0.0268528464017186
2018,10,0.0354457572502685
2018,11,0.0306122448979592
2018,12,0.0300751879699248
2018,13,0.0209452201933405
2018,14,0.0311493018259936
2018,15,0.0343716433941998
2018,16,0.0386680988184748
2018,17,0.037593984962406
2018,18,0.0408163265306122
2018,19,0.0354457572502685
2018,20,0.0477980665950591
2018,21,0.0472610096670247
2018,22,0.0338345864661654
2018,23,0.0349087003222342
2018,24,0.0257787325456498
2018,25,0.0295381310418904
2018,26,0.0204081632653061
2018,27,0.0198711063372718
2018,28,0.0193340494092374
2018,29,0.0171858216970999
2018,30,0.0107411385606874
2018,31,0.00805585392051558
2018,32,0.0139634801288937
2018,33,0.00966702470461869
2018,34,0.0102040816326531
2018,35,0.00483351235230935
2018,36,0.00429645542427497
2018,37,0.00644468313641246
2018,38,0.00644468313641246
2018,39,0.00214822771213749
2018,40,0.00107411385606874
2019,0,0.0401606425702811
2019,1,0.0496987951807229
2019,2,0.0296184738955823
2019,3,0.0251004016064257
2019,4,0.0266064257028112
2019,5,0.0286144578313253
2019,6,0.0215863453815261
2019,7,0.0215863453815261
2019,8,0.0240963855421687
2019,9,0.018574297188755
2019,10,0.036144578313253
2019,11,0.0326305220883534
2019,12,0.0276104417670683
2019,13,0.0256024096385542
2019,14,0.0346385542168675
2019,15,0.0220883534136546
2019,16,0.0311244979919679
2019,17,0.0356425702811245
2019,18,0.0381526104417671
2019,19,0.0416666666666667
2019,20,0.0481927710843374
2019,21,0.0336345381526104
2019,22,0.0431726907630522
2019,23,0.0386546184738956
2019,24,0.0301204819277108
2019,25,0.0296184738955823
2019,26,0.0205823293172691
2019,27,0.0145582329317269
2019,28,0.0170682730923695
2019,29,0.0195783132530121
2019,30,0.0180722891566265
2019,31,0.0105421686746988
2019,32,0.0070281124497992
2019,33,0.0070281124497992
2019,34,0.00853413654618474
2019,35,0.00853413654618474
2019,36,0.00602409638554217
2019,37,0.00652610441767068
2019,38,0.00602409638554217
2019,39,0.00200803212851406
2019,40,0.00451807228915663
