y1,y2,region,logratio,var_log_ratio,ratio,ratio_lci,ratio_uci
1980,1981,London,0.147624397889096,0.00805456514120467,1.15907746265151,0.972119111854597,1.38199172101824
1980,1982,London,0.207603264592664,0.00806808478574824,1.23072480057357,1.03205748064874,1.46763485866576
1980,1983,London,0.0987502511117262,0.00807859696926018,1.10379059465792,0.92550726017534,1.31641720090284
1980,1984,London,0.00961526809657598,0.00828855189083583,1.00966164330437,0.844658595277449,1.20689783974226
1980,1985,London,0.0690752935137702,0.00804595741207437,1.07151688438244,0.8987664855544,1.277471347642
1980,1986,London,-0.0428640557513838,0.00838946781697247,0.958041621463098,0.800607013912436,1.14643480822169
1980,1987,London,-0.110405860875691,0.0077608188637404,0.895470625042188,0.753467128107939,1.0642370587912
1980,1988,London,-0.210291472818169,0.00792400596983362,0.810348017124467,0.680613036186017,0.964812417548353
1980,1989,London,-0.209377420631627,0.00805768661042212,0.811089056123944,0.68023779825786,0.967110999489992
1980,1990,London,-0.144933088388457,0.00748112297426712,0.865080175082861,0.730185108139722,1.02489588048157
1980,1991,London,-0.253340344786652,0.00764537045835194,0.776203659993969,0.653955938911846,0.921303846235501
1980,1992,London,-0.205877800744503,0.00725087351827276,0.813932532155534,0.688821733400895,0.961767224779989
1980,1993,London,-0.24219025465443,0.00728632263126401,0.784906831167434,0.663987005073504,0.927847576693315
1981,1982,London,0.0256908635084546,0.00692992945983121,1.02602371806977,0.871561641505654,1.20786025899798
1981,1983,London,-0.0714489755975436,0.00691123570884991,0.931043782335555,0.791054580192729,1.09580621404721
1981,1984,London,-0.148439773818101,0.00714243001502164,0.862051923703079,0.730459119923492,1.01735127797161
1981,1985,London,-0.0927505925272298,0.00684242569607108,0.91142078710659,0.775011998900887,1.07183869714026
1981,1986,London,-0.25904251221914,0.00737634824990785,0.771790211831655,0.652218708051863,0.913282804871315
1981,1987,London,-0.250267025498686,0.00664963258052621,0.778592851166724,0.66358864230242,0.913528034151704
1981,1988,London,-0.37652962761646,0.0068213214498048,0.686238785766033,0.583678136270453,0.80682081754632
1981,1989,London,-0.411765818234258,0.00697043275478225,0.662479398483296,0.562478998389005,0.78025838239611
1981,1990,London,-0.28246195419524,0.00649938751513865,0.753925325109404,0.64373259944158,0.882980598363969
1981,1991,London,-0.42129614730013,0.00650466821723627,0.65619574203373,0.560251085739875,0.768571204631492
1981,1992,London,-0.378559129844153,0.00609331628270053,0.684847474933362,0.587691384921164,0.798065236204744
1981,1993,London,-0.408525161373451,0.00623186012788992,0.664629749283782,0.569356276391198,0.775845848987381
1982,1983,London,-0.0839844502741448,0.0068546559608574,0.919445553110257,0.781722505388203,1.08143250233586
1982,1984,London,-0.192678224296244,0.0070829271552183,0.824747315094418,0.699332448302538,0.972653471759381
1982,1985,London,-0.119732460318276,0.00666825057367033,0.887157754873108,0.755948626939599,1.04114069922688
1982,1986,London,-0.266706961198539,0.00689348021514893,0.765897476262598,0.650875524753567,0.901245970752262
1982,1987,London,-0.325871474181405,0.00658295052120029,0.721897963996261,0.615762522928809,0.84632736000758
1982,1988,London,-0.407626770475749,0.0065715102439954,0.665227114894616,0.56750202521075,0.779780678715069
1982,1989,London,-0.448789826550504,0.00676439482156522,0.638400259379441,0.543356895460609,0.750068499324461
1982,1990,London,-0.315631227128,0.00626239286432107,0.729328357094663,0.624543978572509,0.8516931884896
1982,1991,London,-0.451783990519251,0.00631343107588923,0.636491643106104,0.544701658951542,0.743749546354785
1982,1992,London,-0.433696628784695,0.00583953577366708,0.648108843231732,0.557958376772359,0.752825103379616
1982,1993,London,-0.449870567168855,0.00599578194727401,0.637710686979933,0.547914870193971,0.742222820388957
1983,1984,London,-0.0785673119883139,0.00701613667997944,0.924439831954067,0.784476577026378,1.08937478559609
1983,1985,London,-0.0202874092139958,0.00672860691924993,0.979916995656815,0.834385708089575,1.15083145488632
1983,1986,London,-0.184369068736134,0.00704008582325951,0.831628818983748,0.705519917279615,0.980279189326135
1983,1987,London,-0.179125519949217,0.00660522747059341,0.836000958013259,0.712898095794934,0.980361156694863
1983,1988,London,-0.303359437877461,0.0066112080637804,0.738333663585145,0.62956711969726,0.865891152392459
1983,1989,London,-0.340186562240429,0.00669774782128653,0.711637545682505,0.606173177455809,0.835451015088733
1983,1990,London,-0.245181125940197,0.00627277444621557,0.782562782984647,0.670043973220468,0.913976595251269
1983,1991,London,-0.353315978781524,0.00631248428570632,0.702355228961621,0.601073918446428,0.820702500159634
1983,1992,London,-0.324348821344269,0.00600710952293498,0.722998001254155,0.621103901174355,0.841608157393885
1983,1993,London,-0.356460686184448,0.00601379303516252,0.700149996496382,0.601425116326866,0.815080721250526
1984,1985,London,0.0714964219276798,0.00679808351013581,1.07411430743577,0.913836532983128,1.262503198107
1984,1986,London,-0.0660024786194037,0.00733919002072505,0.93612854398237,0.791432427718271,1.10727918160374
1984,1987,London,-0.109138158657049,0.00664990789861596,0.896606534985937,0.764168260438975,1.0519977342656
1984,1988,London,-0.213756849961007,0.00678869679425858,0.807544715681917,0.687120750625693,0.949074041545041
1984,1989,London,-0.260411387682792,0.00705448795669818,0.770734449915741,0.653749700808129,0.908652947072269
1984,1990,London,-0.165259014142667,0.00657437865506034,0.847674116066508,0.723121604457941,0.993679904762034
1984,1991,London,-0.265568880174188,0.00658284282962176,0.766769625841238,0.654037879318604,0.89893212259394
1984,1992,London,-0.249960103136926,0.00617576905997666,0.778831855399449,0.66765349950642,0.908523746873756
1984,1993,London,-0.272721135874346,0.00620206408132783,0.761305058699716,0.652414918548092,0.888369312111392
