year,fyear,pc
1999,1998,0.0950726468730259
1999,1999,0.0631711939355654
2000,1970,0.00386915230390433
2000,1971,0.00386915230390433
2000,1972,0.00175870559268379
2000,1973,0.00316567006683081
2000,1974,0.00351741118536757
2000,1975,0.00562785789658811
2000,1976,0.00844178684488217
2000,1977,0.0073865634892719
2000,1978,0.00844178684488217
2000,1979,0.00984875131902919
2000,1980,0.0165318325712276
2000,1981,0.0147731269785438
2000,1982,0.0189940204009849
2000,1983,0.0228631727048892
2000,1984,0.0239183960604995
2000,1985,0.0239183960604995
2000,1986,0.0302497361941611
2000,1987,0.0270840661273303
2000,1988,0.0302497361941611
2000,1989,0.0320084417868449
2000,1990,0.0453746042912417
2000,1991,0.0383397819205065
2000,1992,0.0432641575800211
2000,1993,0.0460780865283152
2000,1994,0.0450228631727049
2000,1995,0.0626099190995427
2000,1996,0.0699964825888146
2000,1997,0.0809004572634541
2000,1998,0.0970805487161449
2000,1999,0.0956735842419979
2000,2000,0.0685895181146676
2001,1970,0.000824402308326463
2001,1971,0.00329760923330585
2001,1972,0.00370981038746909
2001,1973,0.00288540807914262
2001,1974,0.00535861500412201
2001,1975,0.00494641384995878
2001,1976,0.00659521846661171
2001,1977,0.00453421269579555
2001,1978,0.00865622423742786
2001,1979,0.0119538334707337
2001,1980,0.0144270403957131
2001,1981,0.0173124484748557
2001,1982,0.017724649629019
2001,1983,0.0210222588623248
2001,1984,0.0272052761747733
2001,1985,0.023083264633141
2001,1986,0.0276174773289365
2001,1987,0.017724649629019
2001,1988,0.0255564715581204
2001,1989,0.0255564715581204
2001,1990,0.0280296784830998
2001,1991,0.0502885408079143
2001,1992,0.0399835119538335
2001,1993,0.0441055234954658
2001,1994,0.0490519373454246
2001,1995,0.0663643858202803
2001,1996,0.0708985985160758
2001,1997,0.0746084089035449
2001,1998,0.0737840065952185
2001,1999,0.0956306677658698
2001,2000,0.0750206100577082
2001,2001,0.0523495465787304
2002,1970,0.00308234258036107
2002,1971,0.00352267723469837
2002,1972,0.00440334654337296
2002,1973,0.00704535446939674
2002,1974,0.00352267723469837
2002,1975,0.00396301188903567
2002,1976,0.00616468516072215
2002,1977,0.00968736239542052
2002,1978,0.00836635843240863
2002,1979,0.0132100396301189
2002,1980,0.0184940554821664
2002,1981,0.01629238221048
2002,1982,0.0189343901365037
2002,1983,0.0220167327168648
2002,1984,0.0202553940995156
2002,1985,0.0273007485689124
2002,1986,0.0220167327168648
2002,1987,0.0273007485689124
2002,1988,0.0268604139145751
2002,1989,0.0255394099515632
2002,1990,0.0369881109643329
2002,1991,0.0317040951122853
2002,1992,0.0440334654337296
2002,1993,0.0440334654337296
2002,1994,0.0541611624834875
2002,1995,0.0568031704095112
2002,1996,0.0581241743725231
2002,1997,0.0647291941875826
2002,1998,0.0717745486569793
2002,1999,0.0673712021136063
2002,2000,0.0717745486569793
2002,2001,0.0581241743725231
2002,2002,0.0405107881990313
2003,1970,0.00461254612546126
2003,1971,0.00599630996309963
2003,1972,0.000922509225092251
2003,1973,0.00599630996309963
2003,1974,0.00230627306273063
2003,1975,0.00461254612546126
2003,1976,0.00691881918819188
2003,1977,0.00461254612546126
2003,1978,0.00922509225092251
2003,1979,0.011070110701107
2003,1980,0.0119926199261993
2003,1981,0.014760147601476
2003,1982,0.0175276752767528
2003,1983,0.0207564575645756
2003,1984,0.018450184501845
2003,1985,0.0272140221402214
2003,1986,0.0207564575645756
2003,1987,0.0235239852398524
2003,1988,0.0253690036900369
2003,1989,0.0253690036900369
2003,1990,0.0327490774907749
2003,1991,0.033210332103321
2003,1992,0.0309040590405904
2003,1993,0.0521217712177122
2003,1994,0.0350553505535055
2003,1995,0.040590405904059
2003,1996,0.0535055350553506
2003,1997,0.0627306273062731
2003,1998,0.0853321033210332
2003,1999,0.0724169741697417
2003,2000,0.0613468634686347
2003,2001,0.0673431734317343
2003,2002,0.0558118081180812
2003,2003,0.0401291512915129
2004,1970,0.0048828125
2004,1971,0.00244140625
2004,1972,0.005859375
2004,1973,0.001953125
2004,1974,0.00390625
2004,1975,0.0078125
2004,1976,0.0029296875
2004,1977,0.0078125
2004,1978,0.0078125
2004,1979,0.0107421875
2004,1980,0.01220703125
2004,1981,0.02001953125
2004,1982,0.0126953125
2004,1983,0.0146484375
2004,1984,0.0224609375
2004,1985,0.01806640625
2004,1986,0.02001953125
2004,1987,0.0244140625
2004,1988,0.02197265625
2004,1989,0.02392578125
2004,1990,0.02587890625
2004,1991,0.02978515625
2004,1992,0.03173828125
2004,1993,0.04150390625
2004,1994,0.04638671875
2004,1995,0.0439453125
2004,1996,0.06005859375
2004,1997,0.0546875
2004,1998,0.06982421875
2004,1999,0.05908203125
2004,2000,0.0634765625
2004,2001,0.06591796875
2004,2002,0.06201171875
2004,2003,0.05615234375
2004,2004,0.03369140625
2005,1970,0.00127334465195246
2005,1971,0.00212224108658744
2005,1972,0.00212224108658744
2005,1973,0.00127334465195246
2005,1974,0.00466893039049236
2005,1975,0.00594227504244482
2005,1976,0.00382003395585739
2005,1977,0.00551782682512734
2005,1978,0.00594227504244482
2005,1979,0.00594227504244482
2005,1980,0.0135823429541596
2005,1981,0.0135823429541596
2005,1982,0.0169779286926995
2005,1983,0.016553480475382
2005,1984,0.016553480475382
2005,1985,0.0212224108658744
2005,1986,0.0233446519524618
2005,1987,0.0195246179966044
2005,1988,0.0220713073005093
2005,1989,0.0263157894736842
2005,1990,0.0254668930390492
2005,1991,0.0241935483870968
2005,1992,0.0424448217317487
2005,1993,0.0365025466893039
2005,1994,0.0369269949066214
2005,1995,0.0492359932088285
2005,1996,0.0479626485568761
2005,1997,0.0492359932088285
2005,1998,0.0526315789473684
2005,1999,0.0602716468590832
2005,2000,0.0666383701188455
2005,2001,0.0606960950764007
2005,2002,0.0619694397283532
2005,2003,0.0636672325976231
2005,2004,0.0479626485568761
2005,2005,0.0365025466893039
2006,1970,0.00164406083025072
2006,1971,0.0020550760378134
2006,1972,0.00246609124537608
2006,1973,0.00369913686806412
2006,1974,0.00575421290587752
2006,1975,0.0020550760378134
2006,1976,0.0041101520756268
2006,1977,0.00369913686806412
2006,1978,0.0041101520756268
2006,1979,0.0041101520756268
2006,1980,0.0082203041512536
2006,1981,0.00780928894369092
2006,1982,0.0184956843403206
2006,1983,0.0139745170571311
2006,1984,0.0184956843403206
2006,1985,0.0164406083025072
2006,1986,0.0242498972461981
2006,1987,0.0184956843403206
2006,1988,0.0156185778873818
2006,1989,0.0263049732840115
2006,1990,0.0267159884915742
2006,1991,0.0283600493218249
2006,1992,0.030826140567201
2006,1993,0.0300041101520756
2006,1994,0.0398684751335799
2006,1995,0.0468557336621455
2006,1996,0.0521989313604603
2006,1997,0.0567200986436498
2006,1998,0.051376900945335
2006,1999,0.0571311138512125
2006,2000,0.0612412659268393
2006,2001,0.0550760378133991
2006,2002,0.0600082203041513
2006,2003,0.0489108096999589
2006,2004,0.06288532675709
2006,2005,0.0452116728318948
2006,2006,0.0390464447184546
2007,1970,0.000750187546886722
2007,1971,0.0018754688672168
2007,1972,0.0018754688672168
2007,1973,0.00300075018754689
2007,1974,0.00150037509377344
2007,1975,0.00337584396099025
2007,1976,0.00375093773443361
2007,1977,0.00300075018754689
2007,1978,0.00375093773443361
2007,1979,0.00637659414853713
2007,1980,0.00300075018754689
2007,1981,0.00750187546886722
2007,1982,0.0105026256564141
2007,1983,0.0131282820705176
2007,1984,0.0105026256564141
2007,1985,0.0108777194298575
2007,1986,0.0101275318829707
2007,1987,0.0150037509377344
2007,1988,0.0206301575393848
2007,1989,0.0172543135783946
2007,1990,0.0232558139534884
2007,1991,0.0281320330082521
2007,1992,0.0318829707426857
2007,1993,0.0386346586646662
2007,1994,0.0468867216804201
2007,1995,0.0386346586646662
2007,1996,0.0468867216804201
2007,1997,0.0570142535633909
2007,1998,0.0476369092273068
2007,1999,0.0581395348837209
2007,2000,0.0641410352588147
2007,2001,0.0551387846961741
2007,2002,0.0547636909227307
2007,2003,0.0480120030007502
2007,2004,0.0465116279069768
2007,2005,0.0618904726181545
2007,2006,0.0442610652663166
2007,2007,0.0547636909227307
2008,1970,0
2008,1971,0.000866551126516464
2008,1972,0.0012998266897747
2008,1973,0.00216637781629116
2008,1974,0.000866551126516464
2008,1975,0.00346620450606586
2008,1976,0.00259965337954939
2008,1977,0.00303292894280763
2008,1978,0.00433275563258232
2008,1979,0.0103986135181976
2008,1980,0.00736568457538995
2008,1981,0.00519930675909879
2008,1982,0.012998266897747
2008,1983,0.0116984402079723
2008,1984,0.0155979202772964
2008,1985,0.0160311958405546
2008,1986,0.0160311958405546
2008,1987,0.0134315424610052
2008,1988,0.0190641247833622
2008,1989,0.0199306759098787
2008,1990,0.0259965337954939
2008,1991,0.024263431542461
2008,1992,0.0272963604852686
2008,1993,0.0277296360485269
2008,1994,0.029896013864818
2008,1995,0.0454939341421144
2008,1996,0.0433275563258232
2008,1997,0.0528596187175043
2008,1998,0.0580589254766031
2008,1999,0.0480935875216638
2008,2000,0.0597920277296361
2008,2001,0.0441941074523397
2008,2002,0.0515597920277296
2008,2003,0.042894280762565
2008,2004,0.0476603119584055
2008,2005,0.0506932409012132
2008,2006,0.0524263431542461
2008,2007,0.0381282495667244
2008,2008,0.0602253032928943
2009,1970,0.00130605137135394
2009,1971,0.0021767522855899
2009,1972,0.00174140182847192
2009,1973,0.00174140182847192
2009,1974,0.0021767522855899
2009,1975,0.00304745319982586
2009,1976,0.00130605137135394
2009,1977,0.00391815411406182
2009,1978,0.00174140182847192
2009,1979,0.00522420548541576
2009,1980,0.00522420548541576
2009,1981,0.0121898127993034
2009,1982,0.0108837614279495
2009,1983,0.0178493687418372
2009,1984,0.0113191118850675
2009,1985,0.0152372659991293
2009,1986,0.0121898127993034
2009,1987,0.0139312146277754
2009,1988,0.0134958641706574
2009,1989,0.0248149760557249
2009,1990,0.0248149760557249
2009,1991,0.0261210274270788
2009,1992,0.0248149760557249
2009,1993,0.0239442751414889
2009,1994,0.0330866347409665
2009,1995,0.044405746626034
2009,1996,0.0457117979973879
2009,1997,0.0387461906835002
2009,1998,0.0452764475402699
2009,1999,0.0592076621680453
2009,2000,0.0400522420548542
2009,2001,0.0374401393121463
2009,2002,0.0448410970831519
2009,2003,0.0470178493687418
2009,2004,0.0561602089682194
2009,2005,0.0365694383979103
2009,2006,0.0539834566826295
2009,2007,0.0557248585111014
2009,2008,0.0561602089682194
2009,2009,0.0409229429690901
2010,1970,0.000905387052965143
2010,1971,0.00271616115889543
2010,1972,0.00181077410593029
2010,1973,0.000905387052965143
2010,1974,0.000452693526482571
2010,1975,0.000452693526482571
2010,1976,0.00271616115889543
2010,1977,0.00497962879130829
2010,1978,0.00679040289723857
2010,1979,0.00724309642372114
2010,1980,0.00860117700316885
2010,1981,0.00679040289723857
2010,1982,0.0108646446355817
2010,1983,0.0108646446355817
2010,1984,0.00905387052965142
2010,1985,0.00995925758261657
2010,1986,0.0144861928474423
2010,1987,0.0113173381620643
2010,1988,0.0149388863739249
2010,1989,0.0172023540063377
2010,1990,0.025350837483024
2010,1991,0.022181982797646
2010,1992,0.0289723856948846
2010,1993,0.0312358533272974
2010,1994,0.0389316432775011
2010,1995,0.038026256224536
2010,1996,0.0461747397012223
2010,1997,0.050701674966048
2010,1998,0.0497962879130828
2010,1999,0.0493435943866003
2010,2000,0.0461747397012223
2010,2001,0.0416478044363966
2010,2002,0.0434585785423269
2010,2003,0.0384789497510186
2010,2004,0.038026256224536
2010,2005,0.038026256224536
2010,2006,0.0353100950656406
2010,2007,0.0389316432775011
2010,2008,0.0547759167043911
2010,2009,0.0488909008601177
2010,2010,0.0497962879130828
2011,1970,0.0012970168612192
2011,1971,0.00194552529182879
2011,1972,0
2011,1973,0.000648508430609598
2011,1974,0
2011,1975,0.00259403372243839
2011,1976,0.00194552529182879
2011,1977,0.00194552529182879
2011,1978,0.00518806744487678
2011,1979,0.00453955901426719
2011,1980,0.00389105058365759
2011,1981,0.0103761348897536
2011,1982,0.00972762645914397
2011,1983,0.0123216601815824
2011,1984,0.00713359273670558
2011,1985,0.0110246433203632
2011,1986,0.0103761348897536
2011,1987,0.0168612191958495
2011,1988,0.0168612191958495
2011,1989,0.0194552529182879
2011,1990,0.0233463035019455
2011,1991,0.0311284046692607
2011,1992,0.0324254215304799
2011,1993,0.0265888456549935
2011,1994,0.0421530479896239
2011,1995,0.0376134889753567
2011,1996,0.0428015564202335
2011,1997,0.049935149156939
2011,1998,0.0570687418936446
2011,1999,0.0466926070038911
2011,2000,0.0466926070038911
2011,2001,0.0402075226977951
2011,2002,0.0382619974059663
2011,2003,0.0317769130998703
2011,2004,0.0395590142671855
2011,2005,0.0440985732814527
2011,2006,0.0382619974059663
2011,2007,0.0428015564202335
2011,2008,0.0376134889753567
2011,2009,0.0408560311284047
2011,2010,0.0343709468223087
2011,2011,0.0343709468223087
2012,1970,0.000502260170768458
2012,1971,0.00100452034153692
2012,1972,0
2012,1973,0.00100452034153692
2012,1974,0.00251130085384229
2012,1975,0.00100452034153692
2012,1976,0.00200904068307383
2012,1977,0.00200904068307383
2012,1978,0.00502260170768458
2012,1979,0.00703164239075841
2012,1980,0.00452034153691612
2012,1981,0.00803616273229533
2012,1982,0.0105474635861376
2012,1983,0.00853842290306379
2012,1984,0.0095429432446007
2012,1985,0.0150678051230537
2012,1986,0.0115519839276745
2012,1987,0.0100452034153692
2012,1988,0.0130587644399799
2012,1989,0.0160723254645907
2012,1990,0.0210949271722752
2012,1991,0.0220994475138122
2012,1992,0.0301356102461075
2012,1993,0.0331491712707182
2012,1994,0.0321446509291813
2012,1995,0.0366649924660974
2012,1996,0.0381717729784028
2012,1997,0.0441988950276243
2012,1998,0.0381717729784028
2012,1999,0.0381717729784028
2012,2000,0.0487192365645404
2012,2001,0.0447011551983928
2012,2002,0.0396785534907082
2012,2003,0.0271220492214967
2012,2004,0.0366649924660974
2012,2005,0.0421898543445505
2012,2006,0.0356604721245605
2012,2007,0.0376695128076344
2012,2008,0.0391762933199397
2012,2009,0.0376695128076344
2012,2010,0.053741838272225
2012,2011,0.0497237569060774
2012,2012,0.0436966348568559
2013,1970,0.000911577028258888
2013,1971,0.00136736554238833
2013,1972,0.000911577028258888
2013,1973,0.000911577028258888
2013,1974,0.00227894257064722
2013,1975,0.000455788514129444
2013,1976,0.00182315405651778
2013,1977,0.00227894257064722
2013,1978,0.00455788514129444
2013,1979,0.00455788514129444
2013,1980,0.00683682771194166
2013,1981,0.00319051959890611
2013,1982,0.00865998176845944
2013,1983,0.00683682771194166
2013,1984,0.00957155879671832
2013,1985,0.0100273473108478
2013,1986,0.00957155879671832
2013,1987,0.0136736554238833
2013,1988,0.0141294439380128
2013,1989,0.0168641750227894
2013,1990,0.0191431175934366
2013,1991,0.0291704649042844
2013,1992,0.0259799453053783
2013,1993,0.0350957155879672
2013,1994,0.0346399270738377
2013,1995,0.036918869644485
2013,1996,0.0419325432999088
2013,1997,0.0483135824977211
2013,1998,0.0560619872379216
2013,1999,0.0474020054694622
2013,2000,0.0492251595259799
2013,2001,0.0419325432999088
2013,2002,0.03281677301732
2013,2003,0.0341841385597083
2013,2004,0.0341841385597083
2013,2005,0.0309936189608022
2013,2006,0.0291704649042844
2013,2007,0.0396536007292616
2013,2008,0.0350957155879672
2013,2009,0.0268915223336372
2013,2010,0.03281677301732
2013,2011,0.0355515041020966
2013,2012,0.0455788514129444
2013,2013,0.0360072926162261
2014,1970,0
2014,1971,0.000470588235294118
2014,1972,0.000941176470588235
2014,1973,0.000941176470588235
2014,1974,0.00141176470588235
2014,1975,0
2014,1976,0.00188235294117647
2014,1977,0.00235294117647059
2014,1978,0.00282352941176471
2014,1979,0.00470588235294118
2014,1980,0.00517647058823529
2014,1981,0.008
2014,1982,0.0117647058823529
2014,1983,0.00705882352941177
2014,1984,0.0122352941176471
2014,1985,0.0127058823529412
2014,1986,0.0117647058823529
2014,1987,0.0131764705882353
2014,1988,0.0131764705882353
2014,1989,0.0216470588235294
2014,1990,0.0178823529411765
2014,1991,0.0268235294117647
2014,1992,0.0282352941176471
2014,1993,0.032
2014,1994,0.0371764705882353
2014,1995,0.0352941176470588
2014,1996,0.0376470588235294
2014,1997,0.0418823529411765
2014,1998,0.0385882352941176
2014,1999,0.0522352941176471
2014,2000,0.0475294117647059
2014,2001,0.0291764705882353
2014,2002,0.0329411764705882
2014,2003,0.0357647058823529
2014,2004,0.0432941176470588
2014,2005,0.0225882352941176
2014,2006,0.0357647058823529
2014,2007,0.0315294117647059
2014,2008,0.0338823529411765
2014,2009,0.0310588235294118
2014,2010,0.0343529411764706
2014,2011,0.0367058823529412
2014,2012,0.0385882352941176
2014,2013,0.04
2014,2014,0.0249411764705882
2015,1970,0.00154798761609907
2015,1971,0.000515995872033024
2015,1972,0
2015,1973,0.00154798761609907
2015,1974,0.00103199174406605
2015,1975,0.00309597523219814
2015,1976,0.00103199174406605
2015,1977,0.00464396284829721
2015,1978,0.00257997936016512
2015,1979,0.00257997936016512
2015,1980,0.00412796697626419
2015,1981,0.00825593395252838
2015,1982,0.00773993808049536
2015,1983,0.00980392156862745
2015,1984,0.0087719298245614
2015,1985,0.0159958720330237
2015,1986,0.00619195046439629
2015,1987,0.0118679050567595
2015,1988,0.0087719298245614
2015,1989,0.0180598555211558
2015,1990,0.020639834881321
2015,1991,0.0257997936016512
2015,1992,0.0268317853457172
2015,1993,0.0299277605779154
2015,1994,0.0350877192982456
2015,1995,0.0397316821465428
2015,1996,0.0371517027863777
2015,1997,0.0371517027863777
2015,1998,0.0448916408668731
2015,1999,0.0392156862745098
2015,2000,0.043343653250774
2015,2001,0.0392156862745098
2015,2002,0.0402476780185759
2015,2003,0.0345717234262126
2015,2004,0.0309597523219814
2015,2005,0.0376676986584107
2015,2006,0.0330237358101135
2015,2007,0.0314757481940145
2015,2008,0.0314757481940145
2015,2009,0.02218782249742
2015,2010,0.0278637770897833
2015,2011,0.0294117647058824
2015,2012,0.0335397316821465
2015,2013,0.0448916408668731
2015,2014,0.0376676986584107
2015,2015,0.0263157894736842
2016,1970,0.000507872016251905
2016,1971,0.000507872016251905
2016,1972,0.00101574403250381
2016,1973,0
2016,1974,0.00101574403250381
2016,1975,0
2016,1976,0.00152361604875571
2016,1977,0.00253936008125952
2016,1978,0.00507872016251905
2016,1979,0.00152361604875571
2016,1980,0.00660233621127476
2016,1981,0.00711020822752666
2016,1982,0.00609446419502285
2016,1983,0.00711020822752666
2016,1984,0.0101574403250381
2016,1985,0.0126968004062976
2016,1986,0.015744032503809
2016,1987,0.0121889283900457
2016,1988,0.01066531234129
2016,1989,0.0137125444388014
2016,1990,0.02133062468258
2016,1991,0.0314880650076181
2016,1992,0.0259014728288471
2016,1993,0.0304723209751143
2016,1994,0.03199593702387
2016,1995,0.037074657186389
2016,1996,0.0436769933976638
2016,1997,0.0431691213814119
2016,1998,0.0512950736414424
2016,1999,0.0309801929913662
2016,2000,0.0467242254951752
2016,2001,0.0492635855764347
2016,2002,0.0274250888776028
2016,2003,0.0330116810563738
2016,2004,0.0375825292026409
2016,2005,0.0248857287963433
2016,2006,0.0406297613001524
2016,2007,0.0269172168613509
2016,2008,0.0314880650076181
2016,2009,0.0238699847638395
2016,2010,0.0253936008125952
2016,2011,0.0203148806500762
2016,2012,0.0259014728288471
2016,2013,0.037074657186389
2016,2014,0.0325038090401219
2016,2015,0.0284408329101067
2016,2016,0.0253936008125952
2017,1970,0.000534473543559594
2017,1971,0.00160342063067878
2017,1972,0.00160342063067878
2017,1973,0.00106894708711919
2017,1974,0.00213789417423838
2017,1975,0.000534473543559594
2017,1976,0.00106894708711919
2017,1977,0.00267236771779797
2017,1978,0.00160342063067878
2017,1979,0.00587920897915553
2017,1980,0.00374131480491716
2017,1981,0.00587920897915553
2017,1982,0.00587920897915553
2017,1983,0.00748262960983431
2017,1984,0.0112239444147515
2017,1985,0.0085515766969535
2017,1986,0.00962052378407269
2017,1987,0.019775521111705
2017,1988,0.0128273650454303
2017,1989,0.0106894708711919
2017,1990,0.0192410475681454
2017,1991,0.0176376269374666
2017,1992,0.0240513094601817
2017,1993,0.0283270978086585
2017,1994,0.0352752538749332
2017,1995,0.0326028861571352
2017,1996,0.0438268305718867
2017,1997,0.0448957776590059
2017,1998,0.0358097274184928
2017,1999,0.0358097274184928
2017,2000,0.0475681453768039
2017,2001,0.0374131480491716
2017,2002,0.0352752538749332
2017,2003,0.0443613041154463
2017,2004,0.0219134152859434
2017,2005,0.0245857830037413
2017,2006,0.0336718332442544
2017,2007,0.0395510422234099
2017,2008,0.0224478888295029
2017,2009,0.0283270978086585
2017,2010,0.0267236771779797
2017,2011,0.0309994655264564
2017,2012,0.0272581507215393
2017,2013,0.0283270978086585
2017,2014,0.0267236771779797
2017,2015,0.0326028861571352
2017,2016,0.0283270978086585
2017,2017,0.0304649919828969
2018,1970,0
2018,1971,0.000512295081967213
2018,1972,0.000512295081967213
2018,1973,0.000512295081967213
2018,1974,0.000512295081967213
2018,1975,0.000512295081967213
2018,1976,0.00153688524590164
2018,1977,0.00256147540983607
2018,1978,0.00153688524590164
2018,1979,0.00204918032786885
2018,1980,0.00717213114754098
2018,1981,0.00717213114754098
2018,1982,0.00358606557377049
2018,1983,0.00512295081967213
2018,1984,0.0102459016393443
2018,1985,0.0117827868852459
2018,1986,0.0128073770491803
2018,1987,0.00870901639344262
2018,1988,0.0107581967213115
2018,1989,0.0163934426229508
2018,1990,0.0220286885245902
2018,1991,0.0184426229508197
2018,1992,0.0210040983606557
2018,1993,0.0302254098360656
2018,1994,0.0261270491803279
2018,1995,0.0322745901639344
2018,1996,0.0373975409836066
2018,1997,0.0471311475409836
2018,1998,0.0522540983606557
2018,1999,0.0322745901639344
2018,2000,0.0399590163934426
2018,2001,0.0389344262295082
2018,2002,0.0373975409836066
2018,2003,0.0343237704918033
2018,2004,0.0307377049180328
2018,2005,0.0204918032786885
2018,2006,0.0297131147540984
2018,2007,0.0307377049180328
2018,2008,0.0322745901639344
2018,2009,0.024077868852459
2018,2010,0.0281762295081967
2018,2011,0.0235655737704918
2018,2012,0.0266393442622951
2018,2013,0.0286885245901639
2018,2014,0.0204918032786885
