fyear,fit,lower,higher,tau,region
1999,18.1590909090909,17.9208081297443,18.3973736884375,0.25,North East
2000,18.2727272727273,18.0165702196049,18.5288843258496,0.25,North East
2001,18.4090909090909,18.1362766726205,18.6819051455613,0.25,North East
2002,18.5681818181818,18.2803750207399,18.8559886156238,0.25,North East
2003,18.75,18.4485302410796,19.0514697589204,0.25,North East
2004,18.9545454545454,18.6397993171576,19.2692915919333,0.25,North East
2005,19.1818181818182,18.8527415587271,19.5108948049093,0.25,North East
2006,19.4318181818182,19.085538224115,19.7780981395213,0.25,North East
2007,19.7045454545454,19.3361722852921,20.0729186237988,0.25,North East
2008,20,19.6026733494325,20.3973266505674,0.25,North East
2009,20.3181818181818,19.883370915901,20.7529927204626,0.25,North East
2010,20.6590909090909,20.1770657771858,21.1411160409959,0.25,North East
2011,21.0227272727272,20.48306399437,21.5623905510845,0.25,North East
2012,21.4090909090909,20.8010928374258,22.017088980756,0.25,North East
2013,21.8181818181818,21.1311651683909,22.5051984679727,0.25,North East
2014,22.25,21.4734520260541,23.0265479739459,0.25,North East
2015,22.7045454545454,21.8281907788945,23.5809001301963,0.25,North East
2016,23.1818181818181,22.1956300768177,24.1680062868186,0.25,North East
2017,23.6818181818181,22.5760019471007,24.7876344165356,0.25,North East
2018,24.2045454545454,22.9695105507379,25.4395803583529,0.25,North East
2019,24.75,23.3763298900114,26.1236701099885,0.25,North East
1990,20.8571428571429,19.8709361379459,21.8433495763398,0.5,North East
1991,20.7380952380952,19.9066285430918,21.5695619330987,0.5,North East
1992,20.6527777777778,19.9602864492915,21.345269106264,0.5,North East
1993,20.6011904761905,20.030395476568,21.171985475813,0.5,North East
1994,20.5833333333333,20.1146101140992,21.0520565525674,0.5,North East
1995,20.5992063492063,20.209591495689,20.9888212027237,0.5,North East
1996,20.6488095238095,20.311661057089,20.98595799053,0.5,North East
1997,20.7321428571428,20.4192974531542,21.0449882611315,0.5,North East
1998,20.8492063492063,20.536209002531,21.1622036958817,0.5,North East
1999,21,20.6705946279686,21.3294053720314,0.5,North East
2000,21.1845238095238,20.8309098047852,21.5381378142623,0.5,North East
2001,21.4027777777777,21.0231508880679,21.7824046674876,0.5,North East
2002,21.6547619047619,21.2506965927384,22.0588272167853,0.5,North East
2003,21.9404761904762,21.5149945635193,22.365957817433,0.5,North East
2004,22.2599206349206,21.8161361806211,22.7037050892201,0.5,North East
2005,22.6130952380952,22.1531769716496,23.0730135045408,0.5,North East
2006,23,22.5242937013881,23.4757062986118,0.5,North East
2007,23.4206349206349,22.9268977280294,23.9143721132404,0.5,North East
2008,23.875,23.3578184312918,24.3921815687081,0.5,North East
2009,24.3630952380952,23.8136362954489,24.9125541807415,0.5,North East
2010,24.8849206349206,24.2911492556082,25.478692014233,0.5,North East
2011,25.4404761904761,24.7878253544575,26.0931270264948,0.5,North East
2012,26.0297619047619,25.3020498073502,26.7574740021735,0.5,North East
2013,26.6527777777777,25.8330894335369,27.4724661220186,0.5,North East
2014,27.3095238095238,26.3808635088817,28.2381841101658,0.5,North East
2015,27.9999999999999,26.9456718715674,29.0543281284325,0.5,North East
2016,28.7242063492063,27.5279798158369,29.9204328825757,0.5,North East
2017,29.4821428571428,28.128284999084,30.8360007152016,0.5,North East
2018,30.2738095238095,28.7470503602376,31.8005686873813,0.5,North East
2019,31.0992063492063,29.3846781771383,32.8137345212743,0.5,North East
1990,22.7012987012987,21.703265872436,23.6993315301613,0.75,North East
1991,22.9350649350649,22.0957121978627,23.7744176722672,0.75,North East
1992,23.1818181818182,22.4826667453812,23.8809696182551,0.75,North East
1993,23.4415584415584,22.8618250635709,24.021291819546,0.75,North East
1994,23.7142857142857,23.2299018028757,24.1986696256956,0.75,North East
1995,24,23.5830315076683,24.4169684923317,0.75,North East
1996,24.2987012987013,23.9187103260758,24.6786922713268,0.75,North East
1997,24.6103896103896,24.2389397752216,24.9818394455576,0.75,North East
1998,24.9350649350649,24.5509781417155,25.3191517284143,0.75,North East
1999,25.2727272727272,24.8639375075929,25.6815170378616,0.75,North East
2000,25.6233766233766,25.1852379012636,26.0615153454895,0.75,North East
2001,25.987012987013,25.5195925493043,26.4544334247216,0.75,North East
2002,26.3636363636363,25.869464018704,26.8578087085686,0.75,North East
2003,26.7532467532467,26.2357087554317,27.2707847510617,0.75,North East
2004,27.1558441558441,26.6180106687547,27.6936776429336,0.75,North East
2005,27.5714285714285,27.0151123086915,28.1277448341656,0.75,North East
2006,28,27.4249378750845,28.5750621249154,0.75,North East
2007,28.4415584415584,27.8447071999276,29.0384096831892,0.75,North East
2008,28.8961038961039,28.2711305607334,29.5210772314743,0.75,North East
2009,29.3636363636363,28.700737640386,30.0265350868866,0.75,North East
2010,29.8441558441558,29.1303095860718,30.5580021022398,0.75,North East
2011,30.3376623376623,29.5572833581878,31.1180413171368,0.75,North East
2012,30.8441558441558,29.979972886613,31.7083388016986,0.75,North East
2013,31.3636363636363,30.3975461557491,32.3297265715235,0.75,North East
2014,31.8961038961039,30.8098279457834,32.9823798464243,0.75,North East
2015,32.4415584415584,31.2170520648114,33.6660648183054,0.75,North East
2016,33,31.6196528480677,34.3803471519322,0.75,North East
2017,33.5714285714285,32.0181263567988,35.1247307860583,0.75,North East
2018,34.1558441558441,32.4129534516156,35.8987348600726,0.75,North East
2019,34.7532467532467,32.8045648808154,36.701928625678,0.75,North East
1990,18.6494252873563,18.4537879915622,18.8450625831505,0.25,North West
1991,18.8697318007663,18.6981641487699,19.0412994527627,0.25,North West
1992,19.0919540229885,18.9196753207041,19.2642327252729,0.25,North West
1993,19.316091954023,19.1264665186227,19.5057173894233,0.25,North West
1994,19.5421455938697,19.3280849509691,19.7562062367703,0.25,North West
1995,19.7701149425287,19.530473742516,20.0097561425414,0.25,North West
1996,20,19.7363075735968,20.2636924264032,0.25,North West
1997,20.2318007662835,19.9463188190887,20.5172827134783,0.25,North West
1998,20.4655172413793,20.16008343114,20.7709510516187,0.25,North West
1999,20.7011494252874,20.3763894631754,21.0259093873993,0.25,North West
2000,20.9386973180077,20.5934352605004,21.2839593755149,0.25,North West
2001,21.1781609195402,20.8090115986599,21.5473102404205,0.25,North West
2002,21.4195402298851,21.020744001358,21.8183364584121,0.25,North West
2003,21.6628352490421,21.2263911181421,22.0992793799422,0.25,North West
2004,21.9080459770115,21.4241194532542,22.3919725007688,0.25,North West
2005,22.1551724137931,21.6126563221387,22.6976885054475,0.25,North West
2006,22.404214559387,21.7912842206027,23.0171448981713,0.25,North West
2007,22.6551724137931,21.9597223847963,23.3506224427899,0.25,North West
2008,22.9080459770115,22.117973900177,23.698118053846,0.25,North West
2009,23.1628352490421,22.2661946641089,24.0594758339753,0.25,North West
2010,23.4195402298851,22.4046037964958,24.4344766632743,0.25,North West
2011,23.6781609195402,22.5334316128523,24.8228902262281,0.25,North West
2012,23.9386973180077,22.6528936840497,25.2245009519656,0.25,North West
2013,24.2011494252874,22.7631804055754,25.6391184449993,0.25,North West
2014,24.4655172413793,22.8644547714524,26.0665797113063,0.25,North West
2015,24.7318007662835,22.9568539971115,26.5067475354556,0.25,North West
2016,25,23.0404926339787,26.9595073660213,0.25,North West
2017,25.2701149425287,23.1154660021107,27.4247638829468,0.25,North West
2018,25.5421455938697,23.1818534128343,27.9024377749051,0.25,North West
2019,25.816091954023,23.2397209839583,28.3924629240877,0.25,North West
1990,21.207486631016,20.9908367629309,21.4241364991012,0.5,North West
1991,21.6032085561497,21.4019835228581,21.8044335894414,0.5,North West
1992,22,21.7886997880882,22.2113002119118,0.5,North West
1993,22.3978609625669,22.1605671250917,22.635154800042,0.5,North West
1994,22.7967914438503,22.5268985943422,23.0666842933583,0.5,North West
1995,23.1967914438503,22.8933371823774,23.5002457053232,0.5,North West
1996,23.5978609625668,23.2626935250604,23.9330284000733,0.5,North West
1997,24,23.6361750105422,24.3638249894579,0.5,North West
1998,24.4032085561497,24.0140896727607,24.7923274395388,0.5,North West
1999,24.807486631016,24.3961800357111,25.218793226321,0.5,North West
2000,25.2128342245989,24.7817713694021,25.6438970797957,0.5,North West
2001,25.6192513368984,25.1698362473294,26.0686664264674,0.5,North West
2002,26.0267379679144,25.5590307820863,26.4944451537426,0.5,North West
2003,26.4352941176471,25.9477383659006,26.9228498693935,0.5,North West
2004,26.8449197860963,26.3341464943473,27.3556930778452,0.5,North West
2005,27.255614973262,26.7163688741271,27.794861072397,0.5,North West
2006,27.6673796791444,27.0926030299263,28.2421563283625,0.5,North West
2007,28.0802139037433,27.461289077839,28.6991387296477,0.5,North West
2008,28.4941176470588,27.8212245475978,29.1670107465199,0.5,North West
2009,28.9090909090909,28.1716048017157,29.6465770164662,0.5,North West
2010,29.3251336898396,28.5119902006313,30.1382771790479,0.5,North West
2011,29.7422459893048,28.8422272042787,30.642264774331,0.5,North West
