fyear,fit,lower,higher,tau,region
2012,30.1604278074866,29.1623568501366,31.1584987648366,0.5,North West
2013,30.579679144385,29.4725342955095,31.6868239932605,0.5,North West
2014,31,29.7729692565938,32.2270307434062,0.5,North West
2015,31.4213903743316,30.0638872662312,32.7788934824319,0.5,North West
2016,31.8438502673797,30.3455072533612,33.3421932813982,0.5,North West
2017,32.2673796791444,30.618030243804,33.9167291144847,0.5,North West
2018,32.6919786096257,30.8816349135837,34.5023223056677,0.5,North West
2019,33.1176470588235,31.1364770081327,35.0988171095144,0.5,North West
1990,24.5074074074074,24.1877481498777,24.8270666649371,0.75,North West
1991,25.0185185185185,24.743207704359,25.293829332678,0.75,North West
1992,25.5333333333333,25.2683201141651,25.7983465525016,0.75,North West
1993,26.0518518518519,25.7705796107465,26.3331240929573,0.75,North West
1994,26.5740740740741,26.2623558264339,26.8857923217143,0.75,North West
1995,27.1,26.75326887118,27.44673112882,0.75,North West
1996,27.6296296296296,27.2485699647041,28.0106892945552,0.75,North West
1997,28.162962962963,27.750468258017,28.575457667909,0.75,North West
1998,28.7,28.2593275290018,29.1406724709982,0.75,North West
1999,29.2407407407407,28.7743043708328,29.7071771106487,0.75,North West
2000,29.7851851851852,29.2936558172731,30.2767145530973,0.75,North West
2001,30.3333333333333,29.8149261063212,30.8517405603454,0.75,North West
2002,30.8851851851852,30.3351500138094,31.435220356561,0.75,North West
2003,31.4407407407407,30.8511460455474,32.0303354359341,0.75,North West
2004,32,31.3598902865498,32.6401097134502,0.75,North West
2005,32.562962962963,31.8588742383007,33.2670516876253,0.75,North West
2006,33.1296296296296,32.3463213514157,33.9129379078436,0.75,North West
2007,33.7,32.8212033278916,34.5787966721085,0.75,North West
2008,34.2740740740741,33.2831006295969,35.2650475185512,0.75,North West
2009,34.8518518518519,33.7320035136108,35.9717001900929,0.75,North West
2010,35.4333333333333,34.1681316203997,36.698535046267,0.75,North West
2011,36.0185185185185,34.5918050062109,37.4452320308261,0.75,North West
2012,36.6074074074074,35.0033661840808,38.211448630734,0.75,North West
2013,37.2,35.403139577736,38.996860422264,0.75,North West
2014,37.7962962962963,35.7914141763692,39.8011784162234,0.75,North West
2015,38.3962962962963,36.1684389382622,40.6241536543304,0.75,North West
2016,39,36.5344244328693,41.4655755671307,0.75,North West
2017,39.6074074074074,36.8895470693175,42.3252677454973,0.75,North West
2018,40.2185185185185,37.233954028506,43.203083008531,0.75,North West
2019,40.8333333333333,37.5677680147425,44.0988986519242,0.75,North West
1990,18.2261072261072,17.8470734043003,18.6051410479142,0.25,South East
1991,18.1188811188811,17.7951713996771,18.4425908380851,0.25,South East
1992,18.0454545454545,17.7542302854025,18.3366788055066,0.25,South East
1993,18.0058275058275,17.7239448872444,18.2877101244106,0.25,South East
1994,18,17.7086157146956,18.2913842853044,0.25,South East
1995,18.027972027972,17.715260779397,18.340683276547,0.25,South East
1996,18.0897435897436,17.7503296118513,18.4291575676359,0.25,South East
1997,18.1853146853147,17.8183044325147,18.5523249381146,0.25,South East
1998,18.3146853146853,17.9218988633975,18.7074717659731,0.25,South East
1999,18.4778554778555,18.0626177319121,18.8930932237988,0.25,South East
2000,18.6748251748252,18.2411844193921,19.1084659302582,0.25,South East
2001,18.9055944055944,18.4577899275666,19.3533988836222,0.25,South East
2002,19.1701631701631,18.7122160054945,19.6281103348318,0.25,South East
2003,19.4685314685314,19.0038790839652,19.9331838530977,0.25,South East
2004,19.8006993006993,19.3318256467731,20.2695729546254,0.25,South East
2005,20.1666666666666,19.6947024304759,20.6386309028574,0.25,South East
2006,20.5664335664335,20.0907284319353,21.0421387009317,0.25,South East
2007,21,20.5177076413817,21.4822923586182,0.25,South East
2008,21.4673659673659,20.9731316401363,21.9616002945955,0.25,South East
2009,21.9685314685314,21.4544072508026,22.4826556862602,0.25,South East
2010,22.5034965034965,21.9591846340009,23.0478083729921,0.25,South East
2011,23.072261072261,22.4856765301718,23.6588456143502,0.25,South East
2012,23.6748251748251,23.032829697407,24.3168206522432,0.25,South East
2013,24.3111888111888,23.6002880856155,25.022089536762,0.25,South East
2014,24.9813519813519,24.1882074907855,25.7744964719184,0.25,South East
2015,25.6853146853146,24.7970339218109,26.5735954488183,0.25,South East
2016,26.4230769230769,25.4273256383718,27.4188282077819,0.25,South East
2017,27.1946386946386,26.0796423848093,28.309635004468,0.25,South East
2018,27.9999999999999,26.7544905781584,29.2455094218415,0.25,South East
2019,28.8391608391608,27.4523040661199,30.2260176122017,0.25,South East
1990,20.24,19.3541337796705,21.1258662203294,0.5,South East
1991,20.4933333333333,19.7436495069794,21.2430171596872,0.5,South East
1992,20.76,20.1215075138929,21.3984924861071,0.5,South East
1993,21.04,20.4842791734033,21.5957208265967,0.5,South East
1994,21.3333333333333,20.829534933626,21.8371317330407,0.5,South East
1995,21.64,21.1581659231691,22.1218340768308,0.5,South East
1996,21.96,21.4756333526618,22.4443666473382,0.5,South East
1997,22.2933333333333,21.7902555917866,22.79641107488,0.5,South East
1998,22.64,22.1101624258406,23.1698375741593,0.5,South East
1999,23,22.4415467211438,23.5584532788561,0.5,South East
2000,23.3733333333333,22.7884805773853,23.9581860892813,0.5,South East
2001,23.76,23.1533562719247,24.3666437280753,0.5,South East
2002,24.16,23.5373410336286,24.7826589663714,0.5,South East
2003,24.5733333333333,23.9406724392148,25.2059942274518,0.5,South East
2004,25,24.362795470195,25.6372045298049,0.5,South East
2005,25.44,24.8023781993593,26.0776218006406,0.5,South East
2006,25.8933333333333,25.2572473206821,26.5294193459845,0.5,South East
2007,26.36,25.7243013664972,26.9956986335028,0.5,South East
2008,26.84,26.199502570082,27.480497429918,0.5,South East
2009,27.3333333333333,26.678098087996,27.9885685786706,0.5,South East
2010,27.84,27.1551945050465,28.5248054949534,0.5,South East
2011,28.36,27.6266025689371,29.0933974310628,0.5,South East
2012,28.8933333333333,28.0895712220312,29.6970954446354,0.5,South East
2013,29.44,28.5430015483937,30.3369984516062,0.5,South East
2014,30,28.9871060710485,31.0128939289514,0.5,South East
2015,30.5733333333333,29.4228363725322,31.7238302941344,0.5,South East
2016,31.16,29.8513971087828,32.4686028912171,0.5,South East
2017,31.76,30.2739587488583,33.2460412511416,0.5,South East
2018,32.3733333333333,30.6915349015255,34.0551317651411,0.5,South East
2019,32.9999999999999,31.104954638677,34.8950453613229,0.5,South East
1990,24.59375,23.2815906148344,25.9059093851655,0.75,South East
1991,24.7838541666667,23.668749609563,25.8989587237703,0.75,South East
1992,25,24.0508318361434,25.9491681638566,0.75,South East
1993,25.2421875,24.4239526495118,26.0604223504881,0.75,South East
1994,25.5104166666666,24.7845849961465,26.2362483371868,0.75,South East
1995,25.8046875,25.1318214043933,26.4775535956066,0.75,South East
1996,26.125,25.4697384978521,26.7802615021479,0.75,South East
1997,26.4713541666666,25.8072417178838,27.1354666154495,0.75,South East
1998,26.84375,26.1549914151221,27.5325085848779,0.75,South East
1999,27.2421875,26.5222898977339,27.962085102266,0.75,South East
2000,27.6666666666666,26.915838487769,28.4174948455643,0.75,South East
2001,28.1171875,27.3398754718318,28.8944995281681,0.75,South East
2002,28.59375,27.7967121186515,29.3907878813484,0.75,South East
2003,29.0963541666666,28.2871804078596,29.9055279254737,0.75,South East
2004,29.625,28.8108779608507,30.4391220391493,0.75,South East
2005,30.1796875,29.3662266187521,30.9931483812478,0.75,South East
2006,30.7604166666666,29.9503951438979,31.5704381894354,0.75,South East
2007,31.3671875,30.5591690878221,32.1752059121778,0.75,South East
2008,32,31.1869226047845,32.8130773952154,0.75,South East
2009,32.6588541666666,31.8269364721922,33.490771861141,0.75,South East
2010,33.3437499999999,32.4722750671669,34.215224932833,0.75,South East
2011,34.0546874999999,33.1170911634322,34.9922838365677,0.75,South East
2012,34.7916666666666,33.7577233068417,35.8256100264915,0.75,South East
2013,35.5546874999999,34.3929342398569,36.716440760143,0.75,South East
2014,36.3437499999999,35.0233040014618,37.6641959985381,0.75,South East
2015,37.1588541666666,35.6503434372261,38.6673648961071,0.75,South East
2016,37.9999999999999,36.2758057934568,39.7241942065431,0.75,South East
2017,38.8671874999999,36.9013176834484,40.8330573165515,0.75,South East
2018,39.7604166666666,37.5282444667859,41.9925888665473,0.75,South East
2019,40.6796874999999,38.1576776976885,43.2016973023114,0.75,South East
1990,18,17.5700545698454,18.4299454301546,0.25,South West
1991,17.971875,17.618101413087,18.325648586913,0.25,South West
1992,17.9625,17.6689945145282,18.2560054854718,0.25,South West
1993,17.971875,17.7204707612531,18.2232792387469,0.25,South West
1994,18,17.7713395937913,18.2286604062087,0.25,South West
1995,18.046875,17.8234560814108,18.2702939185892,0.25,South West
1996,18.1125,17.8818626967972,18.3431373032028,0.25,South West
1997,18.196875,17.9523580809836,18.4413919190164,0.25,South West
1998,18.3,18.0393406851887,18.5606593148113,0.25,South West
1999,18.421875,18.145338697007,18.698411302993,0.25,South West
2000,18.5625,18.2713603903983,18.8536396096017,0.25,South West
2001,18.721875,18.4172903256544,19.0264596743456,0.25,South West
2002,18.9,18.582145006541,19.217854993459,0.25,South West
2003,19.096875,18.764241398728,19.429508601272,0.25,South West
2004,19.3125,18.9613778008337,19.6636221991663,0.25,South West
2005,19.546875,19.1711038083134,19.9226461916866,0.25,South West
2006,19.8,19.3910795658105,20.2089204341895,0.25,South West
2007,20.071875,19.6194217501078,20.5243282498922,0.25,South West
2008,20.3625,19.8548963104091,20.8701036895909,0.25,South West
2009,20.671875,20.0969018125656,21.2468481874344,0.25,South West
2010,21,20.3453095472879,21.6546904527121,0.25,South West
2011,21.346875,20.6002709929468,22.0934790070532,0.25,South West
2012,21.7125,20.8620648727817,22.5629351272183,0.25,South West
2013,22.096875,21.1310019971561,23.0627480028439,0.25,South West
2014,22.5,21.4073766031101,23.5926233968898,0.25,South West
2015,22.921875,21.6914467050027,24.1523032949972,0.25,South West
2016,23.3625,21.9834297831951,24.7415702168049,0.25,South West
2017,23.821875,22.2835054361766,25.3602445638234,0.25,South West
2018,24.3,22.5918205429544,26.0081794570456,0.25,South West
2019,24.796875,22.9084948187475,26.6852551812524,0.25,South West
1990,20.9378881987578,20.255496967026,21.6202794304895,0.5,South West
1991,21,20.4234049318168,21.5765950681832,0.5,South West
1992,21.082298136646,20.5940071770995,21.5705890961924,0.5,South West
1993,21.1847826086956,20.7649355277888,21.6046296896025,0.5,South West
1994,21.3074534161491,20.9340756113052,21.6808312209929,0.5,South West
1995,21.4503105590062,21.101071022419,21.7995500955934,0.5,South West
1996,21.6133540372671,21.2687256891617,21.9579823853724,0.5,South West
1997,21.7965838509317,21.4425485301268,22.1506191717365,0.5,South West
1998,22,21.628627890841,22.371372109159,0.5,South West
1999,22.223602484472,21.8318974522322,22.6153075167119,0.5,South West
2000,22.4673913043478,22.0556552567415,22.8791273519542,0.5,South West
2001,22.7313664596273,22.3017845318005,23.1609483874541,0.5,South West
2002,23.0155279503106,22.5710951111962,23.4599607894249,0.5,South West
2003,23.3198757763975,22.863569709926,23.776181842869,0.5,South West
2004,23.6444099378882,23.178494772215,24.1103251035614,0.5,South West
2005,23.9891304347826,23.5145133900102,24.463747479555,0.5,South West
2006,24.3540372670807,23.8696537070937,24.8384208270677,0.5,South West
2007,24.7391304347826,24.2413979694196,25.2368629001456,0.5,South West
2008,25.1444099378882,24.6268603135169,25.6619595622595,0.5,South West
2009,25.5698757763975,25.0231065607412,26.1166449920538,0.5,South West
2010,26.0155279503105,25.4275594281068,26.6034964725143,0.5,South West
2011,26.4813664596273,25.8383387010585,27.1243942181961,0.5,South West
2012,26.9673913043478,26.2543913387361,27.6803912699595,0.5,South West
2013,27.473602484472,26.6753905197186,28.2718144492255,0.5,South West
2014,28,27.1015063515351,28.8984936484648,0.5,South West
2015,28.5465838509317,27.5331719030157,29.5599957988476,0.5,South West
2016,29.1133540372671,27.9709119740485,30.2557961004856,0.5,South West
2017,29.7003105590062,28.4152435614656,30.9853775565468,0.5,South West
2018,30.3074534161491,28.8666296297213,31.7482772025768,0.5,South West
2019,30.9347826086956,29.3254645327558,32.5441006846354,0.5,South West
1990,25.0124223602485,24.0880658806058,25.9367788398911,0.75,South West
1991,25.1304347826087,24.3515161524376,25.9093534127798,0.75,South West
1992,25.2670807453416,24.6089103010119,25.9252511896713,0.75,South West
1993,25.4223602484472,24.8568779824557,25.9878425144387,0.75,South West
1994,25.5962732919255,25.0925142986087,26.1000322852422,0.75,South West
1995,25.7888198757764,25.3156277769002,26.2620119746526,0.75,South West
1996,26,25.5306418492127,26.4693581507873,0.75,South West
1997,26.2298136645963,25.7456170664325,26.7140102627601,0.75,South West
1998,26.4782608695652,25.969072110789,26.9874496283414,0.75,South West
1999,26.7453416149068,26.2076683387953,27.2830148910184,0.75,South West
2000,27.0310559006211,26.4657067260377,27.5964050752045,0.75,South West
2001,27.3354037267081,26.7455137424313,27.9252937109848,0.75,South West
2002,27.6583850931677,27.047926266115,28.2688439202204,0.75,South West
2003,28,27.3726203007782,28.6273796992218,0.75,South West
2004,28.360248447205,27.7182806278815,29.0022162665284,0.75,South West
2005,28.7391304347826,28.0826785690719,29.3955823004933,0.75,South West
2006,29.1366459627329,28.4627456619608,29.8105462635051,0.75,South West
2007,29.5527950310559,28.8547420875266,30.2508479745852,0.75,South West
2008,29.9875776397515,29.2546002814697,30.7205549980334,0.75,South West
2009,30.4409937888199,29.6584380438729,31.2235495337668,0.75,South West
2010,30.9130434782609,30.0630967228701,31.7629902336516,0.75,South West
2011,31.4037267080745,30.4664846749949,32.3409687411541,0.75,South West
2012,31.9130434782609,30.8675999907597,32.958486965762,0.75,South West
2013,32.4409937888199,31.2662949550415,33.6156926225983,0.75,South West
2014,32.9875776397515,31.6629500545485,34.3122052249546,0.75,South West
2015,33.5527950310559,32.0581931120386,35.0473969500731,0.75,South West
2016,34.1366459627329,32.4527137228778,35.820578202588,0.75,South West
2017,34.7391304347826,32.8471638101347,36.6310970594305,0.75,South West
2018,35.360248447205,33.2421158319868,37.4783810624231,0.75,South West
2019,36,33.6380530419792,38.3619469580208,0.75,South West
1990,18.7017543859649,17.8665691202792,19.5369396516507,0.25,Wales
1991,18.4812030075188,17.7945978741668,19.1678081408708,0.25,Wales
1992,18.3007518796993,17.7317348887396,18.8697688706589,0.25,Wales
1993,18.1604010025063,17.6729393537166,18.647862651296,0.25,Wales
1994,18.0601503759399,17.6153231868462,18.5049775650335,0.25,Wales
1995,18,17.5625388100906,18.4374611899094,0.25,Wales
1996,17.9799498746867,17.5251282598043,18.4347714895691,0.25,Wales
1997,18,17.5152434606752,18.4847565393249,0.25,Wales
1998,18.0601503759399,17.5421705081128,18.578130243767,0.25,Wales
1999,18.1604010025063,17.6115262703465,18.709275734666,0.25,Wales
2000,18.3007518796993,17.7260922123195,18.8754115470791,0.25,Wales
2001,18.4812030075188,17.8866581609798,19.0757478540579,0.25,Wales
2002,18.7017543859649,18.0925020239,19.3110067480298,0.25,Wales
2003,18.9624060150376,18.3415762666085,19.5832357634666,0.25,Wales
2004,19.2631578947368,18.6305489899976,19.8957667994761,0.25,Wales
2005,19.6040100250627,18.9548762685601,20.2531437815653,0.25,Wales
2006,19.984962406015,19.3091147589197,20.6608100531104,0.25,Wales
2007,20.406015037594,19.6876246884985,21.1244053866895,0.25,Wales
2008,20.8671679197995,20.0855485555351,21.6487872840639,0.25,Wales
2009,21.3684210526316,20.4996181438694,22.2372239613937,0.25,Wales
2010,21.9097744360902,20.9283593732442,22.8911894989362,0.25,Wales
2011,22.4912280701754,21.3717069382544,23.6107492020964,0.25,Wales
2012,23.1127819548872,21.8303982167956,24.3951656929788,0.25,Wales
2013,23.7744360902255,22.3054717525144,25.2434004279367,0.25,Wales
2014,24.4761904761905,22.7979720384822,26.1544089138987,0.25,Wales
2015,25.2180451127819,23.308819723427,27.1272705021369,0.25,Wales
2016,26,23.8387766771964,28.1612233228036,0.25,Wales
2017,26.8220551378446,24.3884541942633,29.2556560814258,0.25,Wales
2018,27.6842105263158,24.9583360375656,30.4100850150659,0.25,Wales
2019,28.5864661654135,25.548803443142,31.624128887685,0.25,Wales
1990,22,20.523770406636,23.4762295933641,0.5,Wales
1991,21.8617698091383,20.6100008249408,23.1135387933358,0.5,Wales
1992,21.7622903412377,20.7022017909728,22.8223788915027,0.5,Wales
1993,21.7015615962985,20.7966001210137,22.6065230715832,0.5,Wales
1994,21.6795835743204,20.889360293824,22.4698068548169,0.5,Wales
1995,21.6963562753037,20.9785717289008,22.4141408217066,0.5,Wales
1996,21.7518796992481,21.0669822031443,22.436777195352,0.5,Wales
1997,21.8461538461539,21.1629144617954,22.5293932305124,0.5,Wales
1998,21.9791787160208,21.2777001795674,22.6806572524742,0.5,Wales
1999,22.1509543088491,21.421964952551,22.8799436651472,0.5,Wales
2000,22.3614806246385,21.6036162868277,23.1193449624494,0.5,Wales
2001,22.6107576633892,21.8276467988287,23.3938685279498,0.5,Wales
2002,22.8987854251012,22.0966384482431,23.7009324019593,0.5,Wales
2003,23.2255639097744,22.4112538491306,24.0398739704182,0.5,Wales
2004,23.5910931174089,22.7705039264014,24.4116823084164,0.5,Wales
2005,23.9953730480046,23.1718031956408,24.8189429003684,0.5,Wales
2006,24.4384037015616,23.6109118181779,25.2658955849453,0.5,Wales
2007,24.9201850780798,24.0819472417578,25.7584229144018,0.5,Wales
2008,25.4407171775593,24.5777421080183,26.3036922471002,0.5,Wales
2009,26,25.0907907648551,26.9092092351449,0.5,Wales
2010,26.598033545402,25.6146580430209,27.581409047783,0.5,Wales
2011,27.2348178137652,26.1451794641115,28.3244561634189,0.5,Wales
2012,27.9103528050896,26.6807544852822,29.1399511248971,0.5,Wales
2013,28.6246385193753,27.2217360277094,30.0275410110413,0.5,Wales
2014,29.3776749566223,27.769508735395,30.9858411778496,0.5,Wales
2015,30.1694621168305,28.3257625864042,32.0131616472569,0.5,Wales
2016,31,28.8920959591574,33.1079040408425,0.5,Wales
2017,31.8692886061307,29.4698639635373,34.2687132487241,0.5,Wales
2018,32.7773279352227,30.0601564952868,35.4944993751585,0.5,Wales
2019,33.7241179872759,30.6638287408488,36.7844072337029,0.5,Wales
1990,25.104,23.6100485274658,26.5979514725343,0.75,Wales
1991,25.0293333333334,23.7838243877249,26.2748422789418,0.75,Wales
1992,25,23.9572232955068,26.0427767044933,0.75,Wales
1993,25.016,24.1236660477077,25.9083339522923,0.75,Wales
1994,25.0773333333334,24.2782018091639,25.8764648575028,0.75,Wales
1995,25.184,24.4226078348551,25.9453921651449,0.75,Wales
1996,25.336,24.5682413809909,26.1037586190092,0.75,Wales
1997,25.5333333333333,24.7319083733685,26.3347582932981,0.75,Wales
1998,25.776,24.9290873298322,26.6229126701678,0.75,Wales
1999,26.064,25.1706693178123,26.9573306821877,0.75,Wales
2000,26.3973333333333,25.4630640797679,27.3316025868988,0.75,Wales
2001,26.776,25.8092775542553,27.7427224457448,0.75,Wales
2002,27.2,26.2097754076289,28.1902245923711,0.75,Wales
2003,27.6693333333333,26.6629269743543,28.6757396923124,0.75,Wales
2004,28.184,27.1651335948126,29.2028664051874,0.75,Wales
2005,28.744,27.7108247001835,29.7771752998165,0.75,Wales
2006,29.3493333333333,28.2925766683818,30.4060899982849,0.75,Wales
2007,30,28.9016718588456,31.0983281411544,0.75,Wales
2008,30.696,29.5292956493314,31.8627043506686,0.75,Wales
2009,31.4373333333333,30.1681101879061,32.7065564787605,0.75,Wales
2010,32.224,30.8134428200812,33.6345571799188,0.75,Wales
2011,33.056,31.4634594511998,34.6485405488002,0.75,Wales
2012,33.9333333333333,32.118446327251,35.7482203394157,0.75,Wales
2013,34.856,32.7798261430847,36.9321738569152,0.75,Wales
2014,35.824,33.4493917014085,38.1986082985915,0.75,Wales
2015,36.8373333333333,34.128876757027,39.5457899096396,0.75,Wales
2016,37.896,34.8197800098153,40.9722199901847,0.75,Wales
2017,39,35.5233280246417,42.4766719753582,0.75,Wales
2018,40.1493333333333,36.240498324805,44.0581683418616,0.75,Wales
2019,41.344,36.9720611737761,45.7159388262238,0.75,Wales
1990,18.0252100840336,16.922804504575,19.1276156634922,0.25,West Midlands
1991,17.9865546218487,17.0495432416043,18.9235660020932,0.25,West Midlands
1992,17.9781512605042,17.1842911390279,18.7720113819805,0.25,West Midlands
1993,18,17.3241852581132,18.6758147418868,0.25,West Midlands
1994,18.0521008403361,17.4659492001805,18.6382524804918,0.25,West Midlands
1995,18.1344537815126,17.6071033993587,18.6618041636665,0.25,West Midlands
1996,18.2470588235294,17.7481287752373,18.7459888718216,0.25,West Midlands
1997,18.3899159663866,17.8939369061941,18.885895026579,0.25,West Midlands
1998,18.5630252100841,18.0526280074039,19.0734224127642,0.25,West Midlands
1999,18.7663865546219,18.2325628108822,19.3002102983615,0.25,West Midlands
2000,19,18.440374550729,19.559625449271,0.25,West Midlands
2001,19.2638655462185,18.6805702342745,19.8471608581625,0.25,West Midlands
2002,19.5579831932773,18.9558974274646,20.1600689590901,0.25,West Midlands
2003,19.8823529411765,19.2678003153311,20.4969055670219,0.25,West Midlands
2004,20.236974789916,19.6167323074109,20.8572172724211,0.25,West Midlands
2005,20.6218487394958,20.0023000175042,21.2413974614875,0.25,West Midlands
2006,21.036974789916,20.4232630523182,21.6506865275139,0.25,West Midlands
2007,21.4823529411765,20.8774196507387,22.0872862316143,0.25,West Midlands
2008,21.9579831932774,21.3614281711933,22.5545382153614,0.25,West Midlands
2009,22.4638655462185,21.8706832603907,23.0570478320463,0.25,West Midlands
2010,23.0000000000001,22.3994834134214,23.6005165865787,0.25,West Midlands
2011,23.5663865546219,22.9417680928515,24.1910050163923,0.25,West Midlands
2012,24.1630252100841,23.4923938191015,24.8336566010667,0.25,West Midlands
2013,24.7899159663866,24.048293713587,25.5315382191862,0.25,West Midlands
2014,25.4470588235295,24.6087272651297,26.2853903819292,0.25,West Midlands
2015,26.1344537815127,25.1746063805602,27.0943011824651,0.25,West Midlands
2016,26.8521008403362,25.7475698467055,27.9566318339669,0.25,West Midlands
2017,27.6000000000001,26.329330924385,28.8706690756151,0.25,West Midlands
2018,28.3781512605043,26.9213783792117,29.8349241417968,0.25,West Midlands
2019,29.1865546218488,27.5249021502882,30.8482070934095,0.25,West Midlands
1990,21.1836734693877,19.2929474709414,23.074399467834,0.5,West Midlands
1991,21.0816326530612,19.4444619669823,22.7188033391402,0.5,West Midlands
1992,21.0204081632653,19.6120107537913,22.4288055727393,0.5,West Midlands
1993,21,19.7939303788533,22.2060696211467,0.5,West Midlands
1994,21.0204081632653,19.9880656539802,22.0527506725504,0.5,West Midlands
1995,21.0816326530612,20.1918831791044,21.9713821270181,0.5,West Midlands
1996,21.1836734693878,20.4030257139419,21.9643212248337,0.5,West Midlands
1997,21.3265306122449,20.6205649623251,22.0324962621648,0.5,West Midlands
1998,21.5102040816327,20.8466392948638,22.1737688684015,0.5,West Midlands
1999,21.734693877551,21.0871710997261,22.382216655376,0.5,West Midlands
2000,22,21.3505995062557,22.6494004937444,0.5,West Midlands
2001,22.3061224489796,21.6455142333932,22.966730664566,0.5,West Midlands
2002,22.6530612244898,21.9789248099288,23.3271976390509,0.5,West Midlands
2003,23.0408163265307,22.3557127707325,23.7259198823288,0.5,West Midlands
2004,23.4693877551021,22.778773359878,24.1600021503261,0.5,West Midlands
2005,23.9387755102041,23.2493000748707,24.6282509455376,0.5,West Midlands
2006,24.4489795918368,23.7669444316578,25.1310147520157,0.5,West Midlands
2007,25.0000000000001,24.3297732004558,25.6702267995443,0.5,West Midlands
2008,25.5918367346939,24.934045244988,26.2496282243999,0.5,West Midlands
2009,26.2244897959184,25.5739557446749,26.875023847162,0.5,West Midlands
2010,26.8979591836735,26.2417332123491,27.554185154998,0.5,West Midlands
2011,27.6122448979593,26.9286765445301,28.2958132513884,0.5,West Midlands
2012,28.3673469387756,27.6272763501864,29.1074175273648,0.5,West Midlands
2013,29.1632653061225,28.333260738921,29.9932698733241,0.5,West Midlands
2014,30.0000000000001,29.0459654043738,30.9540345956263,0.5,West Midlands
2015,30.8775510204082,29.767063267282,31.9880387735345,0.5,West Midlands
2016,31.795918367347,30.4990319876706,33.0928047470235,0.5,West Midlands
2017,32.7551020408164,31.2442322333042,34.2659718483287,0.5,West Midlands
2018,33.7551020408164,32.004581235425,35.5056228462079,0.5,West Midlands
2019,34.795918367347,32.7815327845058,36.8103039501882,0.5,West Midlands
1990,25.1035196687371,22.6803104481907,27.5267288892835,0.75,West Midlands
1991,25.0262249827467,22.9478735047244,27.1045764607691,0.75,West Midlands
1992,24.991718426501,23.220152052591,26.7632848004111,0.75,West Midlands
1993,25,23.4936605869042,26.5063394130958,0.75,West Midlands
1994,25.0510697032436,23.7639558429597,26.3381835635276,0.75,West Midlands
1995,25.1449275362319,24.0262591584462,26.2635959140176,0.75,West Midlands
1996,25.2815734989648,24.2773992816355,26.2857477162942,0.75,West Midlands
1997,25.4610075914424,24.518979952538,26.4030352303468,0.75,West Midlands
1998,25.6832298136646,24.7594554093023,26.6070042180269,0.75,West Midlands
1999,25.9482401656315,25.0123657051859,26.8841146260771,0.75,West Midlands
2000,26.256038647343,25.2919515675973,27.2201257270887,0.75,West Midlands
2001,26.6066252587992,25.6098372033336,27.6034133142648,0.75,West Midlands
2002,27,25.9740742994266,28.0259257005735,0.75,West Midlands
2003,27.4361628709455,26.3895270530957,28.4827986887954,0.75,West Midlands
2004,27.9151138716357,26.8585141180396,28.9717136252318,0.75,West Midlands
2005,28.4368530020705,27.3812408407419,29.492465163399,0.75,West Midlands
2006,29.0013802622499,27.9559191932353,30.0468413312644,0.75,West Midlands
2007,29.608695652174,28.5786009270453,30.6387903773026,0.75,West Midlands
2008,30.2587991718427,29.2428321765148,31.2747661671706,0.75,West Midlands
2009,30.9516908212561,29.9394163612281,31.9639652812841,0.75,West Midlands
2010,31.6873706004142,30.6568693706391,32.7178718301892,0.75,West Midlands
2011,32.4658385093168,31.3832164202754,33.5484605983583,0.75,West Midlands
2012,33.2870945479642,32.1088876978169,34.4653013981115,0.75,West Midlands
2013,34.1511387163562,32.8289549541604,35.473322478552,0.75,West Midlands
2014,35.0579710144928,33.5430857963586,36.5728562326271,0.75,West Midlands
2015,36.0075914423741,34.2537440219947,37.7614388627536,0.75,West Midlands
2016,37.0000000000001,34.9643074107829,39.0356925892173,0.75,West Midlands
2017,38.0351966873707,35.6779720550683,40.3924213196731,0.75,West Midlands
2018,39.1131815044859,36.3973596808295,41.8290033281424,0.75,West Midlands
2019,40.2339544513459,37.1244886209957,43.343420281696,0.75,West Midlands
1990,19.260606060606,18.2571066724531,20.2641054487589,0.25,Yorkshire & Humber
1991,19,18.0936164630424,19.9063835369575,0.25,Yorkshire & Humber
1992,18.7818181818181,17.945765864593,19.6178704990433,0.25,Yorkshire & Humber
1993,18.6060606060606,17.8147740107089,19.3973472014123,0.25,Yorkshire & Humber
1994,18.4727272727272,17.703932435848,19.2415221096065,0.25,Yorkshire & Humber
1995,18.3818181818181,17.6182260398414,19.1454103237948,0.25,Yorkshire & Humber
1996,18.3333333333333,17.5633539345611,19.1033127321055,0.25,Yorkshire & Humber
1997,18.3272727272727,17.5447269528124,19.109818501733,0.25,Yorkshire & Humber
1998,18.3636363636363,17.5668658426583,19.1604068846144,0.25,Yorkshire & Humber
1999,18.4424242424242,17.6332265692023,19.2516219156461,0.25,Yorkshire & Humber
2000,18.5636363636363,17.746273397373,19.3809993298997,0.25,Yorkshire & Humber
2001,18.7272727272727,17.9076302384283,19.5469152161171,0.25,Yorkshire & Humber
2002,18.9333333333333,18.118215440933,19.7484512257336,0.25,Yorkshire & Humber
2003,19.1818181818181,18.3783202820605,19.9853160815758,0.25,Yorkshire & Humber
2004,19.4727272727272,18.6876155189575,20.2578390264969,0.25,Yorkshire & Humber
2005,19.8060606060606,19.0450753653876,20.5670458467335,0.25,Yorkshire & Humber
