year,fit,lower,higher,tau,region,parameter
1999,14.3333333333333,13.7004275351892,14.9662391314774,0.75,East of England,dur
2000,14.4,13.763379372266,15.0366206277339,0.75,East of England,dur
2001,14.5,13.8519838955359,15.1480161044641,0.75,East of England,dur
2002,14.6333333333333,13.970864297771,15.2958023688957,0.75,East of England,dur
2003,14.8,14.1236226181628,15.4763773818372,0.75,East of England,dur
2004,15,14.3128545059405,15.6871454940595,0.75,East of England,dur
2005,15.2333333333333,14.5403003473626,15.9263663193041,0.75,East of England,dur
2006,15.5,14.807001673152,16.1929983268481,0.75,East of England,dur
2007,15.8,15.1134077494807,16.4865922505193,0.75,East of England,dur
2008,16.1333333333334,15.4594144277606,16.8072522389062,0.75,East of England,dur
2009,16.5,15.8443275103827,17.1556724896174,0.75,East of England,dur
2010,16.9,16.2667420315345,17.5332579684656,0.75,East of England,dur
2011,17.3333333333334,16.7243315777955,17.9423350888713,0.75,East of England,dur
2012,17.8,17.2135711949174,18.3864288050827,0.75,East of England,dur
2013,18.3000000000001,17.7295146767829,18.8704853232173,0.75,East of England,dur
2014,18.8333333333334,18.2659361102863,19.4007305563805,0.75,East of England,dur
2015,19.4000000000001,18.8162617014135,19.9837382985866,0.75,East of England,dur
2016,20.0000000000001,19.3752757567338,20.6247242432663,0.75,East of England,dur
2017,20.6333333333334,19.9405669954738,21.3260996711931,0.75,East of England,dur
2018,21.3000000000001,20.5125473564229,22.0874526435772,0.75,East of England,dur
2019,22.0000000000001,21.0932763682067,22.9067236317935,0.75,East of England,dur
1990,5.14508928571429,4.74229193946835,5.54788663196024,0.25,London,dur
1991,5.00000000000001,4.66381611922713,5.33618388077288,0.25,London,dur
1992,4.87723214285715,4.59687507714725,5.15758920856705,0.25,London,dur
1993,4.77678571428572,4.53976958710413,5.01380184146731,0.25,London,dur
1994,4.69866071428572,4.49077919534816,4.90654223322328,0.25,London,dur
1995,4.64285714285715,4.44932233782927,4.83639194788502,0.25,London,dur
1996,4.609375,4.41723710604408,4.80151289395593,0.25,London,dur
1997,4.59821428571429,4.39848505743797,4.7979435139906,0.25,London,dur
1998,4.609375,4.39736239957713,4.82138760042288,0.25,London,dur
1999,4.64285714285714,4.41716954355246,4.86854474216183,0.25,London,dur
2000,4.69866071428571,4.4599777643595,4.93734366421193,0.25,London,dur
2001,4.77678571428571,4.52688492864566,5.02668649992577,0.25,London,dur
2002,4.87723214285714,4.6182910623013,5.13617322341299,0.25,London,dur
2003,5,4.73406997996603,5.26593002003396,0.25,London,dur
2004,5.14508928571428,4.87364829402414,5.41653027740443,0.25,London,dur
2005,5.3125,5.03602997710749,5.5889700228925,0.25,London,dur
2006,5.50223214285714,5.21981048945104,5.78465379626323,0.25,London,dur
2007,5.71428571428571,5.42323255573604,6.00533887283538,0.25,London,dur
2008,5.94866071428571,5.64433481385852,6.25298661471289,0.25,London,dur
2009,6.20535714285713,5.88120655340551,6.52950773230876,0.25,London,dur
2010,6.48437499999999,6.13228038272587,6.83646961727411,0.25,London,dur
2011,6.78571428571428,6.39653325757852,7.17489531385004,0.25,London,dur
2012,7.10937499999999,6.67350817706441,7.54524182293557,0.25,London,dur
2013,7.45535714285713,6.96318528703091,7.94752899868335,0.25,London,dur
2014,7.8236607142857,7.26580227466105,8.38151915391035,0.25,London,dur
2015,8.2142857142857,7.58170452092243,8.84686690764897,0.25,London,dur
2016,8.62723214285713,7.91125153066479,9.34321275504947,0.25,London,dur
2017,9.06249999999999,8.2547710115324,9.87022898846757,0.25,London,dur
2018,9.52008928571427,8.61254268744209,10.4276358839865,0.25,London,dur
2019,9.99999999999998,8.9847972960549,11.0152027039451,0.25,London,dur
1990,10.1360544217687,9.78212005797477,10.4899887855627,0.5,London,dur
1991,10,9.70516660679154,10.2948333932085,0.5,London,dur
1992,9.89795918367348,9.6491584219454,10.1467599454016,0.5,London,dur
1993,9.82993197278913,9.61161509939805,10.0482488461802,0.5,London,dur
1994,9.79591836734695,9.59120415867277,10.0006325760211,0.5,London,dur
1995,9.79591836734695,9.58959086172112,10.0022458729728,0.5,London,dur
1996,9.82993197278912,9.61126251401879,10.0486014315595,0.5,London,dur
1997,9.89795918367347,9.66122965330605,10.1346887140409,0.5,London,dur
1998,10,9.7433404052635,10.2566595947365,0.5,London,dur
1999,10.1360544217687,9.8600506831979,10.4120581603395,0.5,London,dur
2000,10.3061224489796,10.0127848842436,10.5994600137156,0.5,London,dur
2001,10.5102040816327,10.2022958931449,10.8181122701204,0.5,London,dur
2002,10.7482993197279,10.4288955570961,11.0677030823597,0.5,London,dur
2003,11.0204081632653,10.6925783439436,11.348237982587,0.5,London,dur
2004,11.3265306122449,10.9930755612925,11.6599856631973,0.5,London,dur
2005,11.6666666666667,11.3298659085126,12.0034674248207,0.5,London,dur
2006,12.0408163265306,11.7021592988536,12.3794733542076,0.5,London,dur
2007,12.4489795918367,12.1088694236541,12.7890897600194,0.5,London,dur
2008,12.891156462585,12.5485964665323,13.2337164586377,0.5,London,dur
2009,13.3673469387755,13.0196519129902,13.7150419645608,0.5,London,dur
2010,13.8775510204082,13.5201622271403,14.234939813676,0.5,London,dur
2011,14.421768707483,14.0482678412809,14.7952695736851,0.5,London,dur
2012,15,14.6023777278422,15.3976222721578,0.5,London,dur
2013,15.6122448979592,15.181380560037,16.0431092358813,0.5,London,dur
2014,16.2585034013605,15.7847178707329,16.7322889319882,0.5,London,dur
2015,16.9387755102041,16.4123062844427,17.4652447359654,0.5,London,dur
2016,17.6530612244898,17.0643777310464,18.2417447179331,0.5,London,dur
2017,18.4013605442177,17.7413202471924,19.061400841243,0.5,London,dur
2018,19.1836734693877,18.4435638131679,19.9237831256076,0.5,London,dur
2019,20,19.1715160626985,20.8284839373014,0.5,London,dur
1990,13.0827067669173,12.4525292766558,13.7128842571788,0.75,London,dur
1991,13.4511278195489,12.9152295424445,13.9870260966532,0.75,London,dur
1992,13.8270676691729,13.3726517304874,14.2814836078584,0.75,London,dur
1993,14.2105263157895,13.8232275375524,14.5978250940265,0.75,London,dur
1994,14.6015037593985,14.2651857818952,14.9378217369018,0.75,London,dur
1995,15,14.6972248701599,15.3027751298401,0.75,London,dur
1996,15.406015037594,15.119680880856,15.692349194332,0.75,London,dur
1997,15.8195488721805,15.5352982763878,16.1037994679731,0.75,London,dur
1998,16.2406015037594,15.9485420251342,16.5326609823846,0.75,London,dur
1999,16.6691729323308,16.3640040248689,16.9743418397927,0.75,London,dur
2000,17.1052631578947,16.7853046221133,17.4252216936762,0.75,London,dur
2001,17.5488721804511,17.2148522168218,17.8828921440805,0.75,London,dur
2002,18,17.6540269359189,18.3459730640811,0.75,London,dur
2003,18.4586466165414,18.1034191976101,18.8138740354726,0.75,London,dur
2004,18.9248120300752,18.5629928969163,19.2866311632341,0.75,London,dur
2005,19.3984962406015,19.0321622006938,19.7648302805092,0.75,London,dur
2006,19.8796992481203,19.509807351565,20.2495911446756,0.75,London,dur
2007,20.3684210526316,19.9942694734545,20.7425726318087,0.75,London,dur
2008,20.8646616541353,20.4833818996992,21.2459414085715,0.75,London,dur
2009,21.3684210526316,20.9746097955239,21.7622323097393,0.75,London,dur
2010,21.8796992481203,21.4653459992969,22.2940524969437,0.75,London,dur
2011,22.3984962406015,21.9533159205425,22.8436765606605,0.75,London,dur
2012,22.9248120300752,22.4369261320749,23.4126979280754,0.75,London,dur
2013,23.4586466165414,22.9153861433024,24.0019070897803,0.75,London,dur
2014,24,23.3885814689639,24.6114185310361,0.75,London,dur
2015,24.5488721804511,23.8568236234265,25.2409207374758,0.75,London,dur
2016,25.1052631578947,24.3206157763757,25.8899105394138,0.75,London,dur
2017,25.6691729323308,24.7804971448153,26.5578487198464,0.75,London,dur
2018,26.2406015037594,25.2369636022004,27.2442394053184,0.75,London,dur
2019,26.8195488721805,25.6904384431227,27.9486593012382,0.75,London,dur
1990,-0.334928229665071,-1.15068927408095,0.480832814750808,0.25,North East,dur
1991,-0.23444976076555,-0.927509422961889,0.458609901430789,0.25,North East,dur
1992,-0.122009569377991,-0.70210673254766,0.458087593791679,0.25,North East,dur
1993,0.0023923444976075,-0.474714638141367,0.479499327136582,0.25,North East,dur
1994,0.138755980861244,-0.245734860240868,0.523246821963356,0.25,North East,dur
1995,0.287081339712918,-0.0158874665548772,0.590050145980714,0.25,North East,dur
1996,0.447368421052631,0.213493989898974,0.681242852206288,0.25,North East,dur
1997,0.619617224880382,0.439965630840236,0.799268818920529,0.25,North East,dur
1998,0.803827751196171,0.659720170304292,0.947935332088051,0.25,North East,dur
1999,0.999999999999999,0.869833812185718,1.13016618781428,0.25,North East,dur
2000,1.20813397129186,1.07360874766754,1.34265919491619,0.25,North East,dur
2001,1.42822966507177,1.27974890368648,1.57671042645706,0.25,North East,dur
2002,1.66028708133971,1.49556182527469,1.82501233740473,0.25,North East,dur
2003,1.90430622009569,1.72478503626322,2.08382740392816,0.25,North East,dur
2004,2.16028708133971,1.96866610160113,2.35190806107829,0.25,North East,dur
2005,2.42822966507177,2.22692666441349,2.62953266573005,0.25,North East,dur
2006,2.70813397129186,2.49817794582551,2.91808999675822,0.25,North East,dur
2007,3,2.78009135094262,3.21990864905737,0.25,North East,dur
2008,3.30382775119617,3.0696321488465,3.53802335354584,0.25,North East,dur
2009,3.61961722488038,3.36357192166364,3.87566252809712,0.25,North East,dur
2010,3.94736842105263,3.65921297840786,4.23552386369739,0.25,North East,dur
2011,4.28708133971291,3.95491558709361,4.61924709233222,0.25,North East,dur
2012,4.63875598086124,4.25010609866406,5.02740586305842,0.25,North East,dur
2013,5.0023923444976,4.54491013998131,5.45987454901389,0.25,North East,dur
2014,5.377990430622,4.8397573939841,5.9162234672599,0.25,North East,dur
2015,5.76555023923444,5.13513389543434,6.39596658303455,0.25,North East,dur
2016,6.16507177033492,5.43147384066807,6.89866970000177,0.25,North East,dur
2017,6.57655502392344,5.72913018494032,7.42397986290656,0.25,North East,dur
2018,6.99999999999999,6.02837832021787,7.97162167978211,0.25,North East,dur
2019,7.43540669856458,6.3294297281672,8.54138366896197,0.25,North East,dur
1990,2.08823529411766,1.23195109229812,2.94451949593719,0.5,North East,dur
1991,1.99411764705883,1.26209467719175,2.72614061692591,0.5,North East,dur
1992,1.94117647058824,1.3236687847869,2.55868415638958,0.5,North East,dur
1993,1.92941176470589,1.41635066086821,2.44247286854357,0.5,North East,dur
1994,1.95882352941177,1.53961124892603,2.37803580989752,0.5,North East,dur
1995,2.02941176470589,1.69255922976406,2.36626429964772,0.5,North East,dur
1996,2.14117647058824,1.87367942127946,2.40867351989702,0.5,North East,dur
1997,2.29411764705883,2.08052065329306,2.50771464082459,0.5,North East,dur
1998,2.48823529411765,2.30989577654508,2.66657481169022,0.5,North East,dur
1999,2.72352941176471,2.56004956989485,2.88700925363456,0.5,North East,dur
2000,3,2.83413412340471,3.1658658765953,0.5,North East,dur
2001,3.31764705882353,3.13935800684357,3.49593611080349,0.5,North East,dur
2002,3.67647058823529,3.48236910659249,3.8705720698781,0.5,North East,dur
2003,4.07647058823529,3.86718932880956,4.28575184766103,0.5,North East,dur
2004,4.51764705882353,4.29566181125489,4.73963230639216,0.5,North East,dur
2005,5,4.76820007394138,5.23179992605861,0.5,North East,dur
2006,5.5235294117647,5.2842010957064,5.76285772782301,0.5,North East,dur
2007,6.08823529411764,5.84219705328582,6.33427353494947,0.5,North East,dur
2008,6.69411764705882,6.43991870302258,6.94831659109506,0.5,North East,dur
2009,7.34117647058823,7.07445713038818,7.60789581078827,0.5,North East,dur
2010,8.02941176470587,7.74268166235733,8.31614186705442,0.5,North East,dur
2011,8.75882352941176,8.44187923115551,9.07576782766801,0.5,North East,dur
2012,9.52941176470587,9.17029021198163,9.88853331743012,0.5,North East,dur
2013,10.3411764705882,9.9272113113328,10.7551416298437,0.5,North East,dur
2014,11.1941176470588,10.7127049348043,11.6755303593134,0.5,North East,dur
2015,12.0882352941176,11.5272111647386,12.6492594234967,0.5,North East,dur
2016,13.0235294117647,12.3712701501667,13.6757886733627,0.5,North East,dur
2017,14,13.2453845325642,14.7546154674358,0.5,North East,dur
2018,15.0176470588235,14.1499731753888,15.8853209422583,0.5,North East,dur
2019,16.0764705882353,15.0853681327666,17.067573043704,0.5,North East,dur
1990,5.30476190476192,3.95082104067434,6.6587027688495,0.75,North East,dur
1991,5.12500000000001,3.93948080973805,6.31051919026198,0.75,North East,dur
1992,5.00000000000001,3.97137753365777,6.02862246634225,0.75,North East,dur
1993,4.92976190476192,4.04624363760933,5.8132801719145,0.75,North East,dur
1994,4.91428571428573,4.16368742838472,5.66488400018673,0.75,North East,dur
1995,4.95357142857144,4.32312512336079,5.58401773378208,0.75,North East,dur
1996,5.04761904761906,4.52367726280321,5.5715608324349,0.75,North East,dur
1997,5.19642857142858,4.76402952411205,5.62882761874511,0.75,North East,dur
1998,5.40000000000001,5.04231889372895,5.75768110627106,0.75,North East,dur
1999,5.65833333333334,5.35629937083422,5.96036729583246,0.75,North East,dur
2000,5.97142857142857,5.70432976900179,6.23852737385535,0.75,North East,dur
2001,6.33928571428572,6.0873100063939,6.59126142217753,0.75,North East,dur
2002,6.76190476190476,6.50976135728604,7.01404816652349,0.75,North East,dur
2003,7.23928571428571,6.97814434905481,7.50042707951661,0.75,North East,dur
2004,7.77142857142857,7.49821741657625,8.04463972628088,0.75,North East,dur
2005,8.35833333333333,8.07386980723691,8.64279685942975,0.75,North East,dur
2006,9,8.70723296242703,9.29276703757296,0.75,North East,dur
2007,9.69642857142856,9.39908483207806,9.99377231077907,0.75,North East,dur
2008,10.447619047619,10.1491073602259,10.7461307350122,0.75,North East,dur
2009,11.2535714285714,10.955938476978,11.5512043801648,0.75,North East,dur
2010,12.1142857142857,11.8170915121039,12.4114799164675,0.75,North East,dur
2011,13.0297619047619,12.728918844267,13.3306049652568,0.75,North East,dur
2012,14,13.68693499452,14.31306500548,0.75,North East,dur
2013,15.025,14.6867555409976,15.3632444590023,0.75,North East,dur
2014,16.1047619047619,15.7253169562275,16.4842068532963,0.75,North East,dur
2015,17.2392857142857,16.80146401597,17.6771074126014,0.75,North East,dur
2016,18.4285714285714,17.9155356528965,18.9416072042463,0.75,North East,dur
2017,19.672619047619,19.0685512057656,20.2766868894725,0.75,North East,dur
2018,20.9714285714286,20.2616200895487,21.6812370533084,0.75,North East,dur
2019,22.325,21.495688736517,23.1543112634829,0.75,North East,dur
1990,1.99999999999979,1.83590001677406,2.16409998322551,0.25,North West,dur
1991,2.13690476190454,2.00804399516592,2.26576552864315,0.25,North West,dur
1992,2.28571428571405,2.17893184426074,2.39249672716736,0.25,North West,dur
1993,2.44642857142832,2.34567446599638,2.54718267686027,0.25,North West,dur
1994,2.61904761904736,2.51035145356379,2.72774378453093,0.25,North West,dur
1995,2.80357142857116,2.67911822114005,2.92802463600226,0.25,North West,dur
1996,2.99999999999971,2.85716797944455,3.14283202055488,0.25,North West,dur
1997,3.20833333333303,3.04735809615493,3.36930857051113,0.25,North West,dur
1998,3.42857142857112,3.25103723420242,3.60610562293982,0.25,North West,dur
1999,3.66071428571396,3.46876795426853,3.8526606171594,0.25,North West,dur
2000,3.90476190476157,3.70068591577375,4.10883789374939,0.25,North West,dur
2001,4.16071428571394,3.94665621478982,4.37477235663805,0.25,North West,dur
2002,4.42857142857107,4.20633458753737,4.65080826960477,0.25,North West,dur
2003,4.70833333333296,4.47918490437793,4.93748176228799,0.25,North West,dur
2004,4.99999999999961,4.76447971984836,5.23552028015086,0.25,North West,dur
2005,5.30357142857103,5.06130330715177,5.54583954999029,0.25,North West,dur
2006,5.61904761904721,5.36857605430388,5.86951918379054,0.25,North West,dur
2007,5.94642857142815,5.68511683835863,6.20774030449767,0.25,North West,dur
2008,6.28571428571385,6.00974784030907,6.56168073111863,0.25,North West,dur
2009,6.63690476190431,6.34142242219351,6.93238710161512,0.25,North West,dur
2010,6.99999999999954,6.67933457804007,7.32066542195901,0.25,North West,dur
2011,7.37499999999953,7.02297000293673,7.72702999706233,0.25,North West,dur
2012,7.76190476190428,7.37208810825995,8.1517214155486,0.25,North West,dur
2013,8.16071428571379,7.72665729526104,8.59477127616654,0.25,North West,dur
2014,8.57142857142806,8.08677760689895,9.05607953595718,0.25,North West,dur
2015,8.9940476190471,8.45261523106972,9.53548000702447,0.25,North West,dur
2016,9.42857142857089,8.82435764958774,10.0327852075541,0.25,North West,dur
2017,9.87499999999945,9.20218770158278,10.5478122984161,0.25,North West,dur
2018,10.3333333333328,9.58627106769006,11.0803955989755,0.25,North West,dur
2019,10.8035714285709,9.97675188022638,11.6303909769153,0.25,North West,dur
1990,4.8666666666663,4.59848555130897,5.13484778202363,0.5,North West,dur
1991,5.12499999999961,4.90294325378616,5.34705674621307,0.5,North West,dur
1992,5.3999999999996,5.21356530650349,5.58643469349571,0.5,North West,dur
1993,5.69166666666625,5.52822846510993,5.85510486822256,0.5,North West,dur
1994,5.99999999999956,5.84585415332894,6.15414584667018,0.5,North West,dur
1995,6.32499999999954,6.16803401553459,6.4819659844645,0.5,North West,dur
1996,6.66666666666619,6.4986715415559,6.83466179177649,0.5,North West,dur
1997,7.02499999999951,6.84187246446543,7.20812753553359,0.5,North West,dur
1998,7.39999999999949,7.20063754356605,7.59936245643293,0.5,North West,dur
1999,7.79166666666614,7.57681098550597,8.00652234782631,0.5,North West,dur
2000,8.19999999999946,7.97142970235554,8.42857029764338,0.5,North West,dur
2001,8.62499999999944,8.3850207329454,8.86497926705349,0.5,North West,dur
2002,9.06666666666609,8.81777950389629,9.31555382943588,0.5,North West,dur
2003,9.5249999999994,9.26966102363367,9.78033897636514,0.5,North West,dur
2004,9.99999999999939,9.74041704331475,10.259582956684,0.5,North West,dur
2005,10.491666666666,10.2295999494113,10.7537333839208,0.5,North West,dur
2006,10.9999999999994,10.7365468056271,11.2634531943716,0.5,North West,dur
