year,fit,lower,higher,tau,region,parameter
2007,20.8095238095238,20.1724882881025,21.4465593309452,0.25,East of England,age_init
2008,21.2916666666667,20.6538337465653,21.929499586768,0.25,East of England,age_init
2009,21.8253968253968,21.1841933045502,22.4666003462435,0.25,East of England,age_init
2010,22.4107142857143,21.7588605509322,23.0625680204964,0.25,East of England,age_init
2011,23.0476190476191,22.3723780588554,23.7228600363827,0.25,East of England,age_init
2012,23.7361111111111,23.0193833481299,24.4528388740923,0.25,East of England,age_init
2013,24.4761904761905,23.6956499738445,25.2567309785365,0.25,East of England,age_init
2014,25.2678571428572,24.3987714490401,26.1369428366742,0.25,East of England,age_init
2015,26.1111111111111,25.1281242611185,27.0940979611038,0.25,East of England,age_init
2016,27.0059523809524,25.8842982345643,28.1276065273405,0.25,East of England,age_init
2017,27.952380952381,26.6684458344121,29.2363160703498,0.25,East of England,age_init
2018,28.9503968253968,27.481828840225,30.4189648105686,0.25,East of England,age_init
2019,30,28.3255925789036,31.6744074210965,0.25,East of England,age_init
1990,22.7428571428572,21.092408172936,24.3933061127784,0.5,East of England,age_init
1991,22.5285714285715,21.0839337098067,23.9732091473362,0.5,East of England,age_init
1992,22.3571428571429,21.0894242576682,23.6248614566176,0.5,East of England,age_init
1993,22.2285714285715,21.1065250082954,23.3506178488475,0.5,East of England,age_init
1994,22.1428571428572,21.133260831939,23.1524534537753,0.5,East of England,age_init
1995,22.1,21.1690126493758,23.0309873506243,0.5,East of England,age_init
1996,22.1,21.2156088429514,22.9843911570487,0.5,East of England,age_init
1997,22.1428571428572,21.2777670698107,23.0079472159037,0.5,East of England,age_init
1998,22.2285714285715,21.3623346998765,23.0948081572664,0.5,East of England,age_init
1999,22.3571428571429,21.4767471117929,23.2375386024928,0.5,East of England,age_init
2000,22.5285714285715,21.62766641733,23.4294764398129,0.5,East of England,age_init
2001,22.7428571428572,21.8203135071707,23.6654007785437,0.5,East of England,age_init
2002,23,22.0583776903586,23.9416223096414,0.5,East of England,age_init
2003,23.3,22.3441880972681,24.2558119027319,0.5,East of England,age_init
2004,23.6428571428572,22.6789218253369,24.6067924603775,0.5,East of England,age_init
2005,24.0285714285715,23.0627482933803,24.9943945637626,0.5,East of England,age_init
2006,24.4571428571429,23.4948817166844,25.4194039976013,0.5,East of England,age_init
2007,24.9285714285714,23.9735464037154,25.8835964534275,0.5,East of England,age_init
2008,25.4428571428572,24.4958818726224,26.3898324130919,0.5,East of England,age_init
2009,26,25.0578495292453,26.9421504707547,0.5,East of England,age_init
2010,26.6,25.6542591683474,27.5457408316527,0.5,East of England,age_init
2011,27.2428571428572,26.2790845326763,28.206629753038,0.5,East of England,age_init
2012,27.9285714285714,26.9261902159201,28.9309526412228,0.5,East of England,age_init
2013,28.6571428571429,27.5903505355992,29.7239351786865,0.5,East of England,age_init
2014,29.4285714285714,28.2681216539692,30.5890212031737,0.5,East of England,age_init
2015,30.2428571428572,28.9581088100805,31.5276054756338,0.5,East of England,age_init
2016,31.1,29.6605798601816,32.5394201398185,0.5,East of England,age_init
2017,32,30.3767795862701,33.6232204137299,0.5,East of England,age_init
2018,32.9428571428572,31.1083192133627,34.7773950723517,0.5,East of England,age_init
2019,33.9285714285714,31.8567949845656,36.0003478725772,0.5,East of England,age_init
1990,25,23.4641624696552,26.5358375303449,0.75,East of England,age_init
1991,25.2342857142857,23.8978790035754,26.570692424996,0.75,East of England,age_init
1992,25.4857142857143,24.3139343410458,26.6574942303829,0.75,East of England,age_init
1993,25.7542857142857,24.7096409632743,26.7989304652972,0.75,East of England,age_init
1994,26.04,25.0836981764128,26.9963018235873,0.75,East of England,age_init
1995,26.3428571428572,25.4377029264082,27.2480113593061,0.75,East of England,age_init
1996,26.6628571428572,25.7769354415953,27.548778844119,0.75,East of England,age_init
1997,27,26.1094768470773,27.8905231529228,0.75,East of England,age_init
1998,27.3542857142857,26.4441521283889,28.2644193001826,0.75,East of England,age_init
1999,27.7257142857143,26.7887159561213,28.6627126153073,0.75,East of England,age_init
2000,28.1142857142857,27.1490237720331,29.0795476565384,0.75,East of England,age_init
2001,28.52,27.5289774663051,29.511022533695,0.75,East of England,age_init
2002,28.9428571428572,27.9307817496942,29.9549325360201,0.75,East of England,age_init
2003,29.3828571428572,28.3552159837897,30.4104983019246,0.75,East of England,age_init
2004,29.84,28.8018116012242,30.8781883987758,0.75,East of England,age_init
2005,30.3142857142857,29.2689242653918,31.3596471631797,0.75,East of England,age_init
2006,30.8057142857143,29.7537364086668,31.8576921627619,0.75,East of England,age_init
2007,31.3142857142857,30.252260273641,32.3763111549305,0.75,East of England,age_init
2008,31.84,30.7594483685216,32.9205516314785,0.75,East of England,age_init
2009,32.3828571428572,31.2695352348511,33.4961790508632,0.75,East of England,age_init
2010,32.9428571428572,31.7766737409272,34.1090405447871,0.75,East of England,age_init
2011,33.52,32.2757542525514,34.7642457474486,0.75,East of England,age_init
2012,34.1142857142857,32.7631026273448,35.4654688012266,0.75,East of England,age_init
2013,34.7257142857143,33.2367533677699,36.2146752036587,0.75,East of England,age_init
2014,35.3542857142857,33.6962424192905,37.0123290092809,0.75,East of England,age_init
2015,36,34.1421261184347,37.8578738815653,0.75,East of England,age_init
2016,36.6628571428572,34.5754865294407,38.7502277562736,0.75,East of England,age_init
2017,37.3428571428572,34.9975692862948,39.6881449994195,0.75,East of England,age_init
2018,38.04,35.4095750826254,40.6704249173747,0.75,East of England,age_init
2019,38.7542857142857,35.8125657284691,41.6960057001024,0.75,East of England,age_init
1990,20.8461538461538,20.2907124041741,21.4015952881336,0.25,London,age_init
1991,20.9134615384615,20.4301375901457,21.3967854867774,0.25,London,age_init
1992,21,20.5644545530748,21.4355454469251,0.25,London,age_init
1993,21.1057692307692,20.6929576104524,21.518580851086,0.25,London,age_init
1994,21.2307692307692,20.8185023884873,21.6430360730512,0.25,London,age_init
1995,21.375,20.9469944260849,21.8030055739151,0.25,London,age_init
1996,21.5384615384615,21.0850946229547,21.9918284539683,0.25,London,age_init
1997,21.7211538461538,21.2383575673756,22.203950124932,0.25,London,age_init
1998,21.9230769230769,21.4107030030572,22.4354508430966,0.25,London,age_init
1999,22.1442307692307,21.6046490839829,22.6838124544786,0.25,London,age_init
2000,22.3846153846154,21.82169880549,22.9475319637407,0.25,London,age_init
2001,22.6442307692307,22.0626449286616,23.2258166097999,0.25,London,age_init
2002,22.9230769230769,22.327761269847,23.5183925763067,0.25,London,age_init
2003,23.2211538461538,22.6169034472456,23.825404245062,0.25,London,age_init
2004,23.5384615384615,22.9295449822831,24.1473780946399,0.25,London,age_init
2005,23.875,23.2647678218581,24.4852321781418,0.25,London,age_init
2006,24.2307692307692,23.6212228968679,24.8403155646705,0.25,London,age_init
2007,24.6057692307692,23.9970802449776,25.2144582165608,0.25,London,age_init
2008,25,24.3900009258766,25.6099990741233,0.25,London,age_init
2009,25.4134615384615,24.7971810131873,26.0297420637357,0.25,London,age_init
2010,25.8461538461538,25.2155254417313,26.4767822505763,0.25,London,age_init
2011,26.2980769230769,25.6419762491208,26.954177597033,0.25,London,age_init
2012,26.7692307692307,26.0739298165678,27.4645317218937,0.25,London,age_init
2013,27.2596153846154,26.5095831078915,28.0096476613392,0.25,London,age_init
2014,27.7692307692307,26.948055002379,28.5904065360825,0.25,London,age_init
2015,28.2980769230769,27.3892590648547,29.2068947812991,0.25,London,age_init
2016,28.8461538461538,27.833638029861,29.8586696624466,0.25,London,age_init
2017,29.4134615384615,28.2818961926853,30.5450268842377,0.25,London,age_init
2018,30,28.7348055143898,31.2651944856101,0.25,London,age_init
2019,30.6057692307692,29.1930955105308,32.0184429510076,0.25,London,age_init
1990,24.4090909090909,23.5803289073388,25.237852910843,0.5,London,age_init
1991,24.5909090909091,23.8905275664394,25.2912906153787,0.5,London,age_init
1992,24.7878787878788,24.1883120834862,25.3874454922713,0.5,London,age_init
1993,25,24.4706776684355,25.5293223315645,0.5,London,age_init
1994,25.2272727272727,24.7367716928383,25.7177737617071,0.5,London,age_init
1995,25.4696969696969,24.9899966428319,25.949397296562,0.5,London,age_init
1996,25.7272727272727,25.237779324021,26.2167661305244,0.5,London,age_init
1997,26,25.4887494248863,26.5112505751136,0.5,London,age_init
1998,26.2878787878788,25.7501077611101,26.8256498146475,0.5,London,age_init
1999,26.5909090909091,26.0267424083607,27.1550757734574,0.5,London,age_init
2000,26.9090909090909,26.3214614287469,27.4967203894349,0.5,London,age_init
2001,27.2424242424242,26.6354675839665,27.8493809008819,0.5,London,age_init
2002,27.5909090909091,26.9687137149155,28.2131044669026,0.5,London,age_init
2003,27.9545454545454,27.3200905014437,28.5890004076471,0.5,London,age_init
2004,28.3333333333333,27.6875001924909,28.9791664741757,0.5,London,age_init
2005,28.7272727272727,28.0679028061238,29.3866426484215,0.5,London,age_init
2006,29.1363636363636,28.4574447624653,29.8152825102619,0.5,London,age_init
2007,29.560606060606,28.8517807196698,30.2694314015423,0.5,London,age_init
2008,30,29.2466234447265,30.7533765552734,0.5,London,age_init
2009,30.4545454545454,29.6383880645595,31.2707028445313,0.5,London,age_init
2010,30.9242424242424,30.0246590587006,31.8238257897842,0.5,London,age_init
2011,31.4090909090909,30.4042781586559,32.4139036595259,0.5,London,age_init
2012,31.9090909090909,30.7770917714368,33.041090046745,0.5,London,age_init
2013,32.4242424242424,31.1435638043817,33.7049210441031,0.5,London,age_init
2014,32.9545454545454,31.5044363130861,34.4046545960048,0.5,London,age_init
2015,33.5,31.8605083934619,35.139491606538,0.5,London,age_init
2016,34.060606060606,32.2125221564027,35.9086899648093,0.5,London,age_init
2017,34.6363636363636,32.5611186055207,36.7116086672065,0.5,London,age_init
2018,35.2272727272727,32.9068307615749,37.5477146929705,0.5,London,age_init
2019,35.8333333333333,33.2500932645764,38.4165734020902,0.5,London,age_init
1990,28.0566534914361,27.2603703629004,28.8529366199717,0.75,London,age_init
1991,28.4387351778656,27.7499585722508,29.1275117834804,0.75,London,age_init
1992,28.8241106719367,28.2163862760906,29.4318350677828,0.75,London,age_init
1993,29.2127799736495,28.6574337260966,29.7681262212024,0.75,London,age_init
1994,29.6047430830039,29.0735254608597,30.1359607051481,0.75,London,age_init
1995,30,29.4688160061564,30.5311839938435,0.75,London,age_init
1996,30.3985507246376,29.8501680038728,30.9469334454024,0.75,London,age_init
1997,30.800395256917,30.2248459734252,31.3759445404087,0.75,London,age_init
1998,31.2055335968379,30.598852624869,31.8122145688067,0.75,London,age_init
1999,31.6139657444005,30.9764821749654,32.2514493138355,0.75,London,age_init
2000,32.0256916996047,31.3605476103769,32.6908357888325,0.75,London,age_init
2001,32.4407114624505,31.7527528725182,33.1286700523829,0.75,London,age_init
2002,32.859025032938,32.1539934769488,33.5640565889272,0.75,London,age_init
2003,33.2806324110671,32.5645464178486,33.9967184042857,0.75,London,age_init
2004,33.7055335968379,32.9841647468338,34.426902446842,0.75,London,age_init
2005,34.1337285902503,33.4120984263331,34.8553587541675,0.75,London,age_init
2006,34.5652173913043,33.8470590985788,35.2833756840298,0.75,London,age_init
2007,34.9999999999999,34.2871468198962,35.7128531801037,0.75,London,age_init
2008,35.4380764163372,34.729768613563,36.1463842191115,0.75,London,age_init
2009,35.8794466403162,35.1716055296155,36.5872877510168,0.75,London,age_init
2010,36.3241106719367,35.6087186496546,37.0395026942188,0.75,London,age_init
2011,36.7720685111989,36.036887694023,37.5072493283748,0.75,London,age_init
2012,37.2233201581027,36.4521865553604,37.9944537608451,0.75,London,age_init
2013,37.6778656126482,36.8516156287532,38.5041155965431,0.75,London,age_init
2014,38.1357048748353,37.2334889935979,39.0379207560727,0.75,London,age_init
2015,38.596837944664,37.5973985860575,39.5962773032705,0.75,London,age_init
2016,39.0612648221343,37.9438543243739,40.1786753198948,0.75,London,age_init
2017,39.5289855072463,38.273845035178,40.7841259793146,0.75,London,age_init
2018,39.9999999999999,38.5884980738635,41.4115019261364,0.75,London,age_init
2019,40.4743083003952,38.8888831413461,42.0597334594443,0.75,London,age_init
1990,18.2545454545455,17.7456179882714,18.7634729208196,0.25,North East,age_init
1991,18.1454545454546,17.7240066560771,18.5669024348321,0.25,North East,age_init
1992,18.0606060606061,17.714643239674,18.4065688815381,0.25,North East,age_init
1993,18,17.7157148065961,18.2842851934039,0.25,North East,age_init
1994,17.9636363636364,17.7247951405431,18.2024775867297,0.25,North East,age_init
1995,17.9515151515152,17.739705754524,18.1633245485063,0.25,North East,age_init
1996,17.9636363636364,17.7606278101393,18.1666449171335,0.25,North East,age_init
1997,18,17.7914781223989,18.2085218776012,0.25,North East,age_init
1998,18.0606060606061,17.8381048971387,18.2831072240734,0.25,North East,age_init
1999,18.1454545454546,17.9055090123676,18.3854000785415,0.25,North East,age_init
2000,18.2545454545455,17.9968320325618,18.5122588765292,0.25,North East,age_init
2001,18.3878787878788,18.1136239175234,18.6621336582342,0.25,North East,age_init
2002,18.5454545454546,18.2563132062047,18.8345958847044,0.25,North East,age_init
2003,18.7272727272727,18.4245256655406,19.0300197890049,0.25,North East,age_init
2004,18.9333333333334,18.617260659827,19.2494060068397,0.25,North East,age_init
2005,19.1636363636364,18.8330058754069,19.4942668518659,0.25,North East,age_init
2006,19.4181818181818,19.0698669508102,19.7664966855535,0.25,North East,age_init
2007,19.6969696969697,19.3257633080262,20.0681760859132,0.25,North East,age_init
2008,20,19.5986899530167,20.4013100469834,0.25,North East,age_init
2009,20.3272727272728,19.8869788008456,20.7675666536999,0.25,North East,age_init
2010,20.6787878787879,20.1894635613291,21.1681121962467,0.25,North East,age_init
2011,21.0545454545455,20.5054972865644,21.6035936225266,0.25,North East,age_init
2012,21.4545454545455,20.8348524596826,22.0742384494084,0.25,North East,age_init
2013,21.8787878787879,21.1775767451709,22.5799990124049,0.25,North East,age_init
2014,22.3272727272728,21.5338640042804,23.1206814502651,0.25,North East,age_init
2015,22.8,21.9039646311786,23.6960353688214,0.25,North East,age_init
2016,23.2969696969697,22.28813359327,24.3058058006694,0.25,North East,age_init
2017,23.8181818181818,22.686605150698,24.9497584856657,0.25,North East,age_init
2018,24.3636363636364,23.099583438405,25.6276892888678,0.25,North East,age_init
2019,24.9333333333334,23.5272413103504,26.3394253563163,0.25,North East,age_init
1990,20.8571428571429,19.9383207177012,21.7759649965846,0.5,North East,age_init
1991,20.7380952380953,19.9603764306082,21.5158140455823,0.5,North East,age_init
1992,20.6527777777778,20.0015533358586,21.304002219697,0.5,North East,age_init
1993,20.6011904761905,20.0603205244975,21.1420604278835,0.5,North East,age_init
1994,20.5833333333334,20.1343927878618,21.0322738788049,0.5,North East,age_init
1995,20.5992063492064,20.2206972155523,20.9777154828604,0.5,North East,age_init
1996,20.6488095238096,20.3161642039671,20.981454843652,0.5,North East,age_init
1997,20.7321428571429,20.4199877904147,21.044297923871,0.5,North East,age_init
1998,20.8492063492064,20.5358874690098,21.1625252294029,0.5,North East,age_init
1999,21,20.6711130486033,21.3288869513968,0.5,North East,age_init
2000,21.1845238095238,20.8330150555024,21.5360325635453,0.5,North East,age_init
2001,21.4027777777778,21.0269294838519,21.7786260717037,0.5,North East,age_init
2002,21.6547619047619,21.2560275208236,22.0534962887002,0.5,North East,age_init
2003,21.9404761904762,21.5218525260326,22.3590998549198,0.5,North East,age_init
2004,22.2599206349207,21.8247979173853,22.695043352456,0.5,North East,age_init
2005,22.6130952380953,22.1643849022214,23.0618055739691,0.5,North East,age_init
2006,23,22.5393904537006,23.4606095462994,0.5,North East,age_init
2007,23.420634920635,22.947904389108,23.8933654521619,0.5,North East,age_init
2008,23.875,23.3873979421466,24.3626020578535,0.5,North East,age_init
2009,24.3630952380953,23.8548868429718,24.8713036332187,0.5,North East,age_init
2010,24.8849206349207,24.3472423432563,25.4225989265851,0.5,North East,age_init
2011,25.4404761904762,24.8616152027781,26.0193371781744,0.5,North East,age_init
2012,26.0297619047619,25.3958267249639,26.66369708456,0.5,North East,age_init
2013,26.6527777777778,25.948558361783,27.3569971937726,0.5,North East,age_init
2014,27.3095238095238,26.5192875888335,28.0997600302142,0.5,North East,age_init
2015,28,27.1080625495009,28.8919374504992,0.5,North East,age_init
2016,28.7242063492064,27.7152514077462,29.7331612906666,0.5,North East,age_init
2017,29.4821428571429,28.3413501760523,30.6229355382335,0.5,North East,age_init
2018,30.2738095238096,28.9868667563878,31.5607522912313,0.5,North East,age_init
2019,31.0992063492064,29.6522644131766,32.5461482852361,0.5,North East,age_init
1990,22.8888888888889,21.6446119015014,24.1331658762765,0.75,North East,age_init
1991,23.0793650793651,22.0314477046294,24.1272824541008,0.75,North East,age_init
1992,23.2857142857143,22.4139491665289,24.1574794048997,0.75,North East,age_init
1993,23.5079365079365,22.7901688413386,24.2257041745345,0.75,North East,age_init
1994,23.7460317460318,23.1570915180527,24.3349719740109,0.75,North East,age_init
1995,24,23.5104450400757,24.4895549599244,0.75,North East,age_init
1996,24.2698412698413,23.8456039378233,24.6940786018594,0.75,North East,age_init
1997,24.5555555555556,24.1608731391678,24.9502379719434,0.75,North East,age_init
1998,24.8571428571429,24.4613197139734,25.2529660003124,0.75,North East,age_init
1999,25.1746031746032,24.7575406585896,25.5916656906168,0.75,North East,age_init
2000,25.5079365079365,25.060202555587,25.9556704602861,0.75,North East,age_init
2001,25.8571428571429,25.3767441588392,26.3375415554466,0.75,North East,age_init
2002,26.2222222222223,25.7112785316919,26.7331659127526,0.75,North East,age_init
2003,26.6031746031746,26.0654801254635,27.1408690808857,0.75,North East,age_init
2004,27,26.4393004520895,27.5606995479106,0.75,North East,age_init
2005,27.4126984126985,26.8313619388038,27.9940348865931,0.75,North East,age_init
2006,27.8412698412699,27.2391570631224,28.4433826194173,0.75,North East,age_init
2007,28.2857142857143,27.6592124440585,28.9122161273701,0.75,North East,age_init
2008,28.7460317460318,28.0873655126977,29.4046979793658,0.75,North East,age_init
2009,29.2222222222223,28.5192414697108,29.9252029747337,0.75,North East,age_init
2010,29.7142857142858,28.9508747460112,30.4776966825603,0.75,North East,age_init
2011,30.2222222222223,29.3792564890179,31.0651879554267,0.75,North East,age_init
2012,30.7460317460318,29.8025748159569,31.6894886761067,0.75,North East,age_init
2013,31.2857142857143,30.2200984071216,32.3513301643071,0.75,North East,age_init
2014,31.8412698412699,30.6318530834721,33.0506865990677,0.75,North East,age_init
2015,32.4126984126985,31.0382812919225,33.7871155334744,0.75,North East,age_init
2016,33,31.4399899010254,34.5600100989747,0.75,North East,age_init
2017,33.6031746031746,31.8376018231742,35.3687473831751,0.75,North East,age_init
2018,34.2222222222223,32.2316850917771,36.2127593526674,0.75,North East,age_init
2019,34.8571428571429,32.6227279902749,37.0915577240109,0.75,North East,age_init
1990,18.5857142857143,18.3868969437857,18.7845316276429,0.25,North West,age_init
1991,18.7904761904762,18.6147586486659,18.9661937322865,0.25,North West,age_init
1992,19,18.8230285656921,19.176971434308,0.25,North West,age_init
1993,19.2142857142858,19.0199058543999,19.4086655741716,0.25,North West,age_init
1994,19.4333333333334,19.2147031473907,19.6519635192761,0.25,North West,age_init
1995,19.6571428571429,19.4132280353371,19.9010576789488,0.25,North West,age_init
1996,19.8857142857143,19.618136016012,20.1532925554167,0.25,North West,age_init
1997,20.1190476190477,19.8301894010812,20.4079058370141,0.25,North West,age_init
1998,20.3571428571429,20.0490094637349,20.6652762505509,0.25,North West,age_init
1999,20.6000000000001,20.2734291796722,20.9265708203279,0.25,North West,age_init
2000,20.8476190476191,20.5016781405318,21.1935599547064,0.25,North West,age_init
2001,21.1000000000001,20.7315502606866,21.4684497393135,0.25,North West,age_init
2002,21.3571428571429,20.9606355099801,21.7536502043057,0.25,North West,age_init
2003,21.6190476190477,21.1866206605702,22.0514745775251,0.25,North West,age_init
2004,21.8857142857143,21.4075828631342,22.3638457082944,0.25,North West,age_init
2005,22.1571428571429,21.622168685011,22.6921170292749,0.25,North West,age_init
2006,22.4333333333334,21.8296067193209,23.0370599473458,0.25,North West,age_init
2007,22.7142857142858,22.0295925343135,23.3989788942581,0.25,North West,age_init
2008,23.0000000000001,22.2221285803928,23.7778714196073,0.25,North West,age_init
2009,23.2904761904762,22.4073831614641,24.1735692194884,0.25,North West,age_init
2010,23.5857142857143,22.5855929008063,24.5858356706223,0.25,North West,age_init
2011,23.8857142857143,22.7570059667782,25.0144226046505,0.25,North West,age_init
2012,24.1904761904763,22.9218539050561,25.4590984758964,0.25,North West,age_init
2013,24.5000000000001,23.0803404899545,25.9196595100457,0.25,North West,age_init
2014,24.8142857142858,23.2326395278198,26.3959319007517,0.25,North West,age_init
2015,25.1333333333334,23.3788968083484,26.8877698583184,0.25,North West,age_init
2016,25.4571428571429,23.5192336208975,27.3950520933883,0.25,North West,age_init
2017,25.7857142857144,23.653750564169,27.9176780072597,0.25,North West,age_init
2018,26.1190476190477,23.7825310876829,28.4555641504125,0.25,North West,age_init
2019,26.4571428571429,23.9056445631487,29.0086411511372,0.25,North West,age_init
1990,21.3034188034189,21.0757571865127,21.531080420325,0.5,North West,age_init
1991,21.6490384615385,21.4343938095407,21.8636831135364,0.5,North West,age_init
1992,22.0000000000001,21.7734161029365,22.2265838970636,0.5,North West,age_init
1993,22.3563034188035,22.1023023777692,22.6103044598377,0.5,North West,age_init
1994,22.7179487179488,22.4300090187474,23.0058884171502,0.5,North West,age_init
1995,23.084935897436,22.7620553217471,23.4078164731249,0.5,North West,age_init
1996,23.457264957265,23.1013114068158,23.8132185077143,0.5,North West,age_init
1997,23.834935897436,23.4491298441484,24.2207419507236,0.5,North West,age_init
1998,24.2179487179488,23.8060129322613,24.6298845036363,0.5,North West,age_init
1999,24.6063034188035,24.1719399874688,25.0406668501382,0.5,North West,age_init
2000,25.0000000000001,24.546516416606,25.4534835833941,0.5,North West,age_init
2001,25.3990384615385,24.9290350691661,25.869041853911,0.5,North West,age_init
2002,25.8034188034189,25.3184970591745,26.2883405476633,0.5,North West,age_init
2003,26.2131410256411,25.7136209109375,26.7126611403447,0.5,North West,age_init
2004,26.6282051282052,26.1128630850774,27.143547171333,0.5,North West,age_init
2005,27.0486111111112,26.5144706298233,27.582751592399,0.5,North West,age_init
2006,27.4743589743591,26.9165801623088,28.0321377864093,0.5,North West,age_init
2007,27.9054487179488,27.3173610836781,28.4935363522195,0.5,North West,age_init
2008,28.3418803418804,27.7151770056758,28.9685836780851,0.5,North West,age_init
2009,28.7836538461539,28.1087213409251,29.4585863513828,0.5,North West,age_init
2010,29.2307692307693,28.49708713975,29.9644513217886,0.5,North West,age_init
2011,29.6832264957266,28.8797585258427,30.4866944656105,0.5,North West,age_init
2012,30.1410256410257,29.2565425377393,31.0255087443121,0.5,North West,age_init
2013,30.6041666666668,29.6274754365104,31.5808578968231,0.5,North West,age_init
2014,31.0726495726497,29.9927329949336,32.1525661503657,0.5,North West,age_init
2015,31.5464743589745,30.3525603750487,32.7403883429002,0.5,North West,age_init
2016,32.0256410256411,30.7072247688827,33.3440572823995,0.5,North West,age_init
2017,32.5101495726497,31.0569872165358,33.9633119287635,0.5,North West,age_init
2018,33.0000000000001,31.4020880498748,34.5979119501254,0.5,North West,age_init
2019,33.4951923076924,31.7427409559828,35.247643659402,0.5,North West,age_init
1990,24.4977777777779,24.1788730505814,24.8166825049744,0.75,North West,age_init
1991,25.0000000000001,24.7239722964409,25.2760277035593,0.75,North West,age_init
1992,25.5066666666668,25.2388657161597,25.7744676171738,0.75,North West,age_init
1993,26.0177777777779,25.7322332919022,26.3033222636535,0.75,North West,age_init
1994,26.5333333333334,26.2168933665257,26.8497733001412,0.75,North West,age_init
1995,27.0533333333334,26.7022892063081,27.4043774603588,0.75,North West,age_init
1996,27.5777777777779,27.1933581483731,27.9621974071826,0.75,North West,age_init
1997,28.1066666666668,27.6919932118568,28.5213401214767,0.75,North West,age_init
1998,28.6400000000001,28.1982194690343,29.0817805309659,0.75,North West,age_init
1999,29.1777777777779,28.7107999215817,29.644755633974,0.75,North West,age_init
2000,29.7200000000001,29.2275350992368,30.2124649007634,0.75,North West,age_init
2001,30.2666666666668,29.7454817984101,30.7878515349235,0.75,North West,age_init
2002,30.8177777777779,30.2612361190875,31.3743194364682,0.75,North West,age_init
2003,31.3733333333334,30.7713352836834,31.9753313829834,0.75,North West,age_init
2004,31.9333333333334,31.2727134160664,32.5939532506005,0.75,North West,age_init
2005,32.4977777777779,31.7630558030222,33.2324997525336,0.75,North West,age_init
2006,33.0666666666668,32.2409232165083,33.8924101168252,0.75,North West,age_init
2007,33.6400000000001,32.7056475315203,34.5743524684799,0.75,North West,age_init
2008,34.2177777777779,33.1571070936363,35.2784484619195,0.75,North West,age_init
2009,34.8000000000001,33.5954978719882,36.004502128012,0.75,North West,age_init
2010,35.3866666666668,34.0211614904459,36.7521718428876,0.75,North West,age_init
2011,35.9777777777779,34.4344791228637,37.5210764326921,0.75,North West,age_init
2012,36.5733333333335,34.8358159588421,38.3108507078248,0.75,North West,age_init
2013,37.1733333333335,35.2254973464422,39.1211693202247,0.75,North West,age_init
2014,37.7777777777779,35.6038022213138,39.951753334242,0.75,North West,age_init
2015,38.3866666666668,35.9709648548091,40.8023684785244,0.75,North West,age_init
2016,39.0000000000001,36.3271799646675,41.6728200353327,0.75,North West,age_init
2017,39.6177777777779,36.6726086931913,42.5629468623645,0.75,North West,age_init
2018,40.2400000000001,37.0073843190531,43.4726156809471,0.75,North West,age_init
2019,40.8666666666668,37.3316172682467,44.4017160650869,0.75,North West,age_init
1990,28.9605263157892,17.4616853486965,40.459367282882,0.25,Northern Ireland,age_init
1991,28.0789473684209,17.8781263988076,38.2797683380341,0.25,Northern Ireland,age_init
1992,27.252192982456,18.2724063081995,36.2319796567124,0.25,Northern Ireland,age_init
1993,26.4802631578946,18.6441838271568,34.3163424886324,0.25,Northern Ireland,age_init
1994,25.7631578947367,18.9929769033351,32.5333388861383,0.25,Northern Ireland,age_init
1995,25.1008771929823,19.3180881623293,30.8836662236354,0.25,Northern Ireland,age_init
1996,24.4934210526315,19.6184814677397,29.3683606375233,0.25,Northern Ireland,age_init
1997,23.9407894736841,19.8925714778568,27.9890074695115,0.25,Northern Ireland,age_init
1998,23.4429824561403,20.1378560029463,26.7481089093342,0.25,Northern Ireland,age_init
1999,22.9999999999999,20.3502678823721,25.6497321176278,0.25,Northern Ireland,age_init
2000,22.6118421052631,20.523074198425,24.7006100121013,0.25,Northern Ireland,age_init
2001,22.2785087719298,20.645335831005,23.9116817128546,0.25,Northern Ireland,age_init
2002,22,20.7014149530791,23.2985850469209,0.25,Northern Ireland,age_init
2003,21.7763157894737,20.6776574473244,22.874974131623,0.25,Northern Ireland,age_init
2004,21.6074561403509,20.5823310139892,22.6325812667126,0.25,Northern Ireland,age_init
2005,21.4934210526316,20.4571684625716,22.5296736426916,0.25,Northern Ireland,age_init
2006,21.4342105263158,20.3542004951921,22.5142205574395,0.25,Northern Ireland,age_init
2007,21.4298245614035,20.3100917183669,22.5495574044402,0.25,Northern Ireland,age_init
2008,21.4802631578948,20.3420064386346,22.618519877155,0.25,Northern Ireland,age_init
2009,21.5855263157895,20.4514511670886,22.7196014644904,0.25,Northern Ireland,age_init
2010,21.7456140350878,20.6257586352205,22.8654694349551,0.25,Northern Ireland,age_init
2011,21.9605263157895,20.8367766942488,23.0842759373302,0.25,Northern Ireland,age_init
2012,22.2302631578948,21.0427324561762,23.4177938596134,0.25,Northern Ireland,age_init
2013,22.5548245614036,21.2025039525801,23.907145170227,0.25,Northern Ireland,age_init
2014,22.9342105263158,21.2954788676938,24.5729421849379,0.25,Northern Ireland,age_init
2015,23.3684210526316,21.3234763867164,25.4133657185469,0.25,Northern Ireland,age_init
2016,23.8574561403509,21.2973864912297,26.4175257894722,0.25,Northern Ireland,age_init
2017,24.4013157894737,21.227582233047,27.5750493459005,0.25,Northern Ireland,age_init
2018,25.0000000000001,21.1214812101552,28.8785187898449,0.25,Northern Ireland,age_init
