year,fit,lower,higher,tau,region
1991,6.83846153846156,5.16050041772288,8.51642265920023,0.25,East of England
1992,6.40288461538463,4.94977035541996,7.85599887534931,0.25,East of England
1993,6.00000000000002,4.75443621770959,7.24556378229045,0.25,East of England
1994,5.62980769230771,4.57390243487771,6.68571294973771,0.25,East of England
1995,5.29230769230771,4.40727360136932,6.1773417832461,0.25,East of England
1996,4.98750000000002,4.25319270627609,5.72180729372394,0.25,East of England
1997,4.71538461538463,4.10963129325008,5.32113793751918,0.25,East of England
1998,4.47596153846155,3.97375001542859,4.97817306149451,0.25,East of England
1999,4.26923076923078,3.84227361121705,4.69618792724451,0.25,East of England
2000,4.09519230769232,3.71319997525909,4.47718464012555,0.25,East of England
2001,3.95384615384617,3.58867158422357,4.31902072346877,0.25,East of England
2002,3.84519230769232,3.47592265438907,4.21446196099557,0.25,East of England
2003,3.76923076923078,3.38424832597904,4.15421321248252,0.25,East of England
2004,3.72596153846155,3.32138397218517,4.13053910473793,0.25,East of England
2005,3.71538461538462,3.2922335801745,4.13853565059475,0.25,East of England
2006,3.73750000000001,3.29918410954874,4.17581589045128,0.25,East of England
2007,3.7923076923077,3.34267578368914,4.24193960092626,0.25,East of England
2008,3.8798076923077,3.42154957731741,4.33806580729799,0.25,East of England
2009,4.00000000000001,3.53317971375428,4.46682028624573,0.25,East of England
2010,4.15288461538462,3.67357038580568,4.63219884496356,0.25,East of England
2011,4.33846153846154,3.83768173654693,4.83924134037615,0.25,East of England
2012,4.55673076923077,4.0202059391989,5.09325559926265,0.25,East of England
2013,4.80769230769231,4.21667092515391,5.39871369023071,0.25,East of England
2014,5.09134615384615,4.42429513105756,5.75839717663475,0.25,East of England
2015,5.40769230769231,4.64208692507241,6.1732976903122,0.25,East of England
2016,5.75673076923077,4.87031324377923,6.6431482946823,0.25,East of England
2017,6.13846153846154,5.1098399761956,7.16708310072748,0.25,East of England
2018,6.55288461538461,5.36167168056462,7.74409755020461,0.25,East of England
2019,7,5.62672746746143,8.37327253253857,0.25,East of England
1990,12.6173913043526,10.6908795421426,14.5439030665626,0.5,East of England
1991,12.0301003344525,10.3448754224026,13.7153252465023,0.5,East of England
1992,11.4909698996694,10.0297725191239,12.952167280215,0.5,East of England
1993,11.0000000000034,9.74494373280408,12.2550562672028,0.5,East of England
1994,10.5571906354545,9.48947844356592,11.6249028273432,0.5,East of England
1995,10.1625418060227,9.26204489693715,11.0630387151083,0.5,East of England
1996,9.81605351170799,9.06071478816832,10.5713922352477,0.5,East of England
1997,9.51772575251033,8.88282736184196,10.1526241431787,0.5,East of England
1998,9.26755852842975,8.72517452921314,9.80994252764637,0.5,East of England
1999,9.06555183946626,8.58508942738005,9.54601425155247,0.5,East of England
2000,8.91170568561984,8.46272012606438,9.3606912451753,0.5,East of England
2001,8.8060200668905,8.36289519719368,9.24914493658733,0.5,East of England
2002,8.74849498327824,8.29401377184584,9.20297619471064,0.5,East of England
2003,8.73913043478306,8.26477883665351,9.21348203291262,0.5,East of England
2004,8.77792642140497,8.28192647663783,9.2739263661721,0.5,East of England
2005,8.86488294314395,8.34980349588827,9.37996239039963,0.5,East of England
2006,9.00000000000001,8.47079029512376,9.52920970487625,0.5,East of England
2007,9.18327759197315,8.64577259737441,9.72078258657189,0.5,East of England
2008,9.41471571906337,8.87441296949033,9.9550184686364,0.5,East of England
2009,9.69431438127067,9.15521328552895,10.2334154770124,0.5,East of England
2010,10.022073578595,9.48542861618237,10.5587185410077,0.5,East of England
2011,10.3979933110365,9.86095086232375,10.9350357597493,0.5,East of England
2012,10.822073578595,10.2763895772675,11.3677575799225,0.5,East of England
2013,11.2943143812707,10.7256629148999,11.8629658476415,0.5,East of England
2014,11.8147157190634,11.2032020330434,12.4262294050833,0.5,East of England
2015,12.3832775919731,11.7052472172658,13.0613079666805,0.5,East of England
2016,13,12.2303634555948,13.7696365444052,0.5,East of England
2017,13.6648829431439,12.7789435420925,14.5508223441954,0.5,East of England
2018,14.377926421405,13.3522995660855,15.4035532767244,0.5,East of England
2019,15.139130434783,13.9519517808693,16.3263090886968,0.5,East of England
1990,17.1734265734266,14.8128661803142,19.533986966539,0.75,East of England
1991,16.739393939394,14.6572343642197,18.8215535145683,0.75,East of England
1992,16.3482517482518,14.5244044151002,18.1720990814034,0.75,East of England
1993,16,14.4133567083768,17.5866432916232,0.75,East of England
1994,15.6946386946387,14.3226930101661,17.0665843791113,0.75,East of England
1995,15.4321678321679,14.2505167454637,16.613818918872,0.75,East of England
1996,15.2125874125874,14.19434912323,16.2308257019449,0.75,East of England
1997,15.0358974358975,14.1512295918528,15.9205652799421,0.75,East of England
1998,14.9020979020979,14.1182938012373,15.6859020029585,0.75,East of England
1999,14.8111888111888,14.0941092852665,15.5282683371111,0.75,East of England
2000,14.7631701631702,14.080417124925,15.4459232014153,0.75,East of England
2001,14.758041958042,14.0828827035435,15.4332012125404,0.75,East of England
2002,14.7958041958042,14.1097966893065,15.481811702302,0.75,East of England
2003,14.8764568764569,14.1697164333815,15.5831973195323,0.75,East of England
2004,15,14.2698000552174,15.7301999447826,0.75,East of England
2005,15.1664335664336,14.4153317995011,15.9175353333661,0.75,East of England
2006,15.3757575757576,14.6099385431502,16.141576608365,0.75,East of England
2007,15.627972027972,14.8559804905757,16.3999635653684,0.75,East of England
2008,15.9230769230769,15.1548792519093,16.6912745942446,0.75,East of England
2009,16.2610722610723,15.5073219597298,17.0148225624147,0.75,East of England
2010,16.641958041958,15.913335908832,17.3705801750841,0.75,East of England
2011,17.0657342657343,16.3722238922088,17.7592446392597,0.75,East of England
2012,17.5324009324009,16.8823172041488,18.1824846606531,0.75,East of England
2013,18.041958041958,17.440451521838,18.643464562078,0.75,East of England
2014,18.5944055944056,18.0410370322387,19.1477741565725,0.75,East of England
2015,19.1897435897436,18.6747887860664,19.7046983934208,0.75,East of England
2016,19.827972027972,19.3282341965341,20.3277098594099,0.75,East of England
2017,20.5090909090909,19.9869500818241,21.0312317363577,0.75,East of England
2018,21.2331002331002,20.6429417968579,21.8232586693426,0.75,East of England
2019,22,21.297982918657,22.702017081343,0.75,East of England
1990,3.97444444444441,3.24729334208973,4.70159554679909,0.25,London
1991,3.95666666666664,3.34345575186743,4.56987758146584,0.25,London
1992,3.95499999999997,3.44398047407511,4.46601952592483,0.25,London
1993,3.96944444444442,3.54765878680502,4.39123010208381,0.25,London
1994,3.99999999999997,3.65264891645389,4.34735108354606,0.25,London
1995,4.04666666666664,3.75640364701696,4.33692968631633,0.25,London
1996,4.10944444444442,3.85628519214676,4.36260369674208,0.25,London
1997,4.18833333333331,3.95153208188104,4.42513458478559,0.25,London
1998,4.28333333333331,4.0453342498133,4.52133241685332,0.25,London
1999,4.39444444444443,4.14393449556583,4.64495439332302,0.25,London
2000,4.52166666666665,4.25353713225766,4.78979620107564,0.25,London
2001,4.66499999999998,4.37852840912042,4.95147159087955,0.25,London
2002,4.82444444444443,4.52145146026716,5.1274374286217,0.25,London
2003,4.99999999999999,4.68351006013312,5.31648993986685,0.25,London
2004,5.19166666666666,4.86497162880391,5.5183617045294,0.25,London
2005,5.39944444444443,5.06537785171945,5.73351103716942,0.25,London
2006,5.62333333333333,5.28361725381962,5.96304941284703,0.25,London
2007,5.86333333333333,5.51793210929183,6.20873455737482,0.25,London
2008,6.11944444444444,5.76594422095046,6.47294466793842,0.25,London
2009,6.39166666666666,6.02480247238066,6.75853086095267,0.25,London
2010,6.68,6.29153111345896,7.06846888654103,0.25,London
2011,6.98444444444444,6.56353106202807,7.40535782686082,0.25,London
2012,7.305,6.83901399657202,7.77098600342798,0.25,London
2013,7.64166666666667,7.11713782775413,8.16619550557921,0.25,London
2014,7.99444444444445,7.39782675000702,8.59106213888188,0.25,London
2015,8.36333333333334,7.68145681203201,9.04520985463467,0.25,London
2016,8.74833333333334,7.96858366491123,9.52808300175545,0.25,London
2017,9.14944444444445,8.25977652982893,10.03911235906,0.25,London
2018,9.56666666666668,8.55554225457409,10.5777910787593,0.25,London
2019,10,8.85630289126265,11.1436971087374,0.25,London
1990,8.58260869565213,7.76377549654369,9.40144189476056,0.5,London
1991,8.65507246376807,7.95619172992035,9.35395319761579,0.5,London
1992,8.74879227053136,8.15809706975046,9.33948747131225,0.5,London
1993,8.86376811594199,8.36834980928763,9.35918642259634,0.5,London
1994,8.99999999999996,8.58528532366006,9.41471467633986,0.5,London
1995,9.15748792270528,8.80667039509834,9.50830545031221,0.5,London
1996,9.33623188405793,9.03011879161918,9.64234497649669,0.5,London
1997,9.53623188405794,9.25444525351812,9.81801851459775,0.5,London
