year,fit,lower,higher,tau,region
2006,10.8653846153846,10.0828703420265,11.6478988887427,0.75,Northern Ireland
2007,11.6634615384616,10.9593581935325,12.3675648833907,0.75,Northern Ireland
2008,12.3942307692308,11.7087322898439,13.0797292486176,0.75,Northern Ireland
2009,13.0576923076923,12.3626180755633,13.7527665398213,0.75,Northern Ireland
2010,13.6538461538462,12.9465655624728,14.3611267452195,0.75,Northern Ireland
2011,14.1826923076923,13.4737847455275,14.8915998698572,0.75,Northern Ireland
2012,14.6442307692308,13.9458083433543,15.3426531951073,0.75,Northern Ireland
2013,15.0384615384616,14.3527533777851,15.724169699138,0.75,Northern Ireland
2014,15.3653846153846,14.6722483453285,16.0585208854407,0.75,Northern Ireland
2015,15.625,14.8728911951811,16.377108804819,0.75,Northern Ireland
2016,15.8173076923077,14.9287714207917,16.7058439638238,0.75,Northern Ireland
2017,15.9423076923077,14.8323521293753,17.0522632552402,0.75,Northern Ireland
2018,16,14.5894247696165,17.4105752303835,0.75,Northern Ireland
2019,15.9903846153847,14.2083448960063,17.772424334763,0.75,Northern Ireland
1990,0.799999999999991,0.186264309060264,1.41373569093972,0.25,South East
1991,0.957142857142848,0.446989134266367,1.46729658001933,0.25,South East
1992,1.11904761904761,0.701432384899515,1.5366628531957,0.25,South East
1993,1.28571428571428,0.948368073876104,1.62306049755245,0.25,South East
1994,1.45714285714285,1.18580882266638,1.72847689161931,0.25,South East
1995,1.63333333333332,1.41085107258876,1.85581559407788,0.25,South East
1996,1.8142857142857,1.62053518526751,2.0080362433039,0.25,South East
1997,1.99999999999999,1.8147312566795,2.18526874332048,0.25,South East
1998,2.19047619047618,1.99836918882149,2.38258319213087,0.25,South East
1999,2.38571428571427,2.17882426809197,2.59260430333658,0.25,South East
2000,2.58571428571428,2.36207733103403,2.80935124039452,0.25,South East
2001,2.79047619047618,2.55172867601734,3.02922370493502,0.25,South East
2002,2.99999999999999,2.74959871394056,3.25040128605941,0.25,South East
2003,3.2142857142857,2.95636549055204,3.47220593801937,0.25,South East
2004,3.43333333333332,3.17190271738865,3.69476394927799,0.25,South East
2005,3.65714285714285,3.39537756827279,3.9189081460129,0.25,South East
2006,3.88571428571427,3.62519473515907,4.14623383626948,0.25,South East
2007,4.11904761904761,3.85887886405699,4.37921637403823,0.25,South East
2008,4.35714285714285,4.09306291703192,4.62122279725377,0.25,South East
2009,4.59999999999999,4.32385101848235,4.87614898151763,0.25,South East
2010,4.84761904761904,4.54769264271322,5.14754545252486,0.25,South East
2011,5.09999999999999,4.76234585681369,5.43765414318629,0.25,South East
2012,5.35714285714285,4.96717821051728,5.74710750376842,0.25,South East
2013,5.61904761904761,5.16268775843273,6.07540747966249,0.25,South East
2014,5.88571428571428,5.34982289930523,6.42160567212332,0.25,South East
2015,6.15714285714285,5.52954173476006,6.78474397952563,0.25,South East
2016,6.43333333333332,5.70264086728979,7.16402579937686,0.25,South East
2017,6.71428571428571,5.8697312130886,7.55884021548281,0.25,South East
2018,6.99999999999999,6.03126636863464,7.96873363136534,0.25,South East
2019,7.29047619047618,6.187580129624,8.39337225132837,0.25,South East
1990,4.67999999999998,3.62487711984439,5.73512288015557,0.5,South East
1991,4.71999999999998,3.80171418016529,5.63828581983467,0.5,South East
1992,4.78666666666665,3.99269599595811,5.58063733737518,0.5,South East
1993,4.87999999999998,4.19706002838831,5.56293997161166,0.5,South East
1994,4.99999999999998,4.41380579157258,5.58619420842738,0.5,South East
1995,5.14666666666665,4.64170872895921,5.65162460437408,0.5,South East
1996,5.31999999999998,4.87949136244261,5.76050863755735,0.5,South East
1997,5.51999999999998,5.12629324106047,5.91370675893949,0.5,South East
1998,5.74666666666665,5.38244090434328,6.11089242899001,0.5,South East
1999,5.99999999999998,5.650083491808,6.34991650819195,0.5,South East
2000,6.27999999999998,5.93301715530449,6.62698284469546,0.5,South East
2001,6.58666666666664,6.23567278566305,6.93766054767024,0.5,South East
2002,6.91999999999998,6.56204583147107,7.27795416852889,0.5,South East
2003,7.27999999999998,6.91515424305616,7.6448457569438,0.5,South East
2004,7.66666666666664,7.29697301066569,8.0363603226676,0.5,South East
2005,8.07999999999998,7.70855932840753,8.45144067159243,0.5,South East
2006,8.51999999999998,8.15017314327282,8.88982685672713,0.5,South East
2007,8.98666666666664,8.62131636559367,9.35201696773962,0.5,South East
2008,9.47999999999998,9.12067796065734,9.83932203934261,0.5,South East
2009,9.99999999999998,9.6460158320848,10.3539841679152,0.5,South East
2010,10.5466666666666,10.1940794380689,10.8992538952644,0.5,South East
2011,11.12,10.7607899937852,11.4792100062148,0.5,South East
2012,11.72,11.3419144023173,12.0980855976826,0.5,South East
2013,12.3466666666666,11.9341242807063,12.759209052627,0.5,South East
2014,13,12.5357767592523,13.4642232407476,0.5,South East
2015,13.68,13.1468492832139,14.2131507167861,0.5,South East
2016,14.3866666666666,13.768268173482,15.0050651598513,0.5,South East
2017,15.12,14.4012431535084,15.8387568464915,0.5,South East
2018,15.88,15.0468961287933,16.7131038712066,0.5,South East
2019,16.6666666666666,15.7061366024593,17.627196730874,0.5,South East
1990,10.4629629629629,9.21550376755587,11.71042215837,0.75,South East
1991,10.5625,9.47724716545746,11.6477528345425,0.75,South East
1992,10.6851851851852,9.74606712180574,11.6243032485646,0.75,South East
1993,10.8310185185185,10.0204739808219,11.641563056215,0.75,South East
1994,11,10.298555990638,11.7014440093619,0.75,South East
1995,11.1921296296296,10.5781204644701,11.8061387947891,0.75,South East
1996,11.4074074074074,10.8572403439134,11.9575744709013,0.75,South East
1997,11.6458333333333,11.1353297373774,12.1563369292893,0.75,South East
1998,11.9074074074074,11.4142865955127,12.400528219302,0.75,South East
1999,12.1921296296296,11.698645220469,12.6856140387903,0.75,South East
2000,12.5,11.9943514657803,13.0056485342196,0.75,South East
2001,12.8310185185185,12.3071586884913,13.3548783485457,0.75,South East
2002,13.1851851851852,12.6416936280215,13.7286767423488,0.75,South East
2003,13.5625,13.001284912298,14.123715087702,0.75,South East
2004,13.9629629629629,13.3881612382836,14.5377646876423,0.75,South East
2005,14.3865740740741,13.8037130902306,14.9694350579175,0.75,South East
2006,14.8333333333333,14.2486950604581,15.4179716062085,0.75,South East
2007,15.3032407407407,14.723342722109,15.8831387593724,0.75,South East
2008,15.7962962962963,15.2274061618928,16.3651864306998,0.75,South East
2009,16.3125,15.7601013248175,16.8648986751825,0.75,South East
2010,16.8518518518518,16.3199720462901,17.3837316574136,0.75,South East
2011,17.4143518518518,16.9046550060203,17.9240486976834,0.75,South East
2012,18,17.5105739606977,18.4894260393023,0.75,South East
2013,18.6087962962963,18.1327119842476,19.0848806083449,0.75,South East
2014,19.2407407407407,18.7648465440438,19.7166349374376,0.75,South East
2015,19.8958333333333,19.400723300872,20.3909433657946,0.75,South East
2016,20.5740740740741,20.0359465674141,21.112201580734,0.75,South East
2017,21.2754629629629,20.6691825194114,21.8817434065145,0.75,South East
2018,22,21.3016540761964,22.6983459238035,0.75,South East
2019,22.7476851851852,21.9357165382501,23.5596538321202,0.75,South East
1990,1.98834498834497,1.36970738761333,2.60698258907662,0.25,South West
1991,1.97435897435896,1.44775289230735,2.50096505641058,0.25,South West
1992,1.97824397824397,1.53518090323443,2.42130705325351,0.25,South West
1993,1.99999999999999,1.63147164921948,2.36852835078051,0.25,South West
1994,2.03962703962703,1.73582902746064,2.34342505179343,0.25,South West
1995,2.09712509712509,1.8470726129731,2.34717758127709,0.25,South West
1996,2.17249417249417,1.96364044628933,2.38134789869901,0.25,South West
1997,2.26573426573427,2.08405204261713,2.44741648885141,0.25,South West
1998,2.37684537684538,2.20816581631396,2.5455249373768,0.25,South West
1999,2.50582750582751,2.33837462804609,2.67328038360893,0.25,South West
2000,2.65268065268066,2.47894078383678,2.82642052152455,0.25,South West
2001,2.81740481740483,2.6340234750248,3.00078615978486,0.25,South West
2002,3.00000000000001,2.80651282814921,3.19348717185082,0.25,South West
2003,3.20046620046622,2.99796893125829,3.40296346967414,0.25,South West
2004,3.41880341880344,3.20891586092073,3.62869097668614,0.25,South West
2005,3.65501165501168,3.43907807848464,3.87094523153871,0.25,South West
2006,3.90909090909093,3.68750028075844,4.13068153742343,0.25,South West
2007,4.18104118104121,3.95261532188003,4.40946704020239,0.25,South West
2008,4.4708624708625,4.2323627769337,4.7093621647913,0.25,South West
2009,4.77855477855481,4.52445421986102,5.03265533724859,0.25,South West
2010,5.10411810411814,4.82678538411524,5.38145082412103,0.25,South West
2011,5.44755244755248,5.13783026627616,5.75727462882881,0.25,South West
2012,5.80885780885785,5.45680161387104,6.16091400384465,0.25,South West
2013,6.18803418803423,5.78353383376862,6.59253454229984,0.25,South West
2014,6.58508158508163,6.1182355285788,7.05192764158445,0.25,South West
2015,7.00000000000004,6.46126929700601,7.53873070299408,0.25,South West
2016,7.43278943278948,6.81301784545954,8.05256102011943,0.25,South West
2017,7.88344988344993,7.17382344301179,8.59307632388807,0.25,South West
2018,8.3519813519814,7.54397005382153,9.15999265014128,0.25,South West
2019,8.83838383838389,7.92368496256422,9.75308271420356,0.25,South West
1990,8.21794871794862,7.3692576999748,9.06663973592244,0.5,South West
1991,7.75213675213666,7.02398587716951,8.48028762710382,0.5,South West
1992,7.34615384615377,6.72782796402798,7.96447972827956,0.5,South West
1993,6.99999999999993,6.4801174420737,7.51988255792616,0.5,South West
1994,6.71367521367515,6.27986422673496,7.14748620061534,0.5,South West
1995,6.48717948717943,6.12564380834608,6.84871516601279,0.5,South West
1996,6.32051282051278,6.01560551330495,6.6254201277206,0.5,South West
1997,6.21367521367518,5.94793265126571,6.47941777608464,0.5,South West
1998,6.16666666666664,5.92210712325601,6.41122621007727,0.5,South West
1999,6.17948717948716,5.94033836904391,6.41863598993041,0.5,South West
2000,6.25213675213674,6.00734321293423,6.49693029133925,0.5,South West
2001,6.38461538461538,6.12836458919538,6.64086618003538,0.5,South West
2002,6.57692307692308,6.30752119146553,6.84632496238063,0.5,South West
2003,6.82905982905984,6.54740481161718,7.1107148465025,0.5,South West
2004,7.14102564102566,6.8493212422483,7.43273003980303,0.5,South West
2005,7.51282051282054,7.21359304454049,7.81204798110059,0.5,South West
2006,7.94444444444448,7.63974146542224,8.24914742346672,0.5,South West
2007,8.43589743589748,8.12655467505146,8.7452401967435,0.5,South West
2008,8.98717948717954,8.67211011475165,9.30224885960744,0.5,South West
2009,9.59829059829066,9.27385380632331,9.92272739025801,0.5,South West
2010,10.2692307692308,9.92885442896058,10.6096071095011,0.5,South West
2011,11.0000000000001,10.63427575051,11.3657242494902,0.5,South West
2012,11.7905982905984,11.3879168787281,12.1932797024686,0.5,South West
2013,12.6410256410257,12.1885298837335,13.0935213983179,0.5,South West
2014,13.5512820512822,13.0357628074771,14.0668012950872,0.5,South West
2015,14.5213675213676,13.9298571965712,15.1128778461641,0.5,South West
2016,15.5512820512822,14.8713275326702,16.2312365698942,0.5,South West
2017,16.6410256410258,15.8607453910781,17.4213058909735,0.5,South West
2018,17.7905982905984,16.8986333425247,18.6825632386722,0.5,South West
2019,19.0000000000001,17.9854292034489,20.0145707965514,0.5,South West
1990,14.8869047619047,13.7571550363003,16.016654487509,0.75,South West
1991,14.3035714285713,13.3259528413473,15.2811900157953,0.75,South West
1992,13.7857142857142,12.9471478981516,14.6242806732768,0.75,South West
1993,13.3333333333333,12.619849569997,14.0468170966695,0.75,South West
1994,12.9464285714285,12.3427817403976,13.5500754024594,0.75,South West
1995,12.6249999999999,12.1141805865122,13.1358194134877,0.75,South West
1996,12.3690476190476,11.9318424319502,12.806252806145,0.75,South West
1997,12.1785714285714,11.7936424793765,12.5635003777663,0.75,South West
1998,12.0535714285714,11.6988263752881,12.4083164818546,0.75,South West
1999,11.9940476190476,11.649507067379,12.3385881707162,0.75,South West
2000,12,11.6507179008512,12.3492820991488,0.75,South West
2001,12.0714285714286,11.7085988169146,12.4342583259425,0.75,South West
2002,12.2083333333333,11.8284922413355,12.5881744253312,0.75,South West
2003,12.4107142857143,12.0141983210797,12.8072302503489,0.75,South West
2004,12.6785714285714,12.2680783412101,13.0890645159328,0.75,South West
2005,13.0119047619048,12.5913846619816,13.4324248618279,0.75,South West
2006,13.4107142857143,12.9845238570396,13.8369047143891,0.75,South West
2007,13.875,13.4471912636353,14.3028087363647,0.75,South West
2008,14.404761904762,13.9783907749271,14.8311330345969,0.75,South West
2009,15.0000000000001,14.5763726045235,15.4236273954766,0.75,South West
2010,15.6607142857144,15.2385456659742,16.0828829054545,0.75,South West
2011,16.3869047619048,15.9614754187757,16.812334105034,0.75,South West
2012,17.1785714285715,16.7411385649773,17.6160042921657,0.75,South West
2013,18.0357142857144,17.5735549894681,18.4978735819607,0.75,South West
2014,18.9583333333334,18.4556299548918,19.4610367117751,0.75,South West
2015,19.9464285714287,19.3857217875802,20.5071353552771,0.75,South West
2016,21.0000000000001,20.3635894826415,21.6364105173587,0.75,South West
2017,22.1190476190478,21.3898912160237,22.8482040220718,0.75,South West
2018,23.3035714285716,22.4656450651788,24.1414977919644,0.75,South West
2019,24.5535714285716,23.5918822807132,25.51526057643,0.75,South West
1990,2.28771929824562,1.32173183739968,3.25370675909156,0.25,Wales
1991,2.17894736842106,1.34360074715601,3.0142939896861,0.25,Wales
1992,2.09473684210527,1.37872018910923,2.81075349510131,0.25,Wales
1993,2.03508771929825,1.42639554794328,2.64377989065323,0.25,Wales
1994,2.00000000000001,1.48563809206845,2.51436190793157,0.25,Wales
1995,1.98947368421054,1.55508949151927,2.4238578769018,0.25,Wales
1996,2.00350877192984,1.63305938739897,2.37395815646071,0.25,Wales
1997,2.04210526315791,1.71791668033996,2.36629384597586,0.25,Wales
1998,2.10526315789475,1.80907860804646,2.40144770774305,0.25,Wales
1999,2.19298245614037,1.90821664257975,2.47774826970098,0.25,Wales
2000,2.30526315789476,2.01940789060988,2.59111842517963,0.25,Wales
2001,2.44210526315792,2.14775017235051,2.73646035396532,0.25,Wales
2002,2.60350877192985,2.29776419848686,2.90925334537284,0.25,Wales
2003,2.78947368421055,2.47269409339615,3.10625327502495,0.25,Wales
2004,3.00000000000003,2.67454078884297,3.32545921115709,0.25,Wales
2005,3.23508771929827,2.9043136613959,3.56586177720065,0.25,Wales
2006,3.49473684210529,3.16223166058673,3.82724202362385,0.25,Wales
2007,3.77894736842108,3.4478070891612,4.11008764768097,0.25,Wales
2008,4.08771929824565,3.75981983543979,4.41561876105151,0.25,Wales
2009,4.42105263157898,4.09622235028339,4.74588291287457,0.25,Wales
2010,4.77894736842109,4.45407073748246,5.10382399935972,0.25,Wales
2011,5.16140350877197,4.82966888552125,5.49313813202269,0.25,Wales
2012,5.56842105263162,5.21913354857757,5.91770855668567,0.25,Wales
2013,6.00000000000004,5.61931252636263,6.38068747363746,0.25,Wales
2014,6.45614035087724,6.02851160340058,6.8837690983539,0.25,Wales
2015,6.9368421052632,6.44651024683,7.42717396369641,0.25,Wales
2016,7.44210526315794,6.87401039083963,8.01020013547625,0.25,Wales
2017,7.97192982456145,7.31203887896752,8.63182077015538,0.25,Wales
2018,8.52631578947374,7.76158904152484,9.29104253742263,0.25,Wales
2019,9.10526315789479,8.22348545199997,9.98704086378961,0.25,Wales
1990,7.97894736842104,6.42529626468104,9.53259847216104,0.5,Wales
1991,7.53383458646616,6.17226211798533,8.89540705494698,0.5,Wales
1992,7.14285714285714,5.95817719925363,8.32753708646065,0.5,Wales
1993,6.80601503759398,5.7823345221096,7.82969555307836,0.5,Wales
1994,6.52330827067669,5.64377243587006,7.40284410548333,0.5,Wales
1995,6.29473684210527,5.54121315235613,7.04826053185441,0.5,Wales
1996,6.12030075187971,5.4730591981748,6.76754230558461,0.5,Wales
1997,6.00000000000001,5.43757750664229,6.56242249335773,0.5,Wales
1998,5.93383458646618,5.43347081767481,6.43419835525756,0.5,Wales
1999,5.92180451127822,5.46089376795039,6.38271525460605,0.5,Wales
2000,5.96390977443611,5.52239536636705,6.40542418250518,0.5,Wales
2001,6.06015037593988,5.62282548027005,6.49747527160971,0.5,Wales
2002,6.21052631578951,5.76803079589509,6.65302183568392,0.5,Wales
2003,6.415037593985,5.96337307049801,6.86670211747199,0.5,Wales
2004,6.67368421052635,6.21295017445378,7.13441824659893,0.5,Wales
2005,6.98646616541358,6.51949363501474,7.45343869581241,0.5,Wales
2006,7.35338345864666,6.88454632564103,7.8222205916523,0.5,Wales
2007,7.77443609022561,7.30864167081499,8.24023050963624,0.5,Wales
2008,8.24962406015043,7.79137232126671,8.70787579903415,0.5,Wales
2009,8.77894736842111,8.3313196508715,9.22657508597072,0.5,Wales
2010,9.36240601503765,8.92585959716548,9.79895243290982,0.5,Wales
2011,10.0000000000001,9.57094201672456,10.4290579832756,0.5,Wales
2012,10.6917293233083,10.2611217166837,11.122336929933,0.5,Wales
2013,11.4375939849625,10.9902947982233,11.8848931717017,0.5,Wales
2014,12.2375939849625,11.7532718480377,12.7219161218873,0.5,Wales
2015,13.0917293233083,12.5472826723619,13.6361759742548,0.5,Wales
2016,14.0000000000001,13.37216779419,14.6278322058101,0.5,Wales
2017,14.9624060150377,14.2293546814031,15.6954573486723,0.5,Wales
2018,15.9789473684211,15.1207242270748,16.8371705097674,0.5,Wales
2019,17.0496240601505,16.0479843222798,18.0512637980211,0.5,Wales
1990,16.1428571428571,13.8074555545587,18.4782587311556,0.75,Wales
1991,15.3492063492063,13.2918974681669,17.4065152302457,0.75,Wales
1992,14.6349206349206,12.8342246798186,16.4356165900227,0.75,Wales
1993,14,12.4334655849573,15.5665344150427,0.75,Wales
1994,13.4444444444444,12.088328638455,14.8005602504338,0.75,Wales
1995,12.968253968254,11.7971389837386,14.1393689527693,0.75,Wales
1996,12.5714285714286,11.5578499135182,13.585007229339,0.75,Wales
1997,12.2539682539683,11.368269796823,13.1396667111136,0.75,Wales
1998,12.015873015873,11.2267123389255,12.8050336928206,0.75,Wales
1999,11.8571428571429,11.1331464465909,12.5811392676948,0.75,Wales
2000,11.7777777777778,11.0903712968276,12.465184258728,0.75,Wales
2001,11.7777777777778,11.1041985496485,12.4513570059071,0.75,Wales
2002,11.8571428571429,11.1821872334,12.5320984808858,0.75,Wales
2003,12.0158730158731,11.3318167560951,12.699929275651,0.75,Wales
2004,12.2539682539683,11.5592480870031,12.9486884209335,0.75,Wales
2005,12.5714285714286,11.8689439709108,13.2739131719464,0.75,Wales
2006,12.968253968254,12.2637859861483,13.6727219503597,0.75,Wales
2007,13.4444444444445,12.7453086102817,14.1435802786073,0.75,Wales
2008,14.0000000000001,13.3138500534293,14.6861499465708,0.75,Wales
2009,14.6349206349207,13.9685393488121,15.3013019210293,0.75,Wales
2010,15.3492063492064,14.7070843424213,15.9913283559915,0.75,Wales
2011,16.1428571428572,15.5253612078253,16.7603530778891,0.75,Wales
2012,17.0158730158731,16.4169391410587,17.6148068906875,0.75,Wales
2013,17.9682539682541,17.3730355151046,18.5634724214036,0.75,Wales
2014,19.0000000000001,18.3838181038508,19.6161818961494,0.75,Wales
2015,20.1111111111112,19.441347747893,20.7808744743295,0.75,Wales
2016,21.3015873015874,20.5422086808702,22.0609659223046,0.75,Wales
2017,22.5714285714287,21.6873766137413,23.455480529116,0.75,Wales
2018,23.920634920635,22.8800127933556,24.9612570479145,0.75,Wales
2019,25.3492063492065,24.1235156738613,26.5748970245517,0.75,Wales
1990,4.9636363636363,3.64632045545612,6.28095227181648,0.25,West Midlands
1991,4.54545454545448,3.41256063204854,5.67834845886043,0.25,West Midlands
1992,4.1636363636363,3.19997784723647,5.12729488003614,0.25,West Midlands
1993,3.81818181818176,3.00782165118724,4.62854198517628,0.25,West Midlands
1994,3.50909090909086,2.8349600340311,4.18322178415062,0.25,West Midlands
1995,3.23636363636359,2.67969349156242,3.79303378116475,0.25,West Midlands
1996,2.99999999999995,2.53958733306642,3.46041266693349,0.25,West Midlands
1997,2.79999999999996,2.41163584061324,3.18836415938667,0.25,West Midlands
1998,2.6363636363636,2.29347403227955,2.97925324044764,0.25,West Midlands
1999,2.50909090909087,2.18591661423487,2.83226520394687,0.25,West Midlands
2000,2.41818181818178,2.09456931517946,2.74179432118411,0.25,West Midlands
2001,2.36363636363633,2.0277970564943,2.69947567077836,0.25,West Midlands
2002,2.34545454545451,1.99322415775035,2.69768493315868,0.25,West Midlands
2003,2.36363636363634,1.99612241124869,2.73115031602398,0.25,West Midlands
2004,2.41818181818179,2.03954368968629,2.7968199466773,0.25,West Midlands
2005,2.50909090909089,2.12488208439978,2.89329973378199,0.25,West Midlands
2006,2.63636363636362,2.25225994794968,3.02046732477756,0.25,West Midlands
2007,2.79999999999998,2.42063730930564,3.17936269069433,0.25,West Midlands
2008,2.99999999999999,2.62768242846433,3.37231757153564,0.25,West Midlands
2009,3.23636363636363,2.86950873113208,3.60321854159517,0.25,West Midlands
2010,3.5090909090909,3.14057010732632,3.87761171085548,0.25,West Midlands
2011,3.81818181818181,3.43429144257622,4.20207219378741,0.25,West Midlands
2012,4.16363636363636,3.74480145018572,4.582471277087,0.25,West Midlands
2013,4.54545454545455,4.06882177408433,5.02208731682477,0.25,West Midlands
2014,4.96363636363637,4.40602541851364,5.52124730875909,0.25,West Midlands
2015,5.41818181818183,4.75785071234554,6.07851292401812,0.25,West Midlands
2016,5.90909090909092,5.12619080705653,6.69199101112531,0.25,West Midlands
2017,6.43636363636365,5.51271894943638,7.36000832329092,0.25,West Midlands
2018,7.00000000000002,5.91871719597467,8.08128280402536,0.25,West Midlands
2019,7.60000000000002,6.34511464602736,8.85488535397268,0.25,West Midlands
1990,9.69841269841258,7.7853326631253,11.6114927336999,0.5,West Midlands
1991,9.03174603174592,7.35123535140257,10.7122567120893,0.5,West Midlands
1992,8.42857142857132,6.96318085743062,9.89396199971202,0.5,West Midlands
1993,7.88888888888879,6.62059517007288,9.1571826077047,0.5,West Midlands
1994,7.41269841269832,6.32269844338858,8.50269838200805,0.5,West Midlands
1995,6.99999999999991,6.06844225023221,7.9315577497676,0.5,West Midlands
1996,6.65079365079356,5.85646502642219,7.44512227516494,0.5,West Midlands
1997,6.36507936507928,5.68514151721605,7.04501721294252,0.5,West Midlands
1998,6.14285714285707,5.55288642064996,6.73282786506417,0.5,West Midlands
1999,5.98412698412691,5.45891002131047,6.50934394694335,0.5,West Midlands
2000,5.88888888888882,5.40435348999889,6.37342428777875,0.5,West Midlands
2001,5.8571428571428,5.39305311052812,6.32123260375748,0.5,West Midlands
2002,5.88888888888883,5.43099400057881,6.34678377719886,0.5,West Midlands
2003,5.98412698412693,5.5246790488191,6.44357491943477,0.5,West Midlands
2004,6.1428571428571,5.67965334088603,6.60606094482816,0.5,West Midlands
2005,6.36507936507933,5.89986959107036,6.83028913908829,0.5,West Midlands
2006,6.65079365079362,6.1876654294987,7.11392187208853,0.5,West Midlands
2007,6.99999999999997,6.54390710100235,7.45609289899759,0.5,West Midlands
2008,7.41269841269839,6.96802875804065,7.85736806735612,0.5,West Midlands
2009,7.88888888888887,7.45786363406308,8.31991414371465,0.5,West Midlands
2010,8.42857142857141,8.00929640433445,8.84784645280838,0.5,West Midlands
2011,9.03174603174602,8.61602361079421,9.44746845269783,0.5,West Midlands
2012,9.69841269841269,9.27015678946765,10.1266686073577,0.5,West Midlands
2013,10.4285714285714,9.96435486845569,10.8927879886872,0.5,West Midlands
2014,11.2222222222222,10.6944626260627,11.7499818183817,0.5,West Midlands
2015,12.0793650793651,11.4601898740818,12.6985402846484,0.5,West Midlands
2016,13,12.2635440127132,13.7364559872868,0.5,West Midlands
2017,13.984126984127,13.1070421984995,14.8612117697546,0.5,West Midlands
2018,15.0317460317461,13.9928332345583,16.0706588289338,0.5,West Midlands
2019,16.1428571428572,14.9225143556596,17.3631999300547,0.5,West Midlands
1990,17.6235294117646,15.6406511020119,19.6064077215172,0.75,West Midlands
1991,16.6470588235293,14.887061725363,18.4070559216956,0.75,West Midlands
1992,15.7529411764705,14.1988348857953,17.3070474671457,0.75,West Midlands
1993,14.9411764705881,13.5751636348873,16.3071893062889,0.75,West Midlands
1994,14.2117647058822,13.0150176454836,15.4085117662809,0.75,West Midlands
1995,13.5647058823528,12.517123880526,14.6122878841797,0.75,West Midlands
1996,12.9999999999999,12.0800143305485,13.9199856694513,0.75,West Midlands
1997,12.5176470588234,11.7022245018557,13.3330696157911,0.75,West Midlands
1998,12.1176470588234,11.3827407028501,12.8525534147967,0.75,West Midlands
1999,11.7999999999999,11.1216955772612,12.4783044227387,0.75,West Midlands
2000,11.5647058823529,10.921036492274,12.2083752724318,0.75,West Midlands
2001,11.4117647058823,10.7846602967208,12.0388691150438,0.75,West Midlands
2002,11.3411764705882,10.7177641287669,11.9645888124095,0.75,West Midlands
2003,11.3529411764705,10.7257880217002,11.9800943312409,0.75,West Midlands
2004,11.4470588235294,10.8135599762355,12.0805576708233,0.75,West Midlands
2005,11.6235294117647,10.9849112039468,12.2621476195826,0.75,West Midlands
2006,11.8823529411764,11.242654436212,12.5220514461409,0.75,West Midlands
2007,12.2235294117647,11.5887190635712,12.8583397599582,0.75,West Midlands
2008,12.6470588235294,12.0243001191981,13.2698175278607,0.75,West Midlands
2009,13.1529411764706,12.5499513567852,13.7559309961559,0.75,West Midlands
2010,13.7411764705882,13.1655866115391,14.3167663296374,0.75,West Midlands
2011,14.4117647058824,13.8703512526426,14.9531781591221,0.75,West Midlands
2012,15.1647058823529,14.6622965235065,15.6671152411994,0.75,West Midlands
2013,16,15.5377531019099,16.4622468980901,0.75,West Midlands
2014,16.9176470588235,16.4903615543445,17.3449325633026,0.75,West Midlands
2015,17.9176470588236,17.5102710023223,18.3250231153248,0.75,West Midlands
2016,19,18.5854859596119,19.4145140403882,0.75,West Midlands
2017,20.164705882353,19.7071688373437,20.6222429273623,0.75,West Midlands
2018,21.4117647058824,20.8743244411093,21.9492049706555,0.75,West Midlands
2019,22.7411764705883,22.0916964805095,23.390656460667,0.75,West Midlands
1990,0.531578947368418,-0.704431554526176,1.76758944926301,0.25,Yorkshire & Humber
1991,0.668421052631576,-0.380350299664645,1.7171924049278,0.25,Yorkshire & Humber
1992,0.824561403508769,-0.0600034886596196,1.70912629567716,0.25,Yorkshire & Humber
1993,0.999999999999997,0.253490487361167,1.74650951263883,0.25,Yorkshire & Humber
1994,1.19473684210526,0.556165059729518,1.833308624481,0.25,Yorkshire & Humber
1995,1.40877192982456,0.844174037509806,1.97336982213931,0.25,Yorkshire & Humber
1996,1.64210526315789,1.11624851528687,2.16796201102891,0.25,Yorkshire & Humber
1997,1.89473684210526,1.37634433158287,2.41312935262766,0.25,Yorkshire & Humber
1998,2.16666666666666,1.63326679011634,2.70006654321699,0.25,Yorkshire & Humber
1999,2.4578947368421,1.89714309315972,3.01864638052448,0.25,Yorkshire & Humber
2000,2.76842105263158,2.1763823041705,3.36045980109266,0.25,Yorkshire & Humber
2001,3.09824561403509,2.4768351482688,3.71965607980137,0.25,Yorkshire & Humber
2002,3.44736842105263,2.802206619334,4.09253022277126,0.25,Yorkshire & Humber
2003,3.81578947368421,3.15468337177581,4.47689557559261,0.25,Yorkshire & Humber
2004,4.20350877192982,3.53539832966097,4.87161921419868,0.25,Yorkshire & Humber
2005,4.61052631578947,3.94469031168147,5.27636231989748,0.25,Yorkshire & Humber
2006,5.03684210526316,4.38219159855696,5.69149261196936,0.25,Yorkshire & Humber
2007,5.48245614035088,4.84676472372696,6.11814755697479,0.25,Yorkshire & Humber
2008,5.94736842105263,5.33628386647609,6.55845297562917,0.25,Yorkshire & Humber
2009,6.43157894736842,5.84724822503748,7.01590966969937,0.25,Yorkshire & Humber
2010,6.93508771929825,6.37427976350124,7.49589567509526,0.25,Yorkshire & Humber
2011,7.45789473684211,6.90981024122831,8.00597923245591,0.25,Yorkshire & Humber
2012,8,7.44472233759471,8.55527766240529,0.25,Yorkshire & Humber
