year,injdurI,pc
2015,3,0.031517094017094
2015,4,0.0299145299145299
2015,5,0.0245726495726496
2015,6,0.0240384615384615
2015,7,0.0320512820512821
2015,8,0.0320512820512821
2015,9,0.0325854700854701
2015,10,0.0368589743589744
2015,11,0.0299145299145299
2015,12,0.0379273504273504
2015,13,0.0395299145299145
2015,14,0.0416666666666667
2015,15,0.0416666666666667
2015,16,0.0427350427350427
2015,17,0.0416666666666667
2015,18,0.0352564102564103
2015,19,0.0373931623931624
2015,20,0.0389957264957265
2015,21,0.0336538461538462
2015,22,0.030982905982906
2015,23,0.0245726495726496
2015,24,0.0256410256410256
2015,25,0.0197649572649573
2015,26,0.0186965811965812
2015,27,0.00908119658119658
2015,28,0.0112179487179487
2015,29,0.00801282051282051
2015,30,0.015491452991453
2015,31,0.00801282051282051
2015,32,0.0122863247863248
2015,33,0.00587606837606838
2015,34,0.00801282051282051
2015,35,0.00373931623931624
2015,36,0.00320512820512821
2015,37,0.00213675213675214
2015,38,0.00480769230769231
2015,39,0.00106837606837607
2015,40,0.00320512820512821
2016,0,0.0288865546218487
2016,1,0.0294117647058824
2016,2,0.032563025210084
2016,3,0.0362394957983193
2016,4,0.0273109243697479
2016,5,0.0194327731092437
2016,6,0.0262605042016807
2016,7,0.0236344537815126
2016,8,0.0341386554621849
2016,9,0.0273109243697479
2016,10,0.0409663865546218
2016,11,0.0246848739495798
2016,12,0.0399159663865546
2016,13,0.0320378151260504
2016,14,0.0267857142857143
2016,15,0.0483193277310924
2016,16,0.0472689075630252
2016,17,0.0315126050420168
2016,18,0.0477941176470588
2016,19,0.0456932773109244
2016,20,0.0446428571428571
2016,21,0.0372899159663866
2016,22,0.0294117647058824
2016,23,0.0294117647058824
2016,24,0.0288865546218487
2016,25,0.0283613445378151
2016,26,0.0210084033613445
2016,27,0.013655462184874
2016,28,0.00945378151260504
2016,29,0.0120798319327731
2016,30,0.0152310924369748
2016,31,0.0120798319327731
2016,32,0.00945378151260504
2016,33,0.00630252100840336
2016,34,0.00682773109243698
2016,35,0.00630252100840336
2016,36,0.00630252100840336
2016,37,0.00105042016806723
2016,38,0.00525210084033613
2016,39,0.00262605042016807
2016,40,0.00105042016806723
2017,0,0.0396648044692737
2017,1,0.0240223463687151
2017,2,0.0307262569832402
2017,3,0.0284916201117318
2017,4,0.0251396648044693
2017,5,0.0301675977653631
2017,6,0.0284916201117318
2017,7,0.0273743016759777
2017,8,0.0273743016759777
2017,9,0.0262569832402235
2017,10,0.0379888268156425
2017,11,0.029608938547486
2017,12,0.023463687150838
2017,13,0.0245810055865922
2017,14,0.0446927374301676
2017,15,0.0357541899441341
2017,16,0.0391061452513967
2017,17,0.0480446927374302
2017,18,0.0346368715083799
2017,19,0.0379888268156425
2017,20,0.0446927374301676
2017,21,0.0418994413407821
2017,22,0.0340782122905028
2017,23,0.0340782122905028
2017,24,0.0256983240223464
2017,25,0.0256983240223464
2017,26,0.0162011173184358
2017,27,0.0184357541899441
2017,28,0.011731843575419
2017,29,0.0128491620111732
2017,30,0.0195530726256983
2017,31,0.0100558659217877
2017,32,0.00949720670391062
2017,33,0.0100558659217877
2017,34,0.00726256983240224
2017,35,0.00502793296089386
2017,36,0.00614525139664804
2017,37,0.00391061452513967
2017,38,0.00502793296089386
2017,39,0.00223463687150838
2017,40,0.00279329608938548
2018,0,0.0311995696611081
2018,1,0.0371167294244217
2018,2,0.0338891877353416
2018,3,0.029585798816568
2018,4,0.0220548682087144
2018,5,0.0306616460462614
2018,6,0.0258203335126412
2018,7,0.0236686390532544
2018,8,0.0263582571274879
2018,9,0.0274341043571813
2018,10,0.034965034965035
2018,11,0.0301237224314147
2018,12,0.029585798816568
2018,13,0.0204410973641743
2018,14,0.0306616460462614
2018,15,0.0338891877353416
2018,16,0.0387305002689618
2018,17,0.0381925766541151
2018,18,0.0414201183431953
2018,19,0.0355029585798817
2018,20,0.0467993544916622
2018,21,0.0473372781065089
2018,22,0.0333512641204949
2018,23,0.034965034965035
2018,24,0.0258203335126412
2018,25,0.029585798816568
2018,26,0.0199031737493276
2018,27,0.0199031737493276
2018,28,0.0193652501344809
2018,29,0.0172135556750941
2018,30,0.0107584722969338
2018,31,0.00806885422270038
2018,32,0.0134480903711673
2018,33,0.00968262506724045
2018,34,0.0102205486820871
2018,35,0.00484131253362023
2018,36,0.00430338891877353
2018,37,0.0064550833781603
2018,38,0.0064550833781603
2018,39,0.00215169445938677
2018,40,0.00107584722969338
2019,0,0.0423387096774194
2019,1,0.047883064516129
2019,2,0.0297379032258065
2019,3,0.0241935483870968
2019,4,0.0262096774193548
2019,5,0.0287298387096774
2019,6,0.0211693548387097
2019,7,0.0216733870967742
2019,8,0.0241935483870968
2019,9,0.0176411290322581
2019,10,0.0357862903225807
2019,11,0.0327620967741935
2019,12,0.0267137096774194
2019,13,0.0252016129032258
2019,14,0.0347782258064516
2019,15,0.0221774193548387
2019,16,0.0317540322580645
2019,17,0.0347782258064516
2019,18,0.0383064516129032
2019,19,0.0423387096774194
2019,20,0.0483870967741936
2019,21,0.0337701612903226
2019,22,0.0433467741935484
2019,23,0.0393145161290323
2019,24,0.030241935483871
2019,25,0.0297379032258065
2019,26,0.0211693548387097
2019,27,0.0141129032258065
2019,28,0.0171370967741935
2019,29,0.0196572580645161
2019,30,0.0186491935483871
2019,31,0.0110887096774194
2019,32,0.00705645161290323
2019,33,0.00705645161290323
2019,34,0.00806451612903226
2019,35,0.00856854838709677
2019,36,0.00604838709677419
2019,37,0.00655241935483871
2019,38,0.00604838709677419
2019,39,0.00201612903225806
2019,40,0.00453629032258065
