year,fyearI,pc
1997,1991,0.0467201510146296
1997,1992,0.0594620103822558
1997,1993,0.0660689004247286
1997,1994,0.0703161868806041
1997,1995,0.0948560641812176
1997,1996,0.0995752713544125
1997,1997,0.0698442661632846
1998,1970,0.00334199777200149
1998,1971,0.00668399554400297
1998,1972,0.00928332714444857
1998,1973,0.00816932788711474
1998,1974,0.00854066097289269
1998,1975,0.00556999628666914
1998,1976,0.00965466023022651
1998,1977,0.0155959896026736
1998,1978,0.0107686594875603
1998,1979,0.0103973264017824
1998,1980,0.0181953212031192
1998,1981,0.025993316004456
1998,1982,0.0282213145191237
1998,1983,0.0304493130337913
1998,1984,0.0304493130337913
1998,1985,0.032305978462681
1998,1986,0.0308206461195693
1998,1987,0.0297066468622354
1998,1988,0.0382473078351281
1998,1989,0.0367619754920163
1998,1990,0.0423319717786855
1998,1991,0.0449313033791311
1998,1992,0.0508726327515782
1998,1993,0.0638692907538062
1998,1994,0.0608986260675826
1998,1995,0.0783512810991459
1998,1996,0.0946899368733754
1998,1997,0.090605272929818
1998,1998,0.0709246193835871
1999,1970,0.00237852531430513
1999,1971,0.0054366292898403
1999,1972,0.00373768263676521
1999,1973,0.00407747196738023
1999,1974,0.00679578661230037
1999,1975,0.0054366292898403
1999,1976,0.0101936799184506
1999,1977,0.00713557594291539
1999,1978,0.00985389058783554
1999,1979,0.0105334692490656
1999,1980,0.0149507305470608
1999,1981,0.0166496772001359
1999,1982,0.0288820931022766
1999,1983,0.0220863064899762
1999,1984,0.0282025144410466
1999,1985,0.0282025144410466
1999,1986,0.0285423037716616
1999,1987,0.035677879714577
1999,1988,0.0319401970778118
1999,1989,0.0373768263676521
1999,1990,0.0387359836901121
1999,1991,0.0458715596330275
1999,1992,0.0492694529391777
1999,1993,0.0485898742779477
1999,1994,0.0577641862045532
1999,1995,0.0682976554536188
1999,1996,0.0801902820251444
1999,1997,0.0978593272171254
1999,1998,0.0951410125722052
1999,1999,0.0648997621474686
2000,1970,0.00329549615525449
2000,1971,0.00366166239472721
2000,1972,0.00146466495789088
2000,1973,0.00292932991578176
2000,1974,0.00366166239472721
2000,1975,0.00549249359209081
2000,1976,0.00842182350787257
2000,1977,0.00695715854998169
2000,1978,0.0087879897473453
2000,1979,0.00988648846576346
2000,1980,0.0168436470157452
2000,1981,0.0142804833394361
2000,1982,0.018308311973636
2000,1983,0.022336140607836
2000,1984,0.0241669718051996
2000,1985,0.0230684730867814
2000,1986,0.0296594653972904
2000,1987,0.0267301354815086
2000,1988,0.031490296594654
2000,1989,0.0307579641157085
2000,1990,0.0446722812156719
2000,1991,0.0380812889051629
2000,1992,0.0428414500183083
2000,1993,0.0461369461735628
2000,1994,0.0461369461735628
2000,1995,0.0615159282314171
2000,1996,0.0692054192603442
2000,1997,0.0823874038813621
2000,1998,0.0999633833760527
2000,1999,0.0966678872207983
2000,2000,0.0699377517392896
2001,1970,0.000852878464818763
2001,1971,0.00341151385927505
2001,1972,0.00383795309168444
2001,1973,0.00298507462686567
2001,1974,0.00554371002132196
2001,1975,0.0046908315565032
2001,1976,0.00597014925373134
2001,1977,0.00426439232409382
2001,1978,0.00895522388059702
2001,1979,0.0115138592750533
2001,1980,0.0140724946695096
2001,1981,0.0174840085287846
2001,1982,0.0174840085287846
2001,1983,0.0213219616204691
2001,1984,0.0272921108742004
2001,1985,0.0208955223880597
2001,1986,0.0285714285714286
2001,1987,0.0183368869936034
2001,1988,0.0255863539445629
2001,1989,0.0255863539445629
2001,1990,0.0277185501066098
2001,1991,0.0507462686567164
2001,1992,0.0400852878464819
2001,1993,0.0439232409381663
2001,1994,0.0490405117270789
2001,1995,0.0660980810234542
2001,1996,0.0720682302771855
2001,1997,0.0750533049040512
2001,1998,0.073773987206823
2001,1999,0.0946695095948827
2001,2000,0.0767590618336887
2001,2001,0.052452025586354
2002,1970,0.0027124773960217
2002,1971,0.00316455696202532
2002,1972,0.00452079566003617
2002,1973,0.00723327305605787
2002,1974,0.00316455696202532
2002,1975,0.00406871609403255
2002,1976,0.00632911392405063
2002,1977,0.00994575045207957
2002,1978,0.00858951175406872
2002,1979,0.0131103074141049
2002,1980,0.0171790235081374
2002,1981,0.0162748643761302
2002,1982,0.0180831826401447
2002,1983,0.0216998191681736
2002,1984,0.0207956600361664
2002,1985,0.0275768535262206
2002,1986,0.0207956600361664
2002,1987,0.027124773960217
2002,1988,0.0266726943942134
2002,1989,0.0257685352622062
2002,1990,0.0375226039783002
2002,1991,0.0320976491862568
2002,1992,0.0443037974683544
2002,1993,0.044755877034358
2002,1994,0.0547016274864376
2002,1995,0.0569620253164557
2002,1996,0.0583182640144666
2002,1997,0.0641952983725136
2002,1998,0.0714285714285714
2002,1999,0.0673598553345389
2002,2000,0.0723327305605787
2002,2001,0.0583182640144666
2002,2002,0.0406871609403255
2003,1970,0.00475059382422803
2003,1971,0.00570071258907364
2003,1972,0.000950118764845606
2003,1973,0.00617577197149644
2003,1974,0.00237529691211401
2003,1975,0.00380047505938242
2003,1976,0.00617577197149644
2003,1977,0.00475059382422803
2003,1978,0.00902612826603325
2003,1979,0.0109263657957245
2003,1980,0.0114014251781473
2003,1981,0.0147268408551069
2003,1982,0.0171021377672209
2003,1983,0.0209026128266033
2003,1984,0.0190023752969121
2003,1985,0.0275534441805226
2003,1986,0.0213776722090261
2003,1987,0.0237529691211401
2003,1988,0.0261282660332542
2003,1989,0.0251781472684086
2003,1990,0.0327790973871734
2003,1991,0.0323040380047506
2003,1992,0.0294536817102138
2003,1993,0.0513064133016627
2003,1994,0.0356294536817102
2003,1995,0.0418052256532067
2003,1996,0.0527315914489311
2003,1997,0.06270783847981
2003,1998,0.0859857482185273
2003,1999,0.0731591448931116
2003,2000,0.0617577197149644
2003,2001,0.0669833729216152
2003,2002,0.0565320665083135
2003,2003,0.0408551068883611
2004,1970,0.0051150895140665
2004,1971,0.00255754475703325
2004,1972,0.0061381074168798
2004,1973,0.00153452685421995
2004,1974,0.00358056265984655
2004,1975,0.00818414322250639
2004,1976,0.00255754475703325
2004,1977,0.0071611253196931
2004,1978,0.00767263427109975
2004,1979,0.00971867007672634
2004,1980,0.0117647058823529
2004,1981,0.0184143222506394
2004,1982,0.0122762148337596
2004,1983,0.0148337595907928
2004,1984,0.0219948849104859
2004,1985,0.0179028132992327
2004,1986,0.020460358056266
2004,1987,0.0245524296675192
2004,1988,0.0219948849104859
2004,1989,0.0230179028132992
2004,1990,0.0260869565217391
2004,1991,0.0296675191815857
2004,1992,0.0312020460358056
2004,1993,0.0414322250639386
2004,1994,0.0475703324808184
2004,1995,0.0455242966751918
2004,1996,0.0603580562659847
2004,1997,0.0547314578005115
2004,1998,0.0680306905370844
2004,1999,0.0608695652173913
2004,2000,0.0624040920716113
2004,2001,0.0664961636828645
2004,2002,0.0634271099744246
2004,2003,0.0567774936061381
2004,2004,0.0347826086956522
2005,1970,0.000881445570736007
2005,1971,0.00220361392684002
2005,1972,0.00220361392684002
2005,1973,0.00132216835610401
2005,1974,0.00484795063904804
2005,1975,0.00572939620978405
2005,1976,0.00396650506831203
2005,1977,0.00484795063904804
2005,1978,0.00617011899515205
2005,1979,0.00617011899515205
2005,1980,0.0132216835610401
2005,1981,0.0141031291317761
2005,1982,0.0167474658439841
2005,1983,0.0158660202732481
2005,1984,0.0167474658439841
2005,1985,0.0202732481269282
2005,1986,0.0237990304098722
2005,1987,0.0193918025561922
2005,1988,0.0215954164830322
2005,1989,0.0251211987659762
2005,1990,0.0255619215513442
2005,1991,0.0237990304098722
2005,1992,0.0423093873953283
2005,1993,0.0361392684001763
2005,1994,0.0374614367562803
2005,1995,0.0484795063904804
2005,1996,0.0480387836051124
2005,1997,0.0489202291758484
2005,1998,0.0533274570295284
2005,1999,0.0612604671661525
2005,2000,0.0669898633759365
2005,2001,0.0612604671661525
2005,2002,0.0634640810929925
2005,2003,0.0643455266637285
2005,2004,0.0489202291758484
2005,2005,0.0361392684001763
2006,1970,0.00126422250316056
2006,1971,0.00210703750526759
2006,1972,0.00252844500632111
2006,1973,0.00337126000842815
2006,1974,0.00463548251158871
2006,1975,0.00210703750526759
2006,1976,0.00421407501053519
2006,1977,0.00337126000842815
2006,1978,0.00421407501053519
2006,1979,0.00421407501053519
2006,1980,0.00800674252001686
2006,1981,0.00800674252001686
2006,1982,0.0176991150442478
2006,1983,0.0139064475347661
2006,1984,0.0189633375474083
2006,1985,0.0168563000421408
2006,1986,0.0248630425621576
2006,1987,0.0185419300463548
2006,1988,0.0155920775389802
2006,1989,0.0265486725663717
2006,1990,0.0269700800674252
2006,1991,0.0290771175726928
2006,1992,0.0311841550779604
2006,1993,0.0303413400758534
2006,1994,0.0396123050990308
2006,1995,0.0459334176148335
2006,1996,0.0522545301306363
2006,1997,0.0573114201432786
2006,1998,0.0522545301306363
2006,1999,0.056047197640118
2006,2000,0.0615254951538137
2006,2001,0.0543615676359039
2006,2002,0.0598398651495997
2006,2003,0.0488832701222082
2006,2004,0.0632111251580278
2006,2005,0.04551201011378
2006,2006,0.0391908975979773
2007,1970,0.000778513040093422
2007,1971,0.00194628260023355
2007,1972,0.00194628260023355
2007,1973,0.00272479564032698
2007,1974,0.00155702608018684
2007,1975,0.0035033086804204
2007,1976,0.0035033086804204
2007,1977,0.00311405216037369
2007,1978,0.00389256520046711
2007,1979,0.00544959128065395
2007,1980,0.00233553912028026
2007,1981,0.00778513040093422
2007,1982,0.0101206695212145
2007,1983,0.0132347216815882
2007,1984,0.00973141300116777
2007,1985,0.0108991825613079
2007,1986,0.0101206695212145
2007,1987,0.0144024912417283
2007,1988,0.0210198520825224
2007,1989,0.017516543402102
2007,1990,0.0229661346827559
2007,1991,0.0288049824834566
2007,1992,0.0307512650836902
2007,1993,0.0385363954846244
2007,1994,0.0447644998053717
2007,1995,0.0393149085247178
2007,1996,0.047100038925652
2007,1997,0.0576099649669132
2007,1998,0.0478785519657454
2007,1999,0.0603347606072402
2007,2000,0.0650058388478007
2007,2001,0.0560529388867264
2007,2002,0.0548851693265862
2007,2003,0.0490463215258856
2007,2004,0.0463215258855586
2007,2005,0.0615025301673803
2007,2006,0.044375243285325
2007,2007,0.0548851693265862
2008,1970,0
2008,1971,0.000903342366757001
2008,1972,0.0013550135501355
2008,1973,0.001806684733514
2008,1974,0.000903342366757001
2008,1975,0.003613369467028
2008,1976,0.0022583559168925
2008,1977,0.002710027100271
2008,1978,0.0031616982836495
2008,1979,0.00993676603432701
2008,1980,0.00722673893405601
2008,1981,0.00451671183378501
2008,1982,0.0130984643179765
2008,1983,0.011743450767841
2008,1984,0.0140018066847335
2008,1985,0.016260162601626
2008,1986,0.0149051490514905
2008,1987,0.012646793134598
2008,1988,0.0194218608852755
2008,1989,0.0194218608852755
2008,1990,0.025293586269196
2008,1991,0.024390243902439
2008,1992,0.0284552845528455
2008,1993,0.02710027100271
2008,1994,0.029810298102981
2008,1995,0.0451671183378501
2008,1996,0.042457091237579
2008,1997,0.0532971996386631
2008,1998,0.0591689250225836
2008,1999,0.0478771454381211
2008,2000,0.0600722673893406
2008,2001,0.0451671183378501
2008,2002,0.0523938572719061
2008,2003,0.0429087624209575
2008,2004,0.0487804878048781
2008,2005,0.0505871725383921
2008,2006,0.0532971996386631
2008,2007,0.0392953929539295
2008,2008,0.0614272809394761
2009,1970,0.000458926112895824
2009,1971,0.0018357044515833
2009,1972,0.0018357044515833
2009,1973,0.0018357044515833
2009,1974,0.00229463056447912
2009,1975,0.00321248279027077
2009,1976,0.00137677833868747
2009,1977,0.00413033501606241
2009,1978,0.0018357044515833
2009,1979,0.00504818724185406
2009,1980,0.00458926112895824
2009,1981,0.0114731528223956
2009,1982,0.0110142267094998
2009,1983,0.0165213400642497
2009,1984,0.0110142267094998
2009,1985,0.0151445617255622
2009,1986,0.0110142267094998
2009,1987,0.0142267094997705
2009,1988,0.0142267094997705
2009,1989,0.0229463056447912
2009,1990,0.0252409362092703
2009,1991,0.026158788435062
2009,1992,0.0247820100963745
2009,1993,0.0247820100963745
2009,1994,0.0335016062413951
2009,1995,0.0435979807251033
2009,1996,0.0454336851766866
2009,1997,0.0394676457090408
2009,1998,0.046810463515374
2009,1999,0.0605782469022487
2009,2000,0.0394676457090408
2009,2001,0.0385497934832492
2009,2002,0.0454336851766866
2009,2003,0.0481872418540615
2009,2004,0.0559889857732905
2009,2005,0.0362551629187701
2009,2006,0.0550711335474989
2009,2007,0.0550711335474989
2009,2008,0.0559889857732905
2009,2009,0.0399265718219367
2010,1970,0.000971817298347911
2010,1971,0.00291545189504373
2010,1972,0.00194363459669582
2010,1973,0.000971817298347911
2010,1974,0.000485908649173955
2010,1975,0.000485908649173955
2010,1976,0.00145772594752187
2010,1977,0.00388726919339164
2010,1978,0.00728862973760933
2010,1979,0.00728862973760933
2010,1980,0.00826044703595724
2010,1981,0.00583090379008746
2010,1982,0.0116618075801749
2010,1983,0.0102040816326531
2010,1984,0.0087463556851312
2010,1985,0.0102040816326531
2010,1986,0.0140913508260447
2010,1987,0.0121477162293489
2010,1988,0.0140913508260447
2010,1989,0.0174927113702624
2010,1990,0.0247813411078717
2010,1991,0.0238095238095238
2010,1992,0.0296404275996113
2010,1993,0.0310981535471331
2010,1994,0.0393586005830904
2010,1995,0.0388726919339164
2010,1996,0.0456754130223518
2010,1997,0.0524781341107872
2010,1998,0.0500485908649174
2010,1999,0.0505344995140914
2010,2000,0.0466472303206997
2010,2001,0.0422740524781341
2010,2002,0.0422740524781341
2010,2003,0.0369290573372206
2010,2004,0.0374149659863946
2010,2005,0.0369290573372206
2010,2006,0.0354713313896987
2010,2007,0.0379008746355685
2010,2008,0.054907677356657
2010,2009,0.0505344995140914
2010,2010,0.0495626822157434
2011,1970,0.00117027501462844
2011,1971,0.00117027501462844
2011,1972,0
2011,1973,0.000585137507314219
2011,1974,0
2011,1975,0.00117027501462844
2011,1976,0.00234055002925688
2011,1977,0.00175541252194266
2011,1978,0.00468110005851375
2011,1979,0.00409596255119953
2011,1980,0.00351082504388531
2011,1981,0.0093622001170275
2011,1982,0.00760678759508484
2011,1983,0.0105324751316559
2011,1984,0.00643651258045641
2011,1985,0.0093622001170275
2011,1986,0.00994733762434172
2011,1987,0.0140433001755413
2011,1988,0.0152135751901697
2011,1989,0.0152135751901697
2011,1990,0.0222352252779403
2011,1991,0.0286717378583967
2011,1992,0.0310122878876536
2011,1993,0.0304271503803394
2011,1994,0.0397893504973669
2011,1995,0.0368636629607958
2011,1996,0.0450555880631949
2011,1997,0.0514921006436513
2011,1998,0.0596840257460503
2011,1999,0.0444704505558806
2011,2000,0.0491515506143944
2011,2001,0.0433001755412522
2011,2002,0.0397893504973669
2011,2003,0.0327677004095963
2011,2004,0.0397893504973669
2011,2005,0.0433001755412522
2011,2006,0.0403744880046811
2011,2007,0.0462258630778233
2011,2008,0.03744880046811
2011,2009,0.0415447630193095
2011,2010,0.0392042129900527
2011,2011,0.0362785254534816
2012,1970,0.000479616306954437
2012,1971,0.000959232613908873
2012,1972,0.000479616306954437
2012,1973,0.000479616306954437
2012,1974,0.00239808153477218
2012,1975,0.00143884892086331
2012,1976,0.00191846522781775
2012,1977,0.00191846522781775
2012,1978,0.00479616306954436
2012,1979,0.00671462829736211
2012,1980,0.00383693045563549
2012,1981,0.00671462829736211
2012,1982,0.0100719424460432
2012,1983,0.00719424460431655
2012,1984,0.00815347721822542
2012,1985,0.0129496402877698
2012,1986,0.00959232613908873
2012,1987,0.00863309352517986
2012,1988,0.0124700239808153
2012,1989,0.015347721822542
2012,1990,0.0201438848920863
2012,1991,0.0215827338129496
2012,1992,0.0292565947242206
2012,1993,0.0316546762589928
2012,1994,0.0311750599520384
2012,1995,0.0388489208633094
2012,1996,0.0378896882494005
2012,1997,0.0422062350119904
2012,1998,0.0402877697841727
2012,1999,0.0393285371702638
2012,2000,0.0498800959232614
2012,2001,0.0431654676258993
2012,2002,0.0431654676258993
2012,2003,0.0292565947242206
2012,2004,0.0359712230215827
2012,2005,0.0407673860911271
2012,2006,0.0335731414868106
2012,2007,0.0436450839328537
2012,2008,0.0388489208633094
2012,2009,0.037410071942446
2012,2010,0.0599520383693046
2012,2011,0.049400479616307
2012,2012,0.0455635491606715
2013,1970,0.000938967136150235
2013,1971,0.000938967136150235
2013,1972,0
2013,1973,0.000938967136150235
2013,1974,0.00234741784037559
2013,1975,0
2013,1976,0.00187793427230047
2013,1977,0.00234741784037559
2013,1978,0.00469483568075117
2013,1979,0.00469483568075117
2013,1980,0.00704225352112676
2013,1981,0.00328638497652582
2013,1982,0.00892018779342723
2013,1983,0.00657276995305164
2013,1984,0.00938967136150235
2013,1985,0.00985915492957747
2013,1986,0.00985915492957747
2013,1987,0.0140845070422535
2013,1988,0.0145539906103286
2013,1989,0.0154929577464789
2013,1990,0.0183098591549296
2013,1991,0.0295774647887324
2013,1992,0.0262910798122066
2013,1993,0.0356807511737089
2013,1994,0.0352112676056338
2013,1995,0.0370892018779343
2013,1996,0.0413145539906103
2013,1997,0.0469483568075117
2013,1998,0.0572769953051643
2013,1999,0.0464788732394366
2013,2000,0.0497652582159624
2013,2001,0.0413145539906103
2013,2002,0.0338028169014084
2013,2003,0.0333333333333333
2013,2004,0.0338028169014084
2013,2005,0.0314553990610329
2013,2006,0.0291079812206573
2013,2007,0.0403755868544601
2013,2008,0.0352112676056338
2013,2009,0.0272300469483568
2013,2010,0.0328638497652582
2013,2011,0.0356807511737089
2013,2012,0.0460093896713615
2013,2013,0.036150234741784
2014,1970,0
2014,1971,0.000488519785051295
2014,1972,0.000977039570102589
2014,1973,0.000977039570102589
2014,1974,0.00146555935515388
2014,1975,0
2014,1976,0.00195407914020518
2014,1977,0.00244259892525647
2014,1978,0.00293111871030777
2014,1979,0.00439667806546165
2014,1980,0.00537371763556424
2014,1981,0.00732779677576942
2014,1982,0.0117244748412311
2014,1983,0.00586223742061554
2014,1984,0.0127015144113337
2014,1985,0.0122129946262824
2014,1986,0.0112359550561798
2014,1987,0.0122129946262824
2014,1988,0.013190034196385
2014,1989,0.0219833903273083
2014,1990,0.0185637518319492
2014,1991,0.0278456277479238
2014,1992,0.0278456277479238
2014,1993,0.0327308255984367
2014,1994,0.0376160234489497
2014,1995,0.0351734245236932
2014,1996,0.038104543234001
2014,1997,0.0425012212994626
2014,1998,0.0371275036638984
2014,1999,0.0527601367855398
2014,2000,0.0468978993649243
2014,2001,0.029799706888129
2014,2002,0.033219345383488
2014,2003,0.0361504640937958
2014,2004,0.0434782608695652
2014,2005,0.0224719101123596
2014,2006,0.0356619443087445
2014,2007,0.0322423058133854
2014,2008,0.0341963849535906
2014,2009,0.0312652662432829
2014,2010,0.0346849047386419
2014,2011,0.0356619443087445
2014,2012,0.0385930630190523
2014,2013,0.0400586223742062
2014,2014,0.0239374694675134
2015,1970,0.00106837606837607
2015,1971,0.000534188034188034
2015,1972,0
2015,1973,0.0016025641025641
2015,1974,0.00106837606837607
2015,1975,0.00320512820512821
2015,1976,0.00106837606837607
2015,1977,0.00480769230769231
2015,1978,0.00267094017094017
2015,1979,0.00267094017094017
2015,1980,0.00427350427350427
2015,1981,0.00854700854700855
2015,1982,0.00694444444444444
2015,1983,0.0101495726495727
2015,1984,0.00854700854700855
2015,1985,0.0165598290598291
2015,1986,0.00641025641025641
2015,1987,0.0122863247863248
2015,1988,0.00908119658119658
2015,1989,0.0181623931623932
2015,1990,0.0208333333333333
2015,1991,0.0251068376068376
2015,1992,0.0256410256410256
2015,1993,0.0304487179487179
2015,1994,0.0352564102564103
2015,1995,0.0400641025641026
2015,1996,0.0357905982905983
2015,1997,0.0347222222222222
2015,1998,0.045940170940171
2015,1999,0.0395299145299145
2015,2000,0.0432692307692308
2015,2001,0.0395299145299145
2015,2002,0.0411324786324786
2015,2003,0.0352564102564103
2015,2004,0.030982905982906
2015,2005,0.0368589743589744
2015,2006,0.0331196581196581
2015,2007,0.0320512820512821
2015,2008,0.0320512820512821
2015,2009,0.0224358974358974
2015,2010,0.0272435897435897
2015,2011,0.0283119658119658
2015,2012,0.0331196581196581
2015,2013,0.0454059829059829
2015,2014,0.0379273504273504
2015,2015,0.0267094017094017
2016,1970,0.000525210084033613
2016,1971,0.000525210084033613
2016,1972,0.00105042016806723
2016,1973,0
2016,1974,0.00105042016806723
2016,1975,0
2016,1976,0.00105042016806723
2016,1977,0.00262605042016807
2016,1978,0.00525210084033613
2016,1979,0.00157563025210084
2016,1980,0.00630252100840336
2016,1981,0.00735294117647059
2016,1982,0.00577731092436975
2016,1983,0.00735294117647059
2016,1984,0.00945378151260504
2016,1985,0.0131302521008403
2016,1986,0.0147058823529412
2016,1987,0.0115546218487395
2016,1988,0.00997899159663866
2016,1989,0.013655462184874
2016,1990,0.0204831932773109
2016,1991,0.0320378151260504
2016,1992,0.0262605042016807
2016,1993,0.029936974789916
2016,1994,0.0320378151260504
2016,1995,0.0378151260504202
2016,1996,0.0435924369747899
2016,1997,0.0435924369747899
2016,1998,0.0504201680672269
2016,1999,0.0304621848739496
2016,2000,0.0467436974789916
2016,2001,0.0483193277310924
2016,2002,0.0273109243697479
2016,2003,0.0336134453781513
2016,2004,0.0378151260504202
2016,2005,0.0246848739495798
2016,2006,0.0409663865546218
2016,2007,0.0273109243697479
2016,2008,0.0320378151260504
2016,2009,0.0241596638655462
2016,2010,0.0257352941176471
2016,2011,0.0199579831932773
2016,2012,0.0262605042016807
2016,2013,0.0383403361344538
2016,2014,0.032563025210084
2016,2015,0.0288865546218487
2016,2016,0.0257352941176471
2017,1970,0.000558659217877095
2017,1971,0.00167597765363129
2017,1972,0.00111731843575419
2017,1973,0.00111731843575419
2017,1974,0.00223463687150838
2017,1975,0.000558659217877095
2017,1976,0.00111731843575419
2017,1977,0.00279329608938548
2017,1978,0.00167597765363129
2017,1979,0.00558659217877095
2017,1980,0.00391061452513967
2017,1981,0.00614525139664804
2017,1982,0.00558659217877095
2017,1983,0.00726256983240224
2017,1984,0.0111731843575419
2017,1985,0.00893854748603352
2017,1986,0.00949720670391062
2017,1987,0.0195530726256983
2017,1988,0.0128491620111732
2017,1989,0.0106145251396648
2017,1990,0.0195530726256983
2017,1991,0.017877094972067
2017,1992,0.0240223463687151
2017,1993,0.0268156424581006
2017,1994,0.0363128491620112
